,name,ingredients,instructions,preparation_time_minutes,cooking_time_minutes,image_url,source
31,Slow Cooker Moroccan Beef and Green Bean Tajine,"1 lb. beef shoulder cut into several pieces (with or without bones) - fat trimmed - 1 onion, chopped - 3 cloves crushed garlic - 1 tomato peeled and finely chopped or 1/2 can (6-8oz) diced tomatoes - 2 Tbsp each dried cilantro and parsley - 1/4 cup olive oil - 2 teaspoons salt - 2 teaspoons ginger - 1 teaspoon turmeric - 1/2 teaspoon pepper (or more -- adjust for flavor) - 1/2 teaspoon cumin - 1/2 cup water - 1 lb fresh or frozen green beans"," In the bottom of a slow cooker add olive oil, onions, and garlic and turn heat on, leave for 10-15 minutes. Add meat and remaining ingredients (except for beans). Cook on low heat for 6-7 hours. 20 minutes before serving mix and add green beans to the slow cooker. Meat should be tender and falling off the bone, beans should also be tender.",15,120,https://marocmama.com/wp-content/uploads/2015/01/Beef-and-Bean-Tajine-Closeup-480x480.jpg,https://marocmama.com/slow-cooker-moroccan-beef-green-bean-tajine/
32,One-Pot Beef and Quince Tagine,"2 lbs beef (bone-in pieces if possible) - 1 large onion diced - 3 cloves of garlic grated - 2 Tbsp vegetable oil - 1 Tbsp butter - 1/2 tsp cinnamon - 1/2 tsp salt - 1/4 tsp red pepper (you can add more for a spicier dish) - 1 1/2 tsp cumin - pinch of saffron threads crumbled - 2 quinces, cut, peeled, and cored - 2 Tbsp honey - 1 cup of water - 1/2 cinnamon stick (optional)","In the bottom of a tajine add 2 Tbsp vegetable oil and 1 Tbsp butter. Heat on low heat. Add diced onion and grated garlic. In a large bowl mix cinnamon, salt, red pepper, cumin, and crushed saffron threads. Mix with 1 cup of water. Coat pieces of beef in the spice mixture. Place beef in the bottom of the tajine. Reserve the marinade.  Cut, core and peel quince then add to the top of the beef. Pour the remaining marinade mixture over the quince and beef. Add the optional cinnamon stick to the liquid Cover the tajine and cook for 1 - 1 1/2 hours, occasionally checking the water to make sure there's enough liquid in the dish. When the meat is cooked through and starting to fall apart. Drizzle the top of the quinces with honey. You may need to add more depending on how sweet your quinces are. There should be liquid remaining in the tajine. Eat using crusty bread to break apart the pieces and soak up the juices. ",15,120,https://marocmama.com/wp-content/uploads/2013/10/Morocan-Beef-and-Quince-Tajine.jpg,https://marocmama.com/beef-and-quince-tajine/
33,Moroccan Beef Tajine with Prunes,"1-2 lb. beef or lamb bone in – cut into 3-4’” chunks - 1/2 lb. onions finely chopped - 3 cloves garlic, finely chopped - 1 teaspoon salt - 1 teaspoon pepper - 2 teaspoon ginger - 5-10 saffron threads (optional) - 1 tsp cinnamon - 1/4 cup vegetable or olive oil (if the meat you are using has more fat then decrease the amount of oil - palmful of chopped cilantro - 1/2 lb. prunes - 1-2 tablespoon honey - 1 1/2 teaspoons ground cinnamon - 1/2 cup blanched, fried almonds"," In a large pot or pressure cooker, add oil to bottom of pan and add onions and garlic, saute until translucent. Mix in the meat and brown, then add spices (salt, pepper, ginger, cinnamon, saffron)  If using a pot on the stove, add enough water to cover the meat. Cover and simmer on medium heat for 2 1/2 – 3 hours, until meat is very tender and falls away from the bone. You may need to add more water if it cooks off too quickly. Add the cilantro. Bring the meat and liquids to boil. When the meat is cooked removed, and allow the remaining water to reduce to a thick sauce. If using a pressure cooker  Cover the pressure cooker after adding water and cilantro. Cook on medium heat for between 45-50 minutes. Release pressure and open cover. Remove the meat and reduce the sauce uncovered. For the prunes: (this can be done while meat is cooking) Add prunes to a small pot with honey and some water, simmer on medium heat, checking to make sure there is enough liquid and they are not burning.  Continue simmering until prunes are very tender. The length of time for this step depends on the oven as well as the prunes. Fresher dry prunes will soften much faster than a more dehydrated prune. Towards the end add some cinnamon (more if you like it). Cook until they are sitting in a thick syrup. This is often topped with fried almonds. To fry almonds Using blanched almonds add some oil to a saute pan and put the whole almonds in. This will only take a few minutes once hot. Be sure to watch as they will burn quickly. Once complete turn out meat and sauce into a large serving dish. Top with the prunes and sauce, and then the almonds. This is eaten with pieces of crusty bread. ",15,91,https://marocmama.com/wp-content/uploads/2009/10/Scoop-of-Beef-Tajine-with-Prunes-720x720.jpg,https://marocmama.com/beef-tajine-with-prunes/
34,Beef and Chickpea Tajine,1/2 lb beef (or lamb) bone in preferably - 1 tbsp olive oil - 2 tsp cumin - 1/2 tsp black pepper - 2 tbsp (chopped finely) Italian parsley - 1 tbsp crushed garlic - 1 can of chickpeas (you can use dry – make sure to soak at least 24 hours before using) - 1/2 preserved lemon - enough water to cover meat - Crusty bread to eat with,"In the bottom of a 4qt pressure cooker add olive oil, garlic, cumin, and pepper, and turn heat to medium. Next place in the pieces of meat and brown on all sides.  If it seems too hot add a little bit of water so that the spices do not burn. After browning add enough water to cover the meat, as well as the Italian parsley and preserved lemons. (if using dry chickpeas you will want to add them at this point too). Cover the pressure cooker and cook for about 45 minutes.  Remove from heat and release steam.  Check on the tenderness of the meat.  It should be falling apart. Add the chickpeas and place the pressure cook back onto a burner with the cover off.  The final step is to reduce the liquid remaining and cook through the chickpeas. The final consistency should be thicker than a soup but thinner than a stew with enough sauce leftover to eat the dish with. Serve the tajine with a loaf of crusty bread. In the bottom of a dutch oven add olive oil, garlic, cumin, and pepper, and turn the heat to medium. Next place in the pieces of meat and brown on all sides.  If it seems too hot add a little bit of water so that the spices do not burn. After browning add enough water to cover the meat, as well as the Italian parsley and preserved lemons. (if using dry chickpeas you want to add them at this point as well) Cover and cook for about 1h and 30 minutes checking the tenderness of the meat in the final 30 minutes of cooking.  It should be falling apart. Add the chickpeas and continue cooking with the cover off.  This final step is to reduce the liquid remaining and cook through the chickpeas. The final consistency should be thicker than a soup but thinner than a stew with enough sauce left over to eat the dish with. Serve the tajine with a loaf of crusty bread.",15,91,https://marocmama.com/wp-content/uploads/2011/05/Beef-and-Chickpea-Stew-720x720.jpg,https://marocmama.com/beef-and-chickpea-tajine/
35,Beef and Artichoke with Green Pea Tajine,"1 lb beef, cut into equal size pieces - 1 large onion diced - 4 garlic cloves crushed - 2 tsp salt - 2 tsp dry ginger - 1 tsp pepper - 1/2 tsp turmeric - palmful chopped parsley and cilantro - 1/2 preserved lemon - 1/4 cup + 2 Tbsp olive oil - 1 cup green peas (fresh or frozen) - 8-10 artichoke bottoms - 1 carrot (optional)","Dice the onion and add to the bottom of the tajine along with the olive oil. Turn the heat to low and begin to cook the onions. In a bowl mix together the meat, spices, parsley, and cilantro with the 2 Tbsp olive. When everything is combined well, add to the tajine spreading out the meat as much as possible to cook evenly.  Add the artichoke bottoms to the mix, slide them in between the pieces of meat. If you are using a carrot you can clean it, and cut it into equal size sticks or rounds. Mix everything in the tajine bottom a little bit to coat with some of the spice mixture. Next, add 1 1/2 cups of water to the tajine pot distributing it evenly. Cover the tajine and cook on low to medium heat for about two hours. You will want to check the liquid level on occasion adding more water if it dries out.  The meat should be falling apart tender when the tagine is ready.  In the last 10 minutes, add the peas and cook to warm through. You can also add the preserved lemon, in the end, to impart some of the flavors - either cut the lemon into strips or quarters. In a pressure cooker add the 1/4 cup olive oil (omit the extra 2 Tbsp) along with the diced onion, spices, parsley, cilantro, and beef. Cook on medium heat for 5-8 minutes to brown the meat and start softening the onions. Add enough water to cover the meat and about 1 inch more. Put the cover on the pressure cooker and cook for approximately 30 minutes on medium heat. Remove from the heat, release the steam and remove the cover. Add the peas, artichokes and carrot (optional) as well as the preserved lemon. Place the cover back on the pressure cooker and put back on medium heat an additional 15 minutes. Remove from heat, release pressure again and check the liquid level. If there still is quite a bit continue to cook until a thick sauce forms. Transfer to a serving plate. Add the 1/4 cup olive oil (omit the extra 2 Tbsp) along with the diced onion and begin to saute on low-medium heat. Toss the meat with the spices, parsley and cilantro, and then add to the pot after 3-4 minutes. Brown meat on all sides. Add enough water to cover the meat and a little more. Place the lid on the pot and cook on low heat for 60-90 minutes. Check the meat and if still tough add more liquid as needed and continue to cook. Around the 90 min - 2 hour (will depend on the thickness of the meat you are using) add the artichokes and peas. Cook uncovered for approximately 20 minutes until everything is fork-tender and a thick sauce remains in the pan. Serve! ",15,70,https://marocmama.com/wp-content/uploads/2010/05/Sideview-of-Beef-and-Artichoke-Tagine.jpg,https://marocmama.com/beef-and-artichoke-tajine/
36,Beef Tagine with Argan Oil,"1 lbs. beef, cut into 2” to 3″ pieces - 1 medium chopped onion - 3 tbsp argan oil, enough to cover the bottom of the pressure cooker and saute the onions + a bit more to drizzle at the end if desired - 1 tablespoon ginger - 1 tsp salt - 1/2 teaspoon pepper - 1/2 teaspoon turmeric - 1/2 teaspoon saffron threads, crumbled - small handful of chopped cilantro - 1–2 handfuls green olives with pits","In the bottom of the pan add the argan oil and onions, saute for 3-4 minutes until onions begin to soften. Argan oil will not bubble the same way that olive or vegetable oil does, it is much thicker and will start to bubble like sugar water that is caramelizing. Add the pieces of meat and spices and mix until coated. Add enough water to cover the meat and cover the pressure cooker. Turn the temperature down to low/medium and allow to cook for 50min – 1 hr. Make sure to check that the water is not low. Open pressure cooker after this time, there should still be liquid. Add the green olives and turn the heat back on to medium until the liquid is reduced to a sauce. When the tagine is completely cooked, turn out into a serving dish, drizzle with extra argan oil.",10,90,https://marocmama.com/wp-content/uploads/2009/07/Beef-Tagine-with-Argan-720x720.png,https://marocmama.com/beef-tagine-with-argan/
37,Moroccan Chicken Tajine with Oranges,"1 whole chicken (appx 2.5 lbs or 1 kg) cut into pieces - 1/4 cup olive oil - 1 large onion, diced - 1 Tbsp fresh grated ginger - 1/2 tsp ginger powder - 1/2 tsp turmeric - 1 tsp salt - 1 tsp pepper - pinch of saffron threads (8-10) - 1/2 cup water - 1 large thin-skinned orange - 1 cinnamon stick - 1/2 tsp cinnamon powder - 2-3 Tbsp sugar or honey - pinch of salt - toasted, chopped almonds (optional)","Clean and cut your chicken. You can leave some skin on or completely remove it depending on personal preference.  In a bowl combine fresh ginger, powdered ginger, turmeric, pepper, and salt. Pour 1/2 of the oil into the spices and mix them together. Add the spice mixture to the chicken, rubbing all over the meat, and set aside to marinate while preparing the rest of the dish. In a small cup add a small amount of warm water. Break apart the saffron threads in your hand and add to the warm water. Leave for 2-3 minutes until it blooms. Dice a large onion into fine dice and add to the bottom of the tajine or cooking vessel. Add the remaining oil and turn to low heat. Leave for 5 minutes until the onions begin to soften. When the onions have softened, arrange the chicken in the tajine. Pour the saffron water on top of the chicken pieces.  Add a 1/4 cup of water to the bottom of the tajine and cover. Allow the chicken to cook on low heat for 45 minutes - 1 hour. Check the water level and the tenderness of the chicken. It should be falling apart. If not continue cooking adding a bit of water if necessary. To Cook the Oranges Wash and dry the orange well. Slice into thin slices with a sharp knife. As thin as possible. Add just enough water to cover the oranges as well as the cinnamon stick. Turn to very low heat and leave to cook.  Add the cinnamon powder, sugar/honey, and a pinch of salt after the oranges have softened. Boil until a thick syrup is created. Arrange the oranges on top of the tagine and pour the sauce around the base of the dish. At the very end roughly chop some almonds and sprinkle them on the top of the oranges. They add a nice texture contrast.",15,90,https://marocmama.com/wp-content/uploads/2022/02/Moroccan-Chicken-Tagine-with-Oranges.jpg,https://marocmama.com/moroccan-chicken-tajine-with-oranges/
38,Moroccan Lemon Chicken Tajine with Potatoes,1 lb chicken breasts - 2-3 Russet potatoes - 1/4 preserved lemon - 1 tsp chopped Italian parsley - 1 tsp cilantro - 1 tsp pepper - 1 tbsp crushed garlic - 1 tbsp fresh ground ginger - 8-10 threads of saffron crushed - 3 tsp olive oil - 1 medium onion chopped - 1/4 cup water,"In a small bowl crush the saffron threads and add 2 tbsp warm water. Allow to steap 5 minutes. Peel and quarter potatoes. Add olive oil and chopped onions to the bottom of the tajine. Turn the burner on medium-low heat. In a bowl add garlic, ginger, salt, pepper, parsley and cilantro. Mix in the saffron water and add remaining 1/4 cup of water. Arrange the quartered potatoes to the tajine in a single layer. Place the chicken on top. Pour the spice and liquid mixture over the top and gently stir to coat the potatoes and chicken. Cut the piece of preserved lemon into several pieces and insert it around the tajine.  Cover tajine and cook on medium-low heat for 1 1/2 - 2 hours. Check the meat to ensure it is soft and falling apart. Try not to lift the lid of the tajine. I usually check once to make sure there is enough water. When the potatoes are fork-tender the chicken is falling apart it's done.",15,120,https://marocmama.com/wp-content/uploads/2012/03/Moroccan-Chicken-Tajine-with-Lemons-480x480.jpg,https://marocmama.com/chicken-with-potato-and-preserved-lemon-tajine/
39,Chicken Tajine with Preserved Lemons and Olives,1 pound chicken (whichever pieces your family likes) - 2 tsp vegetable oil - 2 tbsp cumin - 1 tsp pepper - 5-8 threads of saffron crushed - 1 tsp turmeric - 1 tsp cilantro – fresh or dried - 1/2 onion chopped - 1/2 preserved lemon - handful of green olives – add more or less depending on your preferences - 1 cube chicken bouillon (i add this for extra flavor) - enough water to cover chicken,"Pour vegetable oil into bottom of the pressure cooker and add onion. Saute until onions are translucent and add cilantro.Add chicken and sear on all sides. Add remaining spices and lemon. Top with approx. 4 cups of water, just enough to cover chicken.Cover pressure cooker and allow to cook for 45 minutes. Remove from heat and open pressure cooker, checking the chicken to ensure it’s cooked through. It should be tender and falling off the bone. In remaining liquid add the olives and continue cooking with the cover removed until liquid reduces to a thicker sauce.",10,45,https://marocmama.com/wp-content/uploads/2009/09/Chicken-and-olive-tajine-1-720x720.jpg,https://marocmama.com/chicken-and-olive-tajine/
40,Chicken and Walnut Tajine with Quince Paste,1 lb of chicken pieces - 1 medium onion finely chopped - 1 Tbsp crushed garlic - 2 tsp ginger - 1 tsp salt - 1 tsp pepper - 2 Tbsp vegetable oil - 1 tsp cinnamon - pinch of crumbled saffron threads - small handful chopped parsley - 2 Tbsp butter cubed - 1/4 c water - 3 tsp quince paste - 1/2 cup walnuts,"In the bottom of an unglazed clay, tajine add the vegetable oil, and turn heat to medium. Finely chop the onion and crush 2 teaspoons of garlic (2-3 cloves). Add these to the tajine. In a bowl mix together the salt, pepper, ginger, cinnamon, saffron threads, parsley, and quince paste with enough water to create a paste. Rinse and clean the chicken and place it in the spice paste, taking care that the chicken is coated.  Add the chicken pieces to the tajine along with any remaining marinade. Pour in 1/4 cup of water and 2 tablespoons of cubed butter. Cover the tajine and reduce heat to low. Allow to cook for 1 1/2 - 2 hours. Check at the 1 hour, 1.5 hour, and 2-hour mark and add a little more water if necessary. The tajine is ready when the chicken is tender to the touch. There should still be liquid in the tajine. Toasting Walnuts In a skillet, add the walnuts and turn heat to medium-high. When the walnuts begin to toast you will be able to smell the oils being released. Stir the walnuts to make sure they don't burn. Remove from the heat as soon as the walnuts begin to brown. Top the tajine with toasted walnuts and serve immediately. This dish is traditionally eaten with crusty bread but could also be served on top of rice, barley or couscous.",15,90,https://marocmama.com/wp-content/uploads/2012/11/Chicken-and-Walnut-Tajine-with-Quince.jpg,https://marocmama.com/chicken-quince-and-walnut-tajine/
41,Chicken Tajine with Tomato and Onion Jam,1 pound of chicken skin on - 1 large onion - 1 Tbsp olive oil - 2 tsp cumin - 1 Tbsp crushed garlic - 1 tsp ginger powder - 1/2 tsp each salt and pepper - pinch crushed saffron - 1 Tbsp butter - 1 Tbsp oil (vegetable/sunflower etc) - 1 pound of tomatoes - 1 heaping teaspoon honey - sesame seeds (optional),"This is best prepared in a tajine but if you don’t have one, a heavy-bottomed pot will work too. In a bowl combine olive oil, cumin, cinnamon, ginger, crushed garlic, saffron, salt, and pepper. Wash chicken well and remove any excess fat – but leave skin on. Coat chicken in marinade and refrigerate while preparing the rest of the meal. Slice one onion in half, remove skin and slice into pieces as thin as possible. In the bottom of a tajine or pan add 1 Tbsp butter and 1 Tbsp of oil. Turn heat on to low, and add onions. Saute until onions become soft and start to brown. Prepare tomatoes by either grating the insides into a bowl, or blanch in boiling water, and remove skins. Chop into small pieces and add to the onions. Make space in the tomatoes to add the chicken pieces, skin side down. The chicken should be nestled into the tomatoes.  Add the cover to the tajine or pot and allow to cook for 45 minutes – 1 hour until the chicken is cooked through and falling apart and liquid has reduced in the pot. Mix in a teaspoon of honey at the very end and allow for a few more minutes of cooking. You can also top with sesame seeds right before serving. ",15,90,https://marocmama.com/wp-content/uploads/2014/02/Chicken-Tagine-with-tomato-and-onion-jam.jpg,https://marocmama.com/weekdaysupper-chicken-tajine-with-tomato-and-onion-jam/
42,Sweet Chicken Tajine,"1 tsp oil - 1 onion, sliced - 1 lb chicken thighs, bone in, with skin removed - 1 Tbsp parsley - 1 tsp cinnamon - 1 tsp garlic powder - 1 tsp ginger - ½ tsp cumin - ¼ tsp black pepper - 1 (14 oz) can diced tomatoes, undrained - 2 Tbsp honey - 1/3 c raisins - 2 c cooked chickpeas","Heat oil in a Dutch oven, over medium heat. Add onions and sauté until soft. Push onions to the side and add meat, searing on all sides. Add spices and remaining ingredients in the order listed. Cover and cook over low heat for 40 min. Remove lid and check to be sure there is enough, but not too much liquid. There should be just enough liquid to keep the ingredients moist, but not so much that you find yourself with a soup. For too much liquid, simmer 10-20 min uncovered. For not enough liquid, add water ¼ c at a time and simmer, covered, for an additional 10-20 min. Remove from heat and serve hot.",15,90,https://marocmama.com/wp-content/uploads/2013/08/Sweet-Chicken-Tajine-from-Curious-Cuisiniere-3-320x320.jpg,https://marocmama.com/sweet-chicken-tajine-from-curious-cuisiniere/
43,How to Make Moroccan Chicken Slow Cooker Tajine,1 lb chicken meat - 1 white onion - 3 Tbsp olive oil - 1.5 Tbsp cumin - ½ Tbsp turmeric - ¾ Tbsp salt - ½ Tbsp pepper - 1 Tbsp ginger - 3 cloves garlic - 3-4 sprigs each of parsley and cilantro - 1/2 cup water - ½ lemon or ¼ preserved lemon - ½ lb potatoes (I used small new potatoes) - 1 cup fresh or frozen peas,"Add olive oil to the bottom of the slow cooker. Cut onion into slices and add to the bottom of the slow cooker. Remove skin from the garlic cloves and add to the pot.  Clean chicken and cut (if desired) into smaller pieces. I used breasts and cut them into 3 pieces each. This just helps speed up cooking time. Place into a bowl. Add all of the spices to the chicken and mix well to combine.  Once the chicken has been seasoned, add it to the top of the onions. I try to keep most of the onions on the bottom as much as possible so that they cook down. Tie the cilantro/parsley together with a kitchen string or using the stem of one of the herbs and place it in the pot. Add the lemon broken (if preserved) or cut if fresh into a few pieces. Finally, add 1/2 cup of water. Try not to pour directly on the chicken but around it so you don't rinse off all the spices. Turn the heat to high or low depending on how long you want to cook. A high time will cook in about 4hours while a low in about 6 hours. If you are using small, new potatoes, let the chicken cook on high heat for about 2 hours and then add the potatoes. If you plan to cook on low longer you can add them in the beginning. If you are using larger potatoes you can also add them in the beginning. I place these on top of the onions but under the chicken to cook.  In the last 15 minutes add the peas. The meat should be falling off the bone and the vegetables tender. If you have a lot of liquid left, you can reduce it on the stovetop if desired.",10,300,https://marocmama.com/wp-content/uploads/2021/07/Moroccan-Slow-Cooker-Chicken-with-Potatoes-and-Peas-480x480.jpg,https://marocmama.com/moroccan-chicken-slow-cooker-tajine/
44,Braniya {Lamb and Eggplant Tagine},"2 lb of lamb, any cut works, I like a cut up rack or neck pieces - 1/2 large onion chopped finely - 1 Tbsp crushed garlic - 1/2 preserved lemon - 2 tsp liquid from preserved lemons - 1 1/2 tbsp ginger powder or 1 Tbsp fresh grated ginger - 1 handful chopped Italian parsley - 2 tsp olive oil - 1 tsp black pepper - pinch of saffron threads - 4tsp water + more as needed - 1 large or 2 small eggplants - 2 tsp vinegar - vegetable oil for frying - 6-8 Tbsp liquid from cooking tajine","In the bottom of a large tajine, add the olive oil and onions. Remember to follow all stovetop cooking directions for your tajine. Turn the heat to medium low and allow the tajine to heat up. Meanwhile, clean and trim the lamb you will be using. In a bowl add the preserved lemon liquid, ginger, black pepper, and garlic. In a smaller bowl crush the saffron threads between your fingers and put into the bowl. Add 2 tsp warm water and leave for about 5 minutes. Then, mix with the lemon mixture. Rub lamb pieces with the marinade, adding the chopped parsley to the top. Place the pieces of lamb into the tajine, arranging so that all the pieces fit when covered. Break up the preserved lemon with your fingers and slide into cavities all around the tajine. Add 2 tsp of water to the bottom of the tajine, cover, and leave it alone! After 1 1/2 hours check the tajine. There should be plenty of liquid from the meat cooking. If not, add some water. Peel eggplant and cut into 1/2 inch rounds. Place the rounds into a large bowl full of salted water. In a deep fryer or a large pan, add enough oil so that the eggplant pieces will float. Heat on medium high, you'll know it's hot enough if you can add a drop of water and it sizzles. Remove several of the eggplant rounds and dry on a towel. Add them to the oil and fry until they are brown on both sides. Do not crowd the pan! Remove from the oil and place on a paper towel (or cloth towel) to absorb any excess oil. Continue until all of the eggplant has been fried. In a large frying pan, add all of the eggplants and 6-8 spoonfuls of the liquid from your cooking tajine. The eggplant will start to break down, add the vinegar at this point. Use a fork or wooden spoon to mash up the eggplant as it cooks. It should not be a liquid but more like a cooked salad. When the lamb has cooked through completely, and there is still some liquid remaining in the tajine, remove from the heat and add the eggplant to the top of the meat. Serve hot. This is usually eaten communally with plenty of bread to scoop up the meat and eggplant - don't forget an extra dip in the sauce before eating!",10,300,https://marocmama.com/wp-content/uploads/2013/05/LambEgplant-Tagine0315-copy-scaled-720x720.jpg,https://marocmama.com/braniya-lamb-and-eggplant-tajine-for-sundaysupper/
45,Crockpot Paleo Lamb Stew with Cauliflower Rice,"1# Lean lamb (cut into 1"" chunks) - If you don't like lamb you can use beef or chicken - 2 tsp olive, coconut, or avocado oil - 1 tsp ground cinnamon - 1 tsp ground coriander - 1 tsp ground cumin - 1 medium red onion - sliced - 1 clove of garlic - 2 cups chopped tomato (I used one can of no salt added tomatoes) - 1 cup dried apricots (no sugar added)","Place lamb cubes in bowl, adding spices and oil. Mix to coat in spices. Heat a nonstick skillet over high until hot and add the spiced lamb. Reduce heat to medium and stir until the pieces are browned. Add all of the ingredients to your crock pot. Cook on low for 6-8 hours Serve on a bed of cauliflower rice (or real rice if you aren't paleo)",10,300,https://marocmama.com/wp-content/uploads/2016/08/Paleo-Dinner-320x320.jpg,https://marocmama.com/crockpot-paleo-lamb-stew-with-cauliflower-rice/
46,Lamb Tagine with Peas and Potatoes,3-4 lamb chops with extra fat trimmed - 4 red potatoes peeled and cut into quarters - 1/2 c shelled fresh green peas - 6-8 cloves of fresh garlic - 1 medium onion chopped finely - 1 tbsp vegetable oil - small bunch of flat-leaf parsley - 2-3 mint leaves - 1/2 preserved lemon - 2 tsp cumin - 1 tsp turmeric - 1 tsp black pepper - 2 tbsp water,"In the bottom of a tajine add 1 tbsp of vegetable oil and the chopped onions to form your base. Place the lamb shanks in the middle of the tajine, as flat as possible. Arrange potatoes around the lamb chops. Cut the preserved lemon into several pieces and slip in and around the tajine, making sure some are sitting on the lamb.  Do the same thing with the garlic cloves. Finally, sprinkle the cumin, pepper, and turmeric all around the tajine. Chop up the parsley and cilantro and sprinkle all over the top of the tajine. Finally, pour the 2 tbsp of water over the top of the dish. Cover the tajine and place on the stovetop over low heat.  Leave it alone now. This took about 2 1/2 hours to cook all the way through. The lamb should be very tender, falling apart and the potatoes soft. During the cooking process you can check how things are coming along. Use a spoon to scoop up sauce that is forming at the bottom of the tajine and pour on top of the vegetables and meat.  This adds some extra flavor. Just before it's done, spread the peas around the tajine.  Some in the middle, around the edges – anywhere they will fit! Let it cook for about 10 more minutes before serving.",15,150,https://marocmama.com/wp-content/uploads/2011/06/Lamb-Tagine-wtih-Green-Peas-720x720.jpg,https://marocmama.com/lamb-tajine-with-peas-and-potatoes/
47,Moroccan Lamb and Fig Tagine,"2 lbs lamb pieces - 3 cloves crushed garlic (as fine as possible) - 1 1/2 tsp grated, fresh ginger - 1/2 tsp salt - 1/4 tsp white pepper - pinch of saffron threads, crushed - 1/2 tsp cinnamon - 2 tsp olive oil - small handful of cilantro - 10-12 Turkish dried figs - 1 Tbsp honey - 1 tsp cinnamon - 1 cup almonds - vegetable oil for frying","In the bottom of a pressure cooker, add olive oil. Rinse pieces of lamb and remove any excess fat. Add the lamb to pressure cooker and heat uncovered until it begins to brown. Add garlic, ginger, salt, pepper, saffron, and cilantro. Mix well. Cover the meat with enough water so that it's almost completely submerged. Close the pressure cooker and heat on low to medium heat for 45 minutes. While the meat is cooking boil the almonds in water for 5 minutes so that the skins become loose and can be removed. Drain the almonds and set aside. In a pot, add the figs and cinnamon and just enough water to cover the figs. Turn the heat to medium and allow to simmer. While you're waiting for the figs and meat, prepare the almonds. Squeeze the almond between your thumb and forefinger to remove the skins. Lay the almonds flat on a baking tray, and slide into a low over for 10-15 minutes. You do not want to cook the almonds, just to remove the excess liquid - this will help them fry better. After the meat has cooked for 45 minutes, release the pressure and check it. The lamb should be tender and falling apart. You should also have a thicker liquid remaining in the pot. If you have a lot of liquid keep the pan on the heat and cook it down. Scoop 3-4 Tbsp of liquid into the pot with the figs. The figs are ready when they are soft and can easily be torn apart. Once they are at this point, stir in 1 Tbsp of honey and adjust the liquid, adding more cinnamon if it's overly sweet. In a frying pan add a thin layer of vegetable oil and slowly fry the almonds until they just turn brown. Remove using a slotted spoon and drain any excess oil. Toss lightly with a little bit of salt. To arrange the tajine, place the meat in a large serving dish (like a tajine bottom) along with the liquid. Place the figs on top and drizzle the liquid from the figs all over the dish. Lastly, sprinkle the almonds on top. Eat by scooping up with crusty bread.",15,45,https://marocmama.com/wp-content/uploads/2014/04/Lamb-and-Fig-Tagine-with-Saffron.jpg,https://marocmama.com/moroccan-lamb-and-fig-tajine/
48,Lamb and Artichoke Tajine,1 1/2 - 2 lbs lamb or mutton - 1 medium onion sliced into rings - 2-3 artichokes cleaned - 1/2 preserved lemon cut into several pieces - 1 tsp olive oil - 2 tsp cumin - 2 tsp crushed or minced garlic - 1 tsp pepper - 1 tsp turmeric - 1/2 c water,"In a bowl whisk together olive oil, cumin, garlic, pepper and turmeric. In the bottom of a medium tajine add the artichokes and sliced onions to create a bed for the lamb. Clean and trim the pieces of lamb removing some of the fat (but not all!) Place the lamb on top of the onions and artichokes. Drizzle the lamb with the oil and spice mixture, rubbing the mixture into the meat. Place the pieces of preserved lemon around the tajine, slipping between the meat and vegetables. Add the 1/2 cup of water to the tajine. Do not pour directly on top of the meat but around the edges. Cover the tajine and place on the stovetop, making sure to use a diffuser if cooking on an electric burner. Cook for 1 hour on low-medium heat. Check by lifting the lid and using a spoon to pour the liquid on top of the meat. Add more water if needed. Cover and cook until the meat is tender and falling apart and the liquid in the tajine has reduced to a medium/thick sauce. Serve with a crusty bread and eat hot.",15,45,https://marocmama.com/wp-content/uploads/2013/02/Artichoke-and-Lamb-Tajine-320x320.jpg,https://marocmama.com/lamb-and-artichoke-tajine/
49,Moroccan White Beans (Loubia) Instant Pot Recipe,"1 cup dried, white cannellini beans - 5 garlic cloves (or more!) - 1 Tbsp cumin - ½ tsp salt - ¼ c olive oil - 1 Tbsp paprika - 1 hot pepper such as jalapeno or serrano (optional) - 2 cups water or broth (any type of broth)",Soak beans overnight in enough water to cover them completely as well as an inch or two additional as the liquid will absorb. When you are ready to cook In the instant pot add all of the ingredients and mix together.  Close the top and the valve. Set to pressure and cook for 40 minutes. You want a longer cooking time on these because of what the consistency of the beans should be.  The beans should be very soft and have a thick liquid remaining. If it is still watery turn the saute option on and reduce the liquid. You also may want to use a fork to mash some of the beans to create a thicker sauce. Serve as a main dish with bread to scoop it up or as a side dish.,5,40,https://marocmama.com/wp-content/uploads/2020/03/White-Beans-in-Bowl-480x480.jpeg,https://marocmama.com/moroccan-white-bean-recipe-loubia/
