,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
120,"Greens mélangés avec de l'ail, du cumin et du paprika verts mélangés avec de l'ail, du cumin et du paprika","  12 tasses méngées, comme le chou frisé,  betteGarniture: olives marocaines vertes ou pétrolières, ca de citron et tomate (facultative","Jeter toutes les parties non comestibles des légumes verts, tels que les tiges de chou frisé et les côtes résistantes.Plongez les feuilles dans de l'eau salée bouillante et cuire jusqu'à tendreté, 5 à 7 minutes.Égoutter, puis hacher en petits morceaux.Pountez l'ail avec 1/2 cuillère à café de sel dans un mortier jusqu'à ce que vous ayez une pâte brutale, puis travaillez dans le persil et la coriandre et les battre brièvement pour libérer leurs saveurs.Ajoutez le paprika et le cumin.(Si vous n'avez pas de mortier et de pilon, hachez l'ail avec le persil et la coriandre, ajoutez les épices.) Réchauffez l'huile dans une large poêle à feu moyen avec le mélange Garlicherb.Dès qu'il libère sa saveur, lorsque l'huile s'est chauffée, ajoutez les verts.Cuire en remuant fréquemment jusqu'à ce que toute humidité supplémentaire se soit évaporée.Goûter pour le sel.Empiler dans un plat et garnir des olives, du citron et des quartiers de tomates.",18,110,128,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/mixed-greens-with-garlic-cumin-and-paprika-recipe-1914513
121,Couscous abricot couscous," toute l'huile d'olive extra vierge 1 petit oignon rouge, petits dés 1/4 tasse d'abricots séchés, hachés grossièrement hachés 1/4 tasse d'amandes entières grillées, grincheusement hachées 1 tasse de couscous 1 1/2 tasse de poulet, tiède 1/2 cuillère à café de citron citronzeste 2 oignons verts parties vertes seulement 1/4 tasse de feuil de menthe fraîche, de feuil de coriandre fraîches à 1/2 tasse","Dans une casserole moyenne, ajoutez un nombre de 2 comptes d'huile d'olive extra vierge.Ajouter l'oignon rouge, les abricots et les amandes et faire revenir doucement à feu doux jusqu'à ce qu'ils soient translucides et légèrement parfumés.Ajouter le couscous puis vider dans le bouillon de poulet chaud.Remuer avec une fourche pour combiner, ajouter le zeste de citron et couvrir.Laisser reposer pendant 10 minutes, puis découvrir et ajouter les oignons verts, la menthe et la coriandre.Peluchez à nouveau avec une fourchette.Assaisonner, au goût, avec du sel et du poivre.Mélanger doucement pour combiner.Servir la famille sur un grand plateau et garnir de coriandre fraîche.",54,13,67,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/4/14/0/TU0501_Apricot-Couscous.jpg.rend.hgtvcom.476.357.suffix/1371585603028.jpeg,https://www.foodnetwork.com/recipes/apricot-couscous-recipe-1910384
122,Tagine de poulet avec des olives et des abricots Tagine de poulet avec des olives et des abricots,"  6 quartiers de poulet, excès de graisse taillée du sel casher 2 citrons 1/4 tasse d'huile d'olive extra-virgin 3 cuillères à soupe de beurre non salé 1 petit oignon, finement haché 2 gousses à l'ail, haché 1 cuillère à café de gingembre 1 curiander2 cuillères à café de cumin moulu 1/2 cuillère à café de palette de gamin 1/4 cuillère à café de poivron cayenne 1/4 cuillère à café de filetages de safran écrasés poivron noir fraîchement moulu 1/2 tasse de cintro frais finement haché 1/2 tasse de persil frais finement haché 1/2 tasse de cintes fraîches, abritranché en moitié croix 2 cuillères à soupe de miel 1/4 tasse d'amandes bnchies 1 1/2 tasse de petits olives grecques ou picholines vertes, couscous cuit piquées, pour servir (facultatif)","Saupoudrer le poulet partout avec 2 cuillères à café de sel.Réfrigérer, découvert, au moins 30 minutes ou jusqu'à 8 heures.Pendant ce temps, tranche finement 1 citron;Étalez les tranches et saupoudrez généreusement de sel des deux côtés.Empilez les tranches sur une assiette et laissez reposer à température ambiante, au moins 20 minutes et jusqu'à 3 heures.Tat le poulet sec.Chauffer un grand four hollandais à feu moyen-élevé et ajouter 3 cuillères à soupe d'huile d'olive.Lorsque l'huile scintille, ajoutez la moitié du poulet, côté cutané;Couvrir et cuire jusqu'à ce que la peau soit brun doré, 5 à 7 minutes.Transférer dans un plateau.Répétez avec le poulet restant.Jeter l'excès d'huile.Ajouter le beurre, l'oignon, l'ail, le gingembre, la coriandre, le paprika, le cumin, la cannelle, le cayenne, le safran et 1/2 cuillère à café de poivre noir dans le pot.Cuire à feu moyen, en remuant jusqu'à ce que l'oignon s'adoucit, environ 5 minutes;Incorporer la coriandre et le persil.Poussez le mélange d'oignon d'un côté, puis ajoutez le poulet au pot, côté peau vers le haut.Verser une partie du mélange d'oignon sur le poulet et ajouter 2 tasses d'eau.Porter à ébullition, puis réduire le feu à faible;Couvrir et laisser mijoter doucement, 30 minutes.Pendant ce temps, mélanger les abricots, 1 tasse d'eau et le miel dans une casserole moyenne à feu moyen;Couvrir et cuire jusqu'à ce que les abricots soient dodus, environ 15 minutes.Découvrez et faites cuire jusqu'à ce que le liquide soit sirupeux, environ 15 minutes de plus;mettre de côté.Cuire les amandes dans les 1 cuillères à soupe d'huile d'olive restantes dans une poêle à feu moyen, en remuant de temps en temps, jusqu'à ce qu'ils soient dorés.Réservez sur des serviettes en papier.Hacher les tranches de citron salé en petits morceaux;Ajouter au pot avec le poulet avec les olives et le jus du citron restant.Couvrir et continuer à cuire jusqu'à ce que le poulet soit tendre, environ 20 minutes de plus.Disposez le poulet sur un plateau.Garnir de la sauce olive, du mélange d'abricot et des amandes.Servir avec du couscous.",8,117,125,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2013/3/4/1/FNM_040113-Chicken-Tagine-With-Olives-and-Apricots-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371614034091.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/chicken-tagine-with-olives-and-apricots-recipe-2121094
123,Gâteau épicé avec des amandes et des oranges caramélisées gâteau épicé avec des amandes et des oranges caramélisées," tous  1 (18,25-onces) Box Spice Cake ménge 1/2 tasse de yogourt à faible teneur en gras vanille 3 œufs 1 tasse de jus d'orange 1 tasse de sucre 1 cuillère à soupe de cannelle moulue 1 orange, en tranches finegçage au fromage à  crème 1 cuillère à café d'extrait de cannelle","Préchauffer le four à 350 degrés F. Enveloppez légèrement les moules à gâteau 2 (8 pouces) avec un spray de cuisson.Mettre de côté.Pour faire le gâteau, dans un grand bol à mélanger, mélanger le mélange de gâteau, le yaourt et les œufs.Battre avec un mélangeur électrique à basse vitesse pendant 30 secondes.Racler les côtés du bol et battre à vitesse moyenne pendant 2 minutes.Tournez la pâte en casseroles cueillies préparées et cuire au four préchauffé pendant 30 à 35 minutes ou jusqu'à ce que le testeur inséré au centre en ressorte propre.Refroidir les gâteaux dans des casseroles pendant 10 minutes, puis tourner sur des grilles pour refroidir complètement.Coupez une fine couche du haut de chaque gâteau pour faire un niveau.Pour faire les oranges caramélisées, dans une grande poêle, mélanger le jus d'orange, le sucre et la cannelle.Porter le mélange à ébullition pendant 5 minutes.Ajouter les tranches d'orange et continuer à bouillir pendant 5 minutes supplémentaires.Avec des pinces, retirer soigneusement les oranges caramélisées et placer sur du papier ciré pour refroidir.Pour le glaçage au fromage: dans un petit bol, mélanger le glaçage au fromage à la crème, l'extrait de cannelle et de cannelle.Pour assembler: gâteau au gel avec une fine couche de glaçage entre les couches et à l'extérieur.Appuyez doucement sur les amandes en tranches grillées sur le côté du gâteau.Disposer les tranches d'orange caramélisées sur le gâteau.",103,32,135,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/sandra-lee/spiced-cake-with-almonds-and-caramelized-oranges-recipe-1916655
124,Cornish Hen Vermicelli: Shaaria b'd djaaj Cornish poule Vermicelli: Shaaria b'd djaaj," tous  vermicelli 1 livre (appelés chaa'ria ou shaarya), divisé en morceaux de 1 pouce 1 cuillère à café plus 3 cuillères à soupe d'huile d'olive 2 (1 1/2 livres) Cornish Game Hens, coupé en 8 pièces 2 oignons moyens, en dés 1Tomate moyenne, hachée 3 tasses d'eau 1 tasse de pois verts frais 1 cuillère à soupe de gingembre moulu 1 cuillère à soupe de curcuma 1 cuillère à café de poivre noir 6 brins de persil à feuil ptes, hachés de 2 à 3 feuil de baie à pince","Porter un grand pot d'eau salée à ébullition.Ajouter les vermicelli et cuire jusqu'à ce que vous dente.Égoutter et mélanger avec la cuillère à café d'huile d'olive tout en étant chaude.Laisser refroidir pendant 20 minutes.Chauffer les 3 cuillères à soupe restantes de l'huile dans une grande poêle à feu moyen-élevé.Ajouter les morceaux de poule et l'oignon et cuire, en remuant de temps en temps, jusqu'à ce qu'ils soient dorés.Ajouter la tomate, l'eau, les pois, le gingembre, le curcuma, le poivre, le persil, les feuilles de laurier, le safran et les pois chiches et cuire, en remuant de temps en temps jusqu'à ce que la sauce soit réduite de 1/3, environ 45 minutes.Étalez les vermicelli sur un grand plateau.Verser sur une partie de la sauce et mélanger doucement.Garnir des poules et des pois chiches.Ajoutez le reste de la sauce, comme vous le souhaitez, et servez.",60,113,173,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2004/1/29/0/ss1d63_cornish_hen_vermicelli.jpg.rend.hgtvcom.476.357.suffix/1386268607846.jpeg,https://www.foodnetwork.com/recipes/cornish-hen-vermicelli-shaaria-bd-djaaj-recipe-1914528
125,Zingertini zingertini," tous  1 sachet de thé à armature orange d'orange de mandarine (recommandée: assaisonnements cétes Tangerine Orange Zinger Tea) 3 onces Premium Vodka Cubes 1-Once Orange Liqueur 1 Orange ou Tangerine Slice, pour garniture","Rappeler le sachet de thé dans la vodka pendant 5 minutes.Après avoir trempé, retirez le sachet de thé et pressez.Jeter le sachet de thé.Dans un shaker rempli de glace, mélanger le mélange de vodka et la liqueur orange.Bien secouer et filtrer dans un verre à martini.Garnir d'une tranche d'orange ou de mandarine et de servir froid.",55,98,153,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2006/9/15/0/sh0611_zingertini1.jpg.rend.hgtvcom.476.357.suffix/1385136925237.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/zingertini-recipe-1946300
126,"Carotte, orange et salade de radis carotte, salade d'orange et de radis",  4 carottes 6 radis (ou morceau de 4 pouces radis daikon) 1 poignée feuil de menthe fraîche 1 poignée de coriandre fraîche feuil 2 oranges de nombril 1/2 cuillère à café de cannelle moulue 1/2 cuillère à caféSel casher,"Coupez les carottes et les radis aussi finement que possible et ajoutez à un grand bol.Ajouter la menthe et la coriandre.Retirez la pelure et la moelle des oranges.Travailler sur un bol pour attraper le jus, couper entre les membranes pour retirer les segments d'orange;Ajoutez-les aux carottes.Pressez la membrane pour extraire le reste du jus et ajoutez la cannelle, le sucre, le jus de citron, l'eau des fleurs orange et le sel, au goût.Mélanger pour dissoudre le sucre et le sel.Verser sur le mélange de carottes et mélanger doucement pour enrober.La salade peut être servie immédiatement, mais lui permettre de s'asseoir pendant 1 ou 2 heures aidera les saveurs à se mélanger.Juste avant de servir, goûter et ajuster l'assaisonnement.",18,35,53,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2004/6/24/0/fo1e03_carrot_radish_salad1.jpg.rend.hgtvcom.476.357.suffix/1371584176523.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/carrot-orange-and-radish-salad-recipe-1942715
127,Couscous avec couscous de citron préservé rapide avec citron conservé rapide,"  6 tasses de grosses grandes nœuds couscous perlé 2 tasses de coriandre grossièrement hachées feuil citron préservé rapidement: 4 citrons, tranchés en tranches de 1/4 de pouce de sel et poivre noir fraîchement moulu","Si le couscous est instantané, suivez les instructions sur le paquet.Pour le couscous non instantané, placez le couscous dans un grand bol.Remplissez une marmite ou un grand pot de pâtes 3/4 du chemin avec de l'eau.Porter l'eau à ébullition.Versez le couscous dans l'eau bouillante et remuez.Cuire 7 à 8 minutes jusqu'à ce que le couscous soit tendre.Égoutter le couscous et mélanger dans le citron et la coriandre conservés.Assaisonnez avec du sel et du poivre.Citron conservé rapide: tranche 2 citrons en tranches de 1/4 de pouce, déposer sur une assiette et du sel de 1 côté.Retournez et salez l'autre.Empilez sur eux-mêmes et laissez reposer pendant 20 minutes dans un plat de cuisson.Rincez doucement à l'eau froide et en dés en morceaux de 1/2 pouce.",28,10,38,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/11/9/0/MO0607_Couscous.jpg.rend.hgtvcom.476.357.suffix/1383003501257.jpeg,https://www.foodnetwork.com/recipes/michael-chiarello/couscous-with-quick-preserved-lemon-recipe-1945478
128,Tagine de poulet avec des olives vertes et tag de poulet au citron conservé avec des olives vertes et citron conservé," tous 1 bâton de cannelle 1 cuillère à café de graines de poivre noir entières 1 cuillère à café de cumin graines de cumin 1 cuillère à caféGingembre frais haché 1 poignée de coriandre fraîches feuil, hachés 2 feuil de baie 1 Grande pincée safran 1 (3 1/2 à 4 livres) poulet en plein air, coupé en 10 pièces sel casher et poivre noir fraîchement moulu 1 oignon moyen, haché grossièrement 1citron préservé,  recette suit 1/2 tasse d'olives vertes fissurées 1 tasse de couscous de poulet avec abricots,  recette suit  citrons conservés: 6 à 8 citrons, un couscous salé casher inédite 2 tasses10 abricots séchés, hachés 2 oignons verts, tranches minces et vertes seulement 1 Orange, jus 2 cuillères à soupe d'huile d'olive extra-vier","Dans une poêle à feu moyen, faites griller la cannelle, les grains de poivre, le cumin, le paprika, les flocons de poivron rouge et les clous de girofle jusqu'à ce qu'ils commencent à fumer.Retirer du feu et moudre dans un moulin à épices.Dans un bol assez grand pour accueillir le poulet, ajouter l'huile, le mélange d'épices, l'ail, le gingembre, la coriandre, les feuilles de laurier et le safran.Mélanger à une pâte.Ajouter le poulet, frotter la marinade sur toutes les pièces.Couvrir et réfrigérer pendant 2 heures ou pendant la nuit.Retirer le poulet de la marinade et réserver la marinade.Pattez le poulet sec et assaisonnez avec du sel et du poivre.Dans un tagine ou une grande casserole à feu moyen-élevé, ajoutez 2 cuillères à soupe d'huile d'olive.Mettez des morceaux de poulet et brun légèrement des deux côtés, environ 5 minutes.Ajouter les oignons et cuire jusqu'à commencer à brunir, environ 3 minutes.Rincer bien le citron conservé.Ramasser la chair et jeter;Coupez le pelage en bandes et ajoutez à la casserole.Ajouter la marinade réservée, les olives et le bouillon de poulet.Couvrir serré et cuire à feu moyen-doux pendant 30 à 35 minutes, ou jusqu'à ce que le poulet soit cuit.Retirez la feuille de laurier et jetez.Goûtez les jus et ajustez l'assaisonnement.Placer le poulet sur un plateau chaud.Verser des jus avec le citron, les olives et les oignons conservés sur le poulet et servir accompagné de couscous avec des abricots.Citrons conservés: laver bien les citrons et les sécher.Coupez 4 citrons en quartiers du haut, en prenant soin de ne pas couper tout le long.Emballez généreusement le sel dans les coupes et placez le citron dans un pot de pinte en verre stérilisé.Continuez la procédure, en emballant les citrons dans le pot aussi étroitement que possible.Pressez le jus des citrons restants.Ajoutez 2 autres cuillères à soupe de sel au pot et complétez avec le jus de citron, assurez-vous que les citrons sont complètement couverts.Fermez le pot avec un couvercle non métallique et réservez dans un endroit frais et sombre ou le réfrigérateur pendant un mois.Les citrons conservés se conserveront pendant 1 an.Réfrigérer après ouverture.Rendement: environ 4 citrons Temps de préparation: 20 minutes Temps de cuisson: Aucun Temps de préparation inactif: couscous de 1 mois avec abricots: Mettez le couscous dans un bol moyen;Versez le bouillon chaud dessus et remuez pour combiner.Couvrir et laisser reposer 10 à 15 minutes.Découvrir et pelucher avec une fourchette.Ajouter les abricots, les oignons verts et le jus d'orange;Arroser d'huile d'olive et assaisonner de sel et de poivre.Mélanger doucement pour combiner.Garnir de persil haché.Rendement: 4 à 6 portions Temps de préparation: 10 minutes Temps de préparation inactif: 15 minutes",72,31,103,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2004/6/24/0/fo1e03_chicken_tangine.jpg.rend.hgtvcom.476.357.suffix/1371584178488.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/chicken-tagine-with-green-olives-and-preserved-lemon-recipe-1953250
129,Kabobs de steak de jambon grillé avec salade de pêche steak de jambon grillé kabobs avec salade de pêche,"   piches marocaines 1-1 / 2 cuillères à café (3 c. À thé.-dans le steak de jambon coupé épais (environ 2 livres) 4 pêches moyennes mûres, gousses de pois fines 3 onces, coupées en bandes minces 2 cuillères à soupe de poivron rouge finement haché 1 cuillère à soupecuillères à café de pierre moutarde moulues 2 cuillères à soupe d'huile d'olive, divisé 1/4 cuillère à café de sel 1/8 cuillère à café de poivron noir moulu","1. Mélanger les pêches, les gousses de pois, les poivrons, la menthe, le vinaigre, le sucre, la moutarde, 1 cuillère à soupe d'huile d'olive, le sel, le poivre noir et le poivron rouge dans un bol moyen jusqu'à ce qu'ils soient bien mélangés;mettre de côté.2. Vaporisez la grille de gril froide avec des grillades.Préparez le gril à feu moyen.Mélanger la cannelle, le cumin, le gingembre et le curcuma dans un petit plat.3. Coupez le steak de jambon en bandes de 1x3 pouces;Flivez uniformément sur des brochettes imbibées d'eau.Saupoudrer du mélange d'épices;Arroser avec 1 cuillère à soupe d'huile d'olive restante.Faire griller 5 minutes de chaque côté, ou jusqu'à ce que le jambon soit doré et atteint une température interne de 160 degrés F lorsqu'il est testé au centre avec thermomètre à viande.4. Verser le mélange de pêche sur le plateau de service;Garnir des kabobs.",15,66,81,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2009/4/13/0/Cooks-Ham-Grilled-Ham-Kabobs-Peach-Slaw.jpg.rend.hgtvcom.476.357.suffix/1371589386944.jpeg,https://www.foodnetwork.com/recipes/grilled-ham-steak-kabobs-with-peach-slaw-recipe-2103664
130,Raita (salade de concombre et de yaourt) Raita (salade de concombre et de yaourt),"  3 tasses de yaourt sans gras nature, bien drainée avec une étamine ou une passoire 1 concombre, pelées, graines et râpées 1/2 tasse de menthe fraîche hachée feuille 1 chili vert chaud, graines et hachées, si vous le souhaitez, au goût, à goûter","Dans un bol, mélanger tous les ingrédients.",88,31,119,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/raita-cucumber-and-yogurt-salad-recipe-1937995
131,Ragoût d'agneau braisé ragoût d'agneau braisé," tout pour l'agneau: 3 cuillères à soupe d'huile d'olive, divisée 1/4 cuillère à café de cale du sol 1/2 cuillère à café de cumin moulu 1/8 cuillère à café de poivre de cayenne 1/2 cuillère à café de cardamome au sol 1 cuillère à caféJEUX DE LAMB, 1 1/2 pouce cubes pour le ragoût: 1 oignon, coupé en cubes de 1 pouce 3 carottes, à peu près en dés 3 gousses d'ail, hachée 1 cuillère à soupe de gingembre, hachée 1 cuillère à soupe de pâte de tomate 1 (14,5 onces)pois chiches, drainés 1 citron, zested 2 tasse de poulet en bouillon 1 tasse d'abricots séchés 1 cuillère à soupe de miel 2 cuillères à soupe de coriandre fraîchement hachée","Dans un bol à mélanger, ajoutez 2 cuillères à soupe d'huile d'olive, curcuma, cumin, cayenne, cardamome et sel.Bien mélanger jusqu'à ce que le mélange se transforme en pâte, si la pâte est trop épaisse, ajoutez un peu plus d'huile d'olive.Ajouter l'agneau en cubes dans le bol et mélanger pour bien enrober.Couvrir et réserver.Chauffer 1 cuillère à soupe d'huile d'olive dans un grand pot à fond lourd à feu moyen-élevé.Ajouter 1/3 de l'agneau et bien brun.Retirer dans une assiette et répéter avec l'agneau restant.Ajouter les oignons et les carottes dans le pot et transpirer pendant 5 minutes.Incorporer l'ail et le gingembre frais;Continuez à cuisiner pendant 5 minutes supplémentaires.Incorporer la pâte de tomate et les pois à poussins, puis retournez l'agneau dans la casserole et incorporer le zeste de citron, le bouillon de poulet, les abricots et le miel.Porter à ébullition, puis réduire le feu à doux, couvrir et laisser mijoter pendant 1 1/2 à 2 heures, en remuant de temps en temps jusqu'à ce que l'agneau soit tendre.Saupoudrer le ragoût de coriandre fraîche hachée et servir directement dans le pot.",96,36,132,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/10/10/0/RB0204_Lamb-Stew-and-Couscous.jpg.rend.hgtvcom.476.357.suffix/1382985146117.jpeg,https://www.foodnetwork.com/recipes/danny-boome/braised-lamb-stew-recipe4-1941263
132,Salade de tabouleh salade tabouleh salade,"  2 tasses de blé de boulgour hydraté 1/2 tasse de persil frais haché 1/2 tasse de tomate, pelée, née et en dés 1/4 tasse de coriandre vert haché 2 cuillères à soupe de menthe fraîche hachée 4 onces vierges à l'huile d'olive 4 onces",Mélanger tout dans un bol et ajouter du sel et du poivre au goût.Laissez la salade s'asseoir pendant environ une heure avant de servir.,94,58,152,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/tabouleh-salad-recipe-1940178
133,Couscous orange et amande,"   2 onces (1/4 tasse) amandes tranchées 1 1/2 tasse de bouillon de poulet 1 cuillère à soupe d'huile d'olive extra-virgin 1 1/2 tasse de couscous nature 2 oranges de nombril, zeste","Pain grillé au fond d'une casserole moyenne à feu moyen.Transférer des noix grillées dans un plat et une réserve.Retournez le pot au dessus de la cuisinière.Ajouter le bouillon et l'huile, couvrir la casserole et soulever de la chaleur;Porter le bouillon à ébullition.Retirer le pot du feu, immédiatement.Ajouter le couscous, le zeste et le persil orange, puis remuer.Couvrir et laisser le couscous se tenir debout 5 minutes.Couscous cuit du peluche avec une fourchette et mélanger avec des amandes grillées.Tidbit: Coupez les oranges zestes et servez-les après le dîner.",49,35,84,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2004/1/20/0/tm1d23_orange_almond_couscous.jpg.rend.hgtvcom.476.357.suffix/1386342140338.jpeg,https://www.foodnetwork.com/recipes/rachael-ray/orange-and-almond-couscous-recipe-1941873
134,Citron et menthe d'agneau rôti au citron et agneau rôti à la menthe,"   3 livres de  jambe désossée d'agneau, rinçage et tape de 12 onces à séchage rincée Vinage au poivre de citron 2 cuillères à soupeavec du fromage de chèvre: 2 tasses bouillons de poulet à faible teasage de sodium 1 pincement de safran 1/2 cuillère à café de sel 1 (10-once) Boîte de couscous instantané 1/2 tasse d'amandes glissées, grillé 1/3 tasse d'abricots séchés, 1/3 tasse de raisins secs 4.onces de chèvre, fromage de chèvre, émietté 1/2 tasse d'olives de nicoise, feuil de persil finement hachées 1/4 tasse de feuil hachées finement","Dans un grand sac zippé, ajoutez l'agneau, la marinade au poivre de citron, l'ail haché, le paprika et la menthe.Passer l'air et laisser la marinade à température ambiante pendant 30 minutes.Préchauffer le four à 450 degrés F. Placer les oignons tranchés au fond de la rôtissoire.Retirez l'agneau du sac et placez-le sur les oignons.Versez le mélange de marinade sur l'agneau.Placer dans le four préchauffé et réduire immédiatement le feu à 375 degrés F. Rôtir pendant environ 30 minutes par livre ou jusqu'à ce qu'un thermomètre de viande inséré dans la partie la plus épaisse de la viande enregistre 165 degrés F.10 minutes avant la sculpture.Servir avec du couscous safran.Le couscous safran avec du fromage de chèvre: dans une casserole moyenne, porter à ébullition du bouillon, du safran et du sel.Retirer du feu et incorporer le couscous.Couvrir et réserver pendant 5 minutes.Transférer le couscous cuit dans un bol moyen et les peluches avec une fourchette.Ajouter les ingrédients restants et mélanger pour combiner.",84,118,202,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/sandra-lee/lemon-and-mint-roasted-lamb-recipe-1916639
135,Tagine de poulet Tagine de poulet,"   1/2 cuillères à café de safran moulu 1 1/2 cuillère à café de coimin moulu 1 1/2 cuillère à café de paprika 1 cuillère à café de gingembre moulu 1 cuillère à café de curcuma 3 gousses d'ail, hachée 1/4 tasse d'huile d'olive 1 tasse de cintro frais, haché 1 tasse de parsie frais,sel casher haché et poivre noir fraîchement moulu 2 citrons conservés, en option mais recommandés, rincés, 6 à 8 cuisses de poulet en os (environ 2 1/2 livres), peau enlevée 2 grands oignons jaunes, en tranches finement en tranches d'olives vertes piquées 2Tomates, coupées en quartiers 1 grande carotte, coupées en morceaux 1 pomme de terre roussette, pelée et coupée en couscous ou pain en quartiers, pour servir","Saupoudrer le safran sur 4 glaçons dans un petit bol et laisser fondre, environ 35 minutes.Ce sera votre safran fleuri.Ajouter le cumin, le paprika, le gingembre, le curcuma, l'ail, 2 cuillères à soupe d'huile d'olive, la moitié de la coriandre et du persil, 1 1/2 cuillère à café de sel, 1/4 cuillère à café de poivre noir et 1 cuillère à soupe de safron fleuri dans un grand bol(Réservez le safran fleuri restant).Si vous utilisez le citron conservé, coupez 1 des citrons en deux, jetez la pulpe et coupez finement l'écorce.Ajouter la croûte dans le bol avec la marinade, puis ajouter les cuisses de poulet et mélanger avec des pinces pour enrober dans la marinade.Couvrir le poulet et mariner pendant au moins 1 heure à température ambiante et jusqu'à 8 heures au réfrigérateur.Si vous utilisez un tagine en argile (voir la note de Cook), placez un diffuseur de chaleur sur un brûleur, mettez le tagine dessus et tournez le feu à moyen (ou utilisez un grand four hollandais à feu moyen sans diffuseur).Chauffer les 2 cuillères à soupe d'huile d'olive restantes dans le pot, puis ajouter les oignons et cuire jusqu'à ce qu'ils soient doux et translucides, environ 15 minutes.Ajouter le poulet et cuire jusqu'à ce qu'il ne soit plus translucide, environ 5 minutes de chaque côté.Garnir le poulet avec les olives, les tomates, les carottes et les pommes de terre.Coupez le citron conservé restant en quartiers, en cas d'utilisation, et jetez la pulpe.Placer les quartiers de verrouillage de citron sur les légumes.Garnir avec la coriandre restante, le persil et le safran fleuris.Ajouter 1/2 tasse d'eau et couvrir avec un couvercle.Cuire sur le milieu jusqu'à ce que le poulet soit entièrement cuit (la température interne atteint 165 degrés F) et que les légumes sont tendres, de 1 heure à 1 heure et 30 minutes.Servir avec du couscous ou du pain.",77,108,185,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2023/3/16/2304117_FN_Tagine-4x3_v1_H.jpg.rend.hgtvcom.476.357.suffix/1679069499640.jpeg,https://www.foodnetwork.com/recipes/chicken-tagine-14024985
136,Couscous sucré avec noix et fruits secs couscous sucré avec des noix et des fruits secs," tous  2 1/3 tasse d'eau 1/2 tasse de sucre 1/3 tasse de cranberries séchées 1/3 tasse d'abricots séchés, de cerises séchées hachées 1/3 tasse de couscous séchés, haché 2 1/2 tasse (environ 1 livre) couscous 1/2 tasseAmandes coulissées grillées hachées grillées 1/4 tasse d'huile d'olive extra virgin, si vous le souhaitez","Dans une casserole moyenne, mélanger l'eau, le sucre, les canneberges, les abricots et les cerises.Porter le mélange à ébullition à feu moyen-élevé, en remuant constamment, jusqu'à ce que le sucre soit dissous, environ 2 minutes.Incorporer le couscous et retirer la casserole du feu.Couvrir la casserole d'un couvercle d'ajustement serré jusqu'à ce que le couscous ait absorbé tout le liquide de cuisson, environ 5 à 7 minutes.À l'aide d'une fourchette, peluchez le couscous pour briser tout morceau.Ajouter les amandes et les noisettes et mélanger.Étalez le mélange uniformément sur une plaque à pâtisserie jusqu'à ce qu'il soit complètement refroidi, environ 10 minutes.Transférer le couscous dans un récipient hermétique et stocker au réfrigérateur.Suggestion de service: Arrosez le couscous avec 1/4 tasse d'huile d'olive extra vierge pour une texture Moister.",101,49,150,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/4/23/0/EI1212_Sweet-Couscous-with-Nuts-and-Dried-Fruit.jpg.rend.hgtvcom.476.357.suffix/1371585682776.jpeg,https://www.foodnetwork.com/recipes/giada-de-laurentiis/sweet-couscous-with-nuts-and-dried-fruit-recipe-1938888
