Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
35,Vegetable lamb tagine,Lamb (600 g) - Gourmet peas (300 g) - Carrot (s) (3) - Aubergine (s) (1) - Onion (s) (2) - Lemon (s) (s) (1) - Liquid honey(2 c. Soup) - Ras el -Hanout () - tapered almonds () - Fresh coriander () - Olive oil (),"Clean and effilate the gourmet peas.Peel and cut the carrots into sticks.Clean and cut the eggplant into pieces.Peel and cut the onions into thin slices.
- In a tagine, brown the onions and meat in a little olive oil.When the onions are melting, add the ras el hanout (more or less depending on your tastes) and honey.Add the vegetables then wet with a glass of water.Cook for 40 minutes.
- Finally, add the candied lemon cut into small pieces, tapered almonds and finely chopped coriander.Simmer for a few more minutes then serve hot.",15,25,40,https://img.cuisineaz.com/660x660/2015/09/28/i95649-tajine-d-agneau-aux-legumes.jpg,https://www.cuisineaz.com/
36,Moroccan tuna potato salad,Apple (s) of earth (800 g) - tuna (2 box (s)) - red onion (s) (1) - shallot (s) (1) - Turmeric (1 tsp) - cumin(1 tbsp) - ginger (0.5 tbsp) - Powder coriander (1 tbsp) - fresh coriander (1 bouquet (s)) - lemon (s) (1) - oil D oil'Olive (2 tbsp) - Salt () - Moulin pepper (),"Peel and wash the potatoes, cut them into cubes, and cook them for 10 min in a large volume of boiling salted water.Drain them and then refresh them under cold water.
- Finely peel the onion and shallot.Rinse and dry the fresh coriander, then roughly chop while keeping a few whole leaves to make it pretty.
- Put the potatoes and tuna in a large bowl.Add the onion and shallot, all spices and fresh coriander, salt and pepper according to your tastes.Sprinkle with olive oil and lemon juice, and mix well.
- Delicious as a starter, this salad can also serve as a full meal and what is more, light.Good tasting !",20,30,50,https://img.cuisineaz.com/660x660/2018/09/20/i142647-salade-pomme-de-terre-thon-a-la-marocaine.jpeg,https://www.cuisineaz.com/
37,Makrout For Dates,Semolina (3 bowl (s)) - Mettled butter (0.5 bowl (s)) - Oil (0.5 bowl (s)) - Salt (1 tsp) - warm water (1 bowl (s))- Zeste (s) s of lemon (s) (1 tsp) - Sugar (20 g) - date paste (200 g) - Cinnamon (0.5 tsp) - Flower Flower Water(1 tbsp) - Frying oil (500 ml) - honey (1 bowl (s)),"Put in a bowl the semolina, lemon zest, sugar and salt.Pour, subsequently, oil and melted butter.Mix then let the preparation stand for 2 hours.At the end of this delay, gradually pour the water until a furnished dough is obtained.
- Prepare the dates farce now.Mix the date paste with cinnamon as well as orange blossom water.Make medium -sized sausages with the stuffing obtained.
- Form small sausages with the semolina dough and split them in the middle.Slide a little stuffing sausage with dates.Close the slits and rework the rolls over the entire length to split them well and smooth them.Flatten the rollers using a patterned plastic for Makrout.Cut the forms obtained and remove the extra dough.
- In a frying pan, fry the makrouts in the oil over low heat.Brown them on each side.Drain them and immerse them in the previously heated honey.Drain again by installing them on a grid to remove the excess.Let cool before tasting.",25,35,60,https://img.cuisineaz.com/660x660/2018/03/19/i137528-makrout-aux-dattes.jpeg,https://www.cuisineaz.com/
38,Moroccan grated carrots,Carrot (s) (3) - Orange (s) (2) - Raisins (30 g) - Olive oil (1 tbsp) - Red wine vinegar (1 tsp) - AIL (1Pod) - Cumin seed (1 tsp) - honey (1 tsp) - coriander (1 bouquet (s)) - Salt () - Pepper () (),"Press an orange and pour the juice into a saucepan.Heat then remove the pan from the heat.Add the raisins and let them swell.
- Peel the carrots and grate them.Remove the orange bark and raise the supremes.Place them with the grated carrots in a bowl.Add the drained raisins.Peel the garlic clove and mash it.Add it to the bowl.
- In a bowl, mix olive oil, vinegar, honey, cumin seeds, chopped coriander.Add salt and pepper.Pour the vinaigrette on the salad and mix everything well.Enjoy the fresh salad.",30,45,75,https://img.cuisineaz.com/660x660/2018/11/03/i143835-carottes-rapees-a-la-marocaine.jpeg,https://www.cuisineaz.com/
39,Olive veal tagine,Veal meat (1 kg) - Garlic (2 cloves (s)) - Sunflower oil (0.5 glass (s)) - Olive oil (0.5 glass (s)) - Water (2 glass (s)) - chopped flat parsley (1 bowl (s)) - coriander () - green olives (400 g) - candied lemon (s) (0.5) - cumin (1 tsp) - paprika (1c. coffee) - salt (),"Peel and finely chop the garlic cloves.Mix the oils, garlic, spices, coriander and parsley together to obtain a marinade.
- Cut the meat into pieces, place it in a casserole dish with the marinade for 1 hour.
- Add 2 glasses of water and cook the preparation over medium heat for 30 min without covering.Then incorporate half of the olives and the candied lemon previously cut into a small cube.
- Cover the casserole dish and simmer over medium heat for 30 min.Use the remains of olives for decoration.",15,30,45,https://img.cuisineaz.com/660x660/2022/03/01/i183069-tajine-de-veau-aux-olives.jpeg,https://www.cuisineaz.com/
40,Chicken pastilla,White (s) chicken (750 g) - Brick sheet (s) (10) - Prune (x) (125 g) - Red olives (125 g) - Lemon (s) () (75 g) - lemonUntreated yellow (1) - onion (s) (3) - Garlic clove (2) - Egg (s) (3) - Fresh coriander (2 tbsp) - Pin pinn (s)(2 tsp) - cumin powder (1 tsp) - cinnamon powder (1 tsp) - RAS El -Hanout (2 tbsp) - olive oil (3 tsp.) - Salt () - Pepper (),"Start by detailing the chicken breasts and the prunes in small pieces.Slice the olives and the candied lemon in strips, then finely chop the garlic and the onions.
- Heat 2 tablespoons of olive oil in a pan over medium heat.Brown the chicken cubes for 10 minutes before adding the previously minced ingredients, cinnamon, cumin and ras el hanout.Salt and pepper, then lower on low heat and simmer for 1 hour, mixing regularly.
- At the end of cooking, place the chicken preparation in a bowl and, in the same pan, over medium heat, break the eggs.Let them cook for 5 min, stirring with a wooden spoon to obtain scrambled eggs.Then pour the scrambled eggs into the chicken preparation, then mix well.
- Using a kitchen brush, coat olive oil each brick sheet then place them on each other in the bottom of a round dish.Pour the chicken preparation well in the center of the brick leaves, before folding the edges on top, to form the pastilla.
- Brush with olive oil the top of the chicken pastilla and cook it in the oven preheated to 180 ° for 20 min.When it is golden golden, take it out of the oven and sprinkle the top with chopped coriander and lemon slices.Serve it without waiting.",20,40,60,https://img.cuisineaz.com/660x660/2023/03/08/i191459-sans-titre-2023-03-08t105943-490.png,https://www.cuisineaz.com/
41,Kalda Dadjj,Entire chicken (1) - Apple (s) of earth (1 kg) - onion (s) (1) - Tomato (s) (1) - Chickpeas (100 g) - Cinnamon (1 stick (s)) - garlic(4 pod (s)) - pink pepper (0.5 tbsp) - black pepper (0.5 c. Coffee) - salt (),"Start by detailing your chicken: the thighs, the pestles, the wings and the whites then salt and pepper each piece.Cut your tomato into small dice, finely chop the onion and pile the garlic cloves.
- In a casserole dish, pour a spoon of olive oil and onion.After 2 minutes, place the chicken pieces and brown them.Then add the cinnamon, the black pepper, the red pepper, the garlic, the tomato and the chickpeas.Cover with water at height and cook 40 minutes from boiling.
- Meanwhile, bring a large volume of water to a boil, peel the potatoes and cut them into large quarters.Immerse them in the water for a few minutes and stop cooking before they are completely cooked.Drain them and place them in the casserole with the chicken.They will thus finish their cooking by soaking up the sauce of your Chtitha Djedj.",10,25,35,https://img.cuisineaz.com/660x660/2023/03/14/i191519-chtitha-djedj.jpeg,https://www.cuisineaz.com/
42,Moroccan lentils,"Green lens (s) (s) (250 g) - garlic (2 pod (s)) - parsley (a few strands) - coriander (a few strands) - Maggi cube (1) - tomato coulis (10 cl) - grated onion (s) (0.5) - vegetable oil (1 tsp) - salt, pepper ()","Boil the lenses in a large amount of water for 10 min.
- At the same time, chop the parsley and coriander then crush the garlic and put everything in a pressure cooker.
- Add the Maggi cube, tomato coulis, oil and grated onion.
-Once the lenses are softened, put them in the casserole and cover them with water.Salt, pepper and cook for 10 min.",25,35,60,https://img.cuisineaz.com/660x660/2016/04/28/i96779-lentilles-a-la-marocaine.jpg,https://www.cuisineaz.com/
43,Almond basboussa,Fine semolina (500 g) - Almond in powder (100 g) - Natural yogurt (s) (2 pot (s)) - egg (s) (5) - Sugar (60 g) - peanut oil (100 ml) - Baleir chemical (2 sachet (s)) - Salt (1 pinch (s)) - Mondée almond (s) () - Sugar (2 cup (s)) - Lemon juice (2 tsp.- orange blossom water (2 tbsp) - water (3 cup (s)),"Preheat the oven to 200 ° C.Meanwhile, mix the semolina, almond powder, eggs, baking powder, sugar, 2 pots of yogurt, oil and salt in a large bowl.
- Butter and flour a rectangular mold.Pour the preparation into it by smoothing the surface and draw lines to form squares.Place a worldly almond in the center of each square.Bake for 25 to 30 minutes until the cake is golden.
- Meanwhile, in a saucepan, put water, sugar, lemon juice and orange blossom water.Bring to a boil then lower the heat, reduce for 15 minutes and remove from the heat.
-Once the cake is cooked, take it out of the oven and soak it immediately with the syrup then let it cool completely.Cut the squares and serve.",30,45,75,https://img.cuisineaz.com/660x660/2015/05/12/i50657-basboussa-aux-amandes.jpg,https://www.cuisineaz.com/
44,Moroccan kefta,"Lamb meat (700 g) - onion (s) (1) - garlic (1 pod (s)) - egg (s) (1) - cumin powder (1 tsp) - ras el -hanout (1 c. Coffee) - Pepper powder (1 pinch (s)) - fresh mint (8 leaves) - chopped coriander (3 tsp) - salt, pepper () - wooden peaks ()","Preheat the oven to the grill position.Using a sharp knife, darl if necessary and finely chop the lamb meat.Peel and chop the onion and garlic.Wash, sponge and finely chop the fresh mint leaves and coriander.
- In a bowl, mix the chopped lamb meat with the onion and the chopped garlic, the coriander and the chopped mint, the pepper, the ras el hanout and the cumin.Add the entire egg, then salt and pepper according to your tastes.Mix everything until you get a kind of stuffing.
- Using your hands, form dumplings with the mixture, then put them on wooden skewers or peaks.Place the skewers on a oven rack.Bake and cook for 12 min, turning the skewers halfway through cooking to leave them slightly brown.At the exit of the oven, serve these Keftas dumplings accompanied by semolina for oriental couscous.",15,20,35,https://img.cuisineaz.com/660x660/2013/12/20/i71753-kefta-a-la-marocaine.jpeg,https://www.cuisineaz.com/
45,Chakchouka at Merguez,Pepper (s) Green (s) (6) - Mûre tomato (s) (s) (3) - Merguez (300 g) - egg (s) (2) - Red onion (s) (1) -AIL (2 pod) - Parsley (0.5 boot (s)) - Soft pepper (1 tbsp) - Molded cumin (1 tbsp) - Harissa (1 tbsp) - Olive oil(2 tbsp) - salt () - pepper (),"Grill the peppers: bake them at 200 ° C for 45 min, until their skin brown.As soon as the oven is released, enclose them in a freezing bag 30 min.When they have cooled, remove the skin (it will remove themselves) as well as the seeds and the hat.Cut them into small pieces or strips.
- Chop the onion and brown it in a pan with olive oil.When it starts sweating, add the peeled tomatoes and cut into small pieces as well as the peppers.Add the spices, parsley and mix well.Cook for 15 min over medium heat, stirring from time to time.
- Meanwhile, cook your merguez in the pan or barbecue.When the vegetable preparation starts to stew, add them merguez.
- Break your eggs in the pan, over your preparation.Cook for 5 min, until the cooking of the eggs satisfies you.Enjoy with good bread.",25,30,55,https://img.cuisineaz.com/660x660/2022/02/18/i182962-chakchouka-aux-merguez.jpeg,https://www.cuisineaz.com/
46,Basboussa Algerian cake,Sugar (1 glass (s)) - Milk (1 glass (s)) - Oil (1 glass (s)) - Egg (s) (3) - Zeste (s) s of lemon (s) () - Semolina (1 glass (s)) - yeast (3 packet (s)) - honey (1 kg) - orange blossom water (0.5 glass (s)),"Mix the sugar, milk, oil, eggs, zest, stirring with a wooden spoon.Add the semolina and yeast and work the mixture well.Pour the preparation into a buttered gratin dish and bake it 45 min at 200 ° C.The cake should be golden.
- Meanwhile, mix the honey with orange blossom water over low heat.
- As soon as you take the cake out of the oven, pour over your honey syrup.Decorate according to what you want: pistachios, tapered almonds, grated coconut ... Serve cold.",20,35,55,https://img.cuisineaz.com/660x660/2022/02/21/i182998-gateau-algerien-basboussa.jpeg,https://www.cuisineaz.com/
47,Couscous with seven vegetables,Couscous semolina (1 kg) - Beef jar (500 g) - turnip (s) (300 g) - Carrot (s) (300 g) - zucchini (s) (300 g) - cabbage (x) (300 g) - Apple (s) of earth (300 g) - Aubergine (s) (300 g) - pumpkin (300 g) - tomato (s) (300 g) - onion (s) (2) - Safran (1 c.Coffee) - Sweet pepper (1 tsp) - Salt (1 tbsp) - pepper (1 tsp) - ginger (1 tsp) - coriander (1 bouquet (s)) -Butter (200 g),"In your couscous pot, brown the minced onions with olive oil.Add your beef cut in large pieces and brown it.Add the previously mixed tomatoes and then all the spices and the coriander.Cook over high heat a few minutes before covering 5 l of cold water.Bring to a boil and cook with small broths for 30 minutes.
- Put the couscous semolina in a bowl and pour a little salted warm water.Mix and detach the grains with a fork.Put the semolina in the couscoussier basket and place it on the pot for 20 minutes.
- Wash the turnips and cut them into quarters.Wash and scrape the carrots and cut them into sections.Wash the zucchini and cut them into 3 cm thick rings.Wash the cabbage and cut it into strips.Peel the pumpkin and cut it into large cubes.Wash the eggplants and cut them into.
- Take your semolina, hydrate it with a little water and detach the grains by hand or for forks.
- After 30 minutes of cooking the broth, add the turnips, carrots and cabbage.Cook for 15 min then add the pumpkin, the potatoes, the eggplants and the zucchini.Cook for 35 min.
- Put the semolina back in the couscoussier basket for 20 minutes of cooking again.When cooked, put it in a dish.Add butter cut into pieces and defeats well the grains.
- Dig a well in the center of the semolina and place the vegetables and meat, topped with a little vegetable broth.Present the rest of the sauce in a separate bowl.",30,40,70,https://img.cuisineaz.com/660x660/2016/04/28/i29076-couscous-aux-sept-legumes.jpg,https://www.cuisineaz.com/
48,Moroccan pie,Filo leaf (s) (1 package (s)) - tapered almonds (250 g) - butter (100 g) - Chicken white (s) (4) - onion (s) (4) - Egg (s) (s) (s) (s) (s) (4) - Liquid cream (25 cl) - Sugar (100 g) - Poule broth (0.5 l) - Powder cinnamon (1 pinch (s)) - Safran (1 pinch (s)) - honey (2 C. Without) - Olive oil (2 tbsp) - Pepper salt (),"Take the chicken and place it in a dish, then crumble it.
- Now, prepare the stuffing with eggs by adding the chicken broth in the casserole dish that you will let reduce by putting on high heat.
- Once the water has evaporated, add the eggs and the crème fraîche in the casserole dish and mix well.Book.
- In a skillet, grill the almonds to raise all the flavors, then add the sugar and leave caramelize.Book.
- Butter a pie dish and spread a filo sheet.Butter it completely then put on a new sheet of filo, brush with butter again and repeat the operation a third time.
- Place the stuffing based on eggs in the pie dish, add the chicken and finish with the almonds.Cover everything with a leaf of buttered filo.Close the Moroccan pie with the other leaves.
- Bake the Moroccan pie in the oven at 180 ° C (Th.6) for 45 minutes.At the end of cooking, brush with honey.It's ready !
- Add the salt, pepper, cinnamon and saffron and mix well.Continue cooking for 30 minutes.
- Place the chicken pieces in the casserole dish with the onions and brown them on all sides.
- In a casserole dish, heat the olive oil over medium heat, then add the onions to brown them, until they are colored.",15,25,40,https://img.cuisineaz.com/660x660/2016/06/23/i20006-tourte-marocaine.jpeg,https://www.cuisineaz.com/
49,Moroccan sardines,Sardine (1 kg) - Ail (2 pod (s)) - Olive oil (4 tsp) - Paprika (2 tbsp) - Cumin (2 tbsp) - Fresh Coriander () -Flour () - Frying oil () - Pepper salt (),"Clean and empty the sardines.Lift them in nets.
- In a hollow plate, put the spices (paprika, cumin), crushed garlic cloves and chopped coriander, salt and pepper.Add the olive oil and mix well.
- Distribute this mixture over the sardine nets on the flesh side.Paste the fillets two by two flesh sides too.Pass them in the flour and fry them in a pan.Drain on absorbent paper and serve hot.",20,30,50,https://img.cuisineaz.com/660x660/2018/06/20/i140544-sardines-a-la-marocaine.jpeg,https://www.cuisineaz.com/
50,Spinach brick and minced meat,Sheets) of brick (10) - spinach) () - minced meat (100 g) - chopped onion (s) (1) - laughing cow () - cumin () - ginger () - foil cream (2c.,"In a skillet, sweat the onions using a hazelnut of butter.Add the spinach, then the minced meat, salt, pepper and spice.Cook over low heat under cover.Before the end of cooking, pour 2 tablespoons of whipping cream.Turn off after 10 seconds and let stand for 5 minutes.
- Cut the brick sheets in 2 on the length.Fold the rounded side to the side that is not.On the end, put the equivalent of a tablespoon of your stuffing with a little Turkish cheese or Rit® cow (be careful: do not put too much cheese, this overflows during cooking).Fold the brick sheet in a triangle.
- Brick the bricks on each side on medium heat.",25,35,60,https://img.cuisineaz.com/660x660/2016/05/07/i82382-brick-aux-epinards-et-a-la-viande-hachee.jpg,https://www.cuisineaz.com/
51,Moroccan lentils at Cookeo,"Green lens (s) (s) (300 g) - garlic (3 pod (s)) - onion (s) (1) - Water (85 cl) - Tomato concentrate (1 tsp) - Molded coriander (1 tsp) - Turmeric (1 tbsp) - cumin (1 tbsp in coffee) - ginger (1 tsp) - paprika (1 tsp) - salt, pepper () ()","Peel and crush the garlic.Peel and chop the onion.
- Pour the lenses, minced onions, and garlic in the Cookeo tank.Cover everything with the water and add the ground coriander, turmeric, cumin, ginger, paprika and tomato concentrate.Stir well.
- Launch pressure cooking for 20 min.Salt, pepper and serve immediately.",30,45,75,https://img.cuisineaz.com/660x660/2022/05/13/i183706-lentilles-a-la-marocaine-au-cookeo.jpeg,https://www.cuisineaz.com/
52,Prune chicken (Moroccan specialty),Chicken cut into pieces (x) (1) - Pruneau (x) (200 g) - onion (s) (3) - Safran (1 pinch (s)) - Ras -el -Hanout (1 pinch (s)) -Piment (1) - Entire almond (s) (100 g) - Butter (1 nut) - Olive oil () - Pepper salt (),"In a frying pan, brown the onions in a little oil.
- Add the chicken cut into pieces, salt, pepper, add the saffron, the raz el hanout and the pepper, cover everything with a little water, cook for 30 to 40 min.
- Brown the whole almonds in a little butter.
- Mix everything and add the prunes that you have boiled for a few minutes in the water beforehand.
- Serve with fries.",15,30,45,https://img.cuisineaz.com/660x660/2018/03/19/i137195-poulet-aux-pruneaux-specialite-marocaine.jpeg,https://www.cuisineaz.com/
53,Almond makrout,Average semolina (225 g) - Neutral oil (15 ml) - SMEN (40 g) - SEL (1 pinch (s)) - Orange blossom water (30) - Water (25 ml) - Almond powder (90 g) - Powdered sugar (30 g) - Cinnamon (0.5 tbsp) - melted butter (1 tsp) - Frying oil () - Honey () - Orange blossom water (1 tbsp),"The dough: Melt the SMEN and mix it with oil.Wait until the mixture cools completely.
- Mix the water with the orange blossom.
- Take a large bowl, mix the semolina and salt.Pour the mixture of Smen and Oil on it and sand the preparation without kneading it so that it absorbs all the fat.Let stand out of air in a minimum cling film at least 30 minutes (or ideally overnight).
- Gradually wet the dough with the water and orange blossom mixture until you get a paste that can be shaped.
- The stuffing: mix the almond powder, sugar and cinnamon.Add the melted butter and mix.Gradually add small amounts of orange blossom water to get a farce that can be shaped.
- Shaping: Form a large sausage with your dough, being careful to tamp the dough.Help your thumb to create a furrow in the center of the sausage.
- Form a sausage with the almond farce.Place it inside your dough and close it to imprison the almond stuffing.Then cut diamonds in this big sausage.
- Cooking: Heat a bath of frying oil over medium heat and immerse your almond makrouts.When golden, take them out of the oil and place them on absorbent paper.
- Heat the honey in a saucepan, add the orange blossom and soak your makrouts inside for a few minutes so that they are well soaked.Then let them drain on a rack to remove the excess honey.Enjoy when your pastries are completely cooled.",20,40,60,https://img.cuisineaz.com/660x660/2022/02/18/i182976-makrout-aux-amandes.jpeg,https://www.cuisineaz.com/
54,Moroccan coconut balls,Flour (700 g) - Powdered sugar (250 g) - Bakingivat (1 sachet) - Vanilla sugar (1 sachet) - Jam (1 pot (s)) - Greened coconut (s) (400 g),"Preheat the oven to 180 ° C (thermostat 6).
- In a large bowl, mix the beaten eggs, butter and powdered sugar.
- Add the flour, baking powder and vanilla sugar.
- Mix the dough well with your hands.
-Form balls the size of a nut and flatten them a little on top, arrange them on a plate.
- Cook for 20 minutes in the oven.
- Wait until the rocks are cold.
-Have the jam cool down, put a little on the flat side of one of the rocks, then weld another on it.
- You get a ball.Roll this ball in the jam, then in the coconut.",10,25,35,https://img.cuisineaz.com/660x660/2016/06/30/i42120-boules-a-la-noix-de-coco-recette-marocaine.jpeg,https://www.cuisineaz.com/
55,Croty lemons chicken tagine,Chicken (1) - Green olives (250 g) - Léron (s) Confit () (1) - Oignon (s) (2) - Garlic (4 pod) - Safran (4 dose (s)) - GingerFresh (2 cm) - Water (50 cl) - Olive oil (15 cl) - chopped coriander (2 tablespoons) - Pepper salt (),"Using a sharp knife, bonish the chicken, then cut it into regular pieces.Peel and finely chop the onions.Peel and chop the garlic then wash, sponge, cut in half and pit the green olives.Put the hazarded green olives and the candied lemon in thin strips.Peel and grate the fresh ginger piece.
- Heat the olive oil in a Dutch oven or a tagine dish placed over medium heat.When it is very hot, place the minced onions and the chopped garlic in the Dutch oven or the dish, then brown them for 3 min or until they brown.
- Then add the chicken pieces, then season them with salt and pepper according to your tastes and add the grated ginger.Cook for 5 min, turning the chicken pieces over all sides so that they take a nice golden color.
- In the meantime, boil the water in a saucepan over high heat.At the boil, add the saffron, lower the heat over medium heat, then cook for 10 min.Remove from the heat at the end of cooking and set aside.
- When the chicken pieces are well golden, add the water to the saffron, then the lamellae of green olives and candied lemon.Mix well and continue cooking over low heat for an additional 30 min, covered.At the end of cooking, adjust the seasoning with salt and pepper if necessary, then sprinkle the chopped coriander tagine.",25,35,60,https://img.cuisineaz.com/660x660/2016/04/28/i18762-tajine-de-poulet-aux-citrons-confits.jpg,https://www.cuisineaz.com/
56,Makrouts in the oven (oriental pastry),Semolina (600 g) - Clarified butter (200 g) - Orange flower water () - Salt () - date paste (250 g) - Almond powder (50 g) - Cinnamon (0.25 tsp.Coffee) - clove (s) (0.25 tsp) - neutral oil (1 tsp) - Orange blossom water () - liquid honey (a little),"Prepare the stuffing: work the dates with the other ingredients (almond powder, cinnamon, ground cloves, oil, orange blossom, orange blossom) until a soft ball is obtained.Leave aside.
- Prepare the makrouts.While your preheated oven Th.6/7 (175 ° C), take a large terrine, pour the semolina and salt.Mix.Make a fountain and pour the melted clarified butter.Mix well so that the butter is well absorbed by the semolina.Let stand.
- Wet the semolina with orange blossom water and water, and mix with your fingertips and without kneading.Once you have a compact ball, leave it aside, and cover with cling film at least 30 min.
- Take a good amount of the dough, shape a sausage.With your index, make a slit in the center lengthwise.Roll a small sausage of dates paste and introduce it into the slit.Raise the edges of the dough on the dates to cover it entirely.Roll gently again to have a sausage of 2 cm high.With an imprint mold, press the top of the sausage and flatten slightly to have the pattern on the Makrout.Cut the sausage into diamonds and put them aside in a baking dish covered with parchment paper.Repeat this operation until the dough is exhausted.
- Bake 30 min to 40 min until they are golden.
- Dip the makrouts in honey with a little orange blossom from the oven.Serve when they cooled.",30,45,75,https://img.cuisineaz.com/660x660/2013/12/20/i10605-makrout.jpeg,https://www.cuisineaz.com/
57,Chicken Madfoune couscous,"Chicken (1) - Middle couscous (1 kg) - Almond (s) (200 g) - Raisins (200 g) - onion (s) (1) - Ice sugar (300 g) - Butter (100 g) - Buttersmoked (1 tsp) - parsley (1 bouquet (s)) - coriander (1 bouquet (s)) - garlic (1 clove (s)) - ginger (1 tsp) - saffron (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (1 pinch (s)) - Cinnamon (1 stick (s)) - Oil (150 ml) - Black pepper (1 tsp) - Salt, pepper ()","In a large bowl, pour the oil over the semolina and mix well.Boil a volume of salt water equivalent to the amount of semolina, then pour it on the semolina.Stir the whole before covering and let swelling for a few minutes.Finish this preparation by separating the couscous seeds with a fork.
- In a pot, melt the butter and place the chicken cut into pieces to brown it.After a few minutes, add the minced onion, raisins, crushed garlic, grated ginger, saffron, cinnamon stick, 200 grams of icing sugar and half the parsley and coriander.Rectify the seasoning and pour water to height before covering and simmer over low heat for 20 minutes.
-When the chicken is melting, take it out of the pot and reserve it warm.Add the remaining parsley and coriander and allow the sauce to reduce until it is next.Meanwhile, brown the almonds in the preheated oven at 170 ° then crushed them roughly.
- In a slightly hollow service dish, arrange half of the semolina by forming a well in the middle.Pour a little sauce and place the chicken pieces.Finally cover everything with the other half of the couscous so as to form a pyramid.
- To finalize the decoration of your Madfoune chicken couscous, make lines of cinnamon powder on the semolina, sprinkle with crushed almonds, then place 100 grams of icing sugar in a cup on the top of the couscous.Serve the hot dish, accompanied by its onion sauce.",15,20,35,https://img.cuisineaz.com/660x660/2013/12/20/i97246-recette-de-couscous-madfoune-au-poulet.jpeg,https://www.cuisineaz.com/
58,Moroccan candied lemons,Lemon (s) (16) - Lemon juice () - Water () - Coarse salt (),"Wash the lemons thoroughly.Place them in a glass, stainless steel or plastic container.Cover them with water to change daily for 3 to 5 days.
- Drain them and make 4 cuts at the tip of the knife over the length of each lemon, leaving 6 mm at each end.Then cut into the notches so that the lemons are pierced but held by the 2 ends.
- Put ¼ tsp.in each lemon and place them in sterilizing jars.Add a c.coarse salt in each jar, the juice of 1 lemon and cover the boiling water fruits.
- Keep in a dry place for 3 weeks.
- Use: Carefully rinse lemon under cold water.Remove the pulp from each quarter of lemon and use only the skin.",25,30,55,https://img.cuisineaz.com/660x660/2016/04/28/i13825-citrons-confits-a-la-marocaine.jpg,https://www.cuisineaz.com/
59,Moroccan chicken thigh tagine,Chicken thighs (4) - Apple (s) of earth (4) - turnip (s) (2) - zucchini (s) (4) - Garlic (6 pod (s)) - Olive oil () - PepperRed (1) - Chicken broth () - Cumin powder () - Fresh coriander () - Pepper salt (),"Wash and peel the garlic and all the vegetables except the zucchini.
- Take them in large dice as well as the garlic cloves.
- Choose a large casserole with thick background.Put the oil and light the chicken thighs lightly.
- Adjust the diced potatoes, turnips and carrots.Also add the chopped pepper.Cook this beautiful mixture for about 10 minutes.
- Mix the cube in ½ liter of boiling water.Add the garlic cloves, zucchini and half of the broth prepared with the casserole dish.Cook covered for ten minutes.
- For the seasoning, put 1 tsp.cumin powder, 1 tsp.fresh coriander and chopped parsley.Return the cover and cook again for 10 minutes.
- Use the rest of the broth only if you deem it necessary.",20,35,55,https://img.cuisineaz.com/660x660/2018/03/19/i136782-tajine-de-cuisses-de-poulet-a-la-marocaine.jpeg,https://www.cuisineaz.com/
60,Couscous for 1 person,"Average semolina (100 g) - boneless lamb shoulder (150 g) - Carrot (s) (1) - Mixed tomato (1) - Apple (s) (s) (1) - Pumpkin (1 piece (x)) -Chiche peas appetized and drained (s) (1 handle (s)) - Small (s) chopped garlic (s) (1) - omitted onion (s) () - zucchini (s)() - turnip (s) () - olive oil (1 tsp) - tomato concentrate (1 tsp) - Smen (1 piece (x)) - Paprika (1 pinch (s))- Ras el -Hanout (1 pinch (s)) - ginger (1 pinch (s)) - salt, pepper () - parsley (some pinch (s)) - coriander (some pinch (s))","Cut your piece of lamb into pieces.Heat the olive oil with the small piece of Smen in a pot.Add the lamb, the onion and the garlic and cook until the meat changes color, without browning.
- Add the mixed tomato as well as all spices, parsley, coriander, tomato puree, and let it come back for 5 min.Pour your 500 ml of water, add the half-level cut in quarter, the chickpeas and the pumpkin piece with its skin.Cover and cook for about 30 minutes.
- Meanwhile, cut your carrot and zucchini into pieces, lengthwise.Make quarter potatoes.Add these vegetables to the pot.Cover and cook for 30 minutes over medium heat.
- In the last minutes of cooking your couscous, prepare the semolina: heat for 1 min in the microwave 130 ml of water with a little salt and olive oil.Pour into your semolina in hot water and set aside 5 min.Shake your semolina using a fork and heat it again in the microwave for 1 min.
- Check that your vegetables and that your meat are sufficiently tender and well cooked, adjust the seasoning if necessary.
- Place in a hollow plate: place the semolina at the bottom, vegetables and meat above.Sprinkle with sauce.Enjoy your food !",30,40,70,https://img.cuisineaz.com/660x660/2022/02/08/i182841-couscous-pour-1-personne.jpeg,https://www.cuisineaz.com/
