,source,nom,description,nb_people,ingredients,method,image
26,https://www.mymoroccanfood.com/home/chicken-tagine-with-chickpeas-and-fresh-figs,Chicken tagine with chickpeas and fresh figs ,"Never start a new TV show before going to bed, it’s the worst! When the show is good, you can’t help but press play for the next episode and the next thing you know, it’s 3 am and your brain is navigating somewhere between auto-pilot sleepiness and excitement for “who is the murderer?” Then the next day, when your human alarm (aka my beloved baby daughter) wakes you up at 6 am, you feel quite stupid for succumbing to TV on demand. But no regrets, because now, I know who is the murderer.",Serves 4 to 6 as a main,"3 tablespoons olive oil, divided  - 3 large onions, sliced - 1 kg chicken thighs or legs - 4 garlic cloves, peeled and pressed - 1 teaspoon turmeric - 1 teaspoon ground ginger - ¾ teaspoon salt or to taste - ¼ ground black pepper - 150 ml vegetable stock - 1 x 400 gr can of chickpeas, rinsed and drained - 500 gr ripe figs (about 8), torn into 6 pieces and more for garnish if desired - Roughly chopped fresh coriander, for serving","• In a large saucepan add the olive oil over medium heat and add in the onions. Cover with a lid and leave until the onions are soft and translucent, 15 to 20 minutes. Stir occasionally. Add in the garlic, turmeric, ginger, salt and black pepper into the saucepan and cook for 5 minutes stirring occasionally. Place the chicken inside the saucepan and pour in the chicken stock. Reduce the heat to medium-low, cover with a lid and leave to simmer gently until the chicken is almost cooked, about 45 minutes.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1506606282127-69QSJHFBN4WFN66JB79I/Chickpea+and+figs+chicken+tagine+-7.jpg
27,https://www.mymoroccanfood.com/home/baked-stuffed-apples-with-almonds-raisins-and-orange-blossom,"Baked stuffed apples with almonds, raisins and orange blossom","Summer is not “officially” over, I know, but apple season has kicked off and we have to make the most out of them! As long as I am not using anything pumpkin as an ingredient, I won’t be blamed for embracing autumn a few weeks in advance, right? This makes me interestingly aware that before I realize it, it will soon be the end of 2017! Hello 31/12/2016’s resolutions, where have you been? We were supposed to be good this year. Oh well!",INGREDIENTS,4 large cooking apples - 50 gr unsalted butter - 50 gr brown sugar - 3 tablespoons raisins - 1 teaspoon orange blossom water  - 50 gr ground almonds - 2 tablespoons honey - Vanilla ice cream to serve,• Preheat the oven to 180 C/ 350 F. Remove the core from the apples with a sharp knife or an apple corer and transfer them to a roasting tin.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1504732591580-LNX3W571S7IHN86V802S/Stuffed+baked+apple+-9.jpg
28,https://www.mymoroccanfood.com/home/seafood-and-quinoa-salad-bowls-with-turmeric-and-mint-dressing,Seafood and Quinoa Salad Bowls with Turmeric and Mint Dressing,"So I am back in London and after two weeks of sun, fun and comfort food, it’s hard to go back to reality. But the good news is, summer is not over and seafood salad bowls are naturally on the menu!",Serves 4 to 6,"1 tablespoon olive oil - 150 gr prawn - 250 gr calamari - 400 gr mussels, cleaned  - 150 gr salad leaves - 200 gr cooked quinoa - 150 gr large cucumber, sliced - 100 gr radishes, sliced - Mint leaves to serve, if desired","• Clean the mussels, if any of them are opened, tap them lightly and discard them if they don't close. Fill a medium sized saucepan with 4 tablespoons of water and a pinch of salt and bring to a boil over high heat. Reduce the heat to medium and add in the mussels. Cover the pan with a lid and cook the mussels for about 3 to 4 minutes, stirring occasionally. The mussels are cooked once they are opened, discard any that didn't open. Drain the mussels and set aside until ready to serve.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1502921794575-B7VC1PH7DT34OFXQGRWA/image-asset.jpeg
29,https://www.mymoroccanfood.com/home/krachel-french-toast,Krachel French Toast ,"Hello from Beirut friends! I am having such a blissful time in Lebanon, between good food and blue skies I really can’t complain. Yesterday, my friend Tamima took me to a small village in the mountains called Beit ed-Dine and it was so much fun. We left from Beirut and managed to watch the sunset as we drove up the mountains to get there. Once we got to Beit ed-Dine, we immediately went to the food market and ate the freshest manakish and the tastiest shawarmas. A few weeks before we got here I made sure to spend some time on the treadmill so I could eat all the food and still fit into my clothes by the end of this trip! It was definitely one of the best decisions!",Serves 6 to 8,120 ml whole milk - 3 large eggs - 4 tablespoons caster sugar - 1 teaspoon vanilla extract - ½ teaspoon ground cinnamon - ½ teaspoon ras el hanout - Pinch salt - 8 krachel - Maple syrup to serve - Sliced strawberries and peaches to serve,"• In a large shallow dish (such as a pie plate) beat together the milk, eggs, sugar, vanilla extract, cinnamon, ras el hanout and salt.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1501195793989-0W1Q887S1QUAFJT0B27R/image-asset.jpeg
30,https://www.mymoroccanfood.com/home/merguez-red-pepper-and-burrata-pizza,"Merguez, Red Pepper and Burrata Pizza ","Oh la la, I don’t even know where to start! This pizza is so many things I love in one slice. Ever since I decided that it was fine to eat my merguez without the casing, I haven’t stopped experimenting it with pretty much everything. One of my favourite experiments is this pizza. It’s lightly scented, beautifully spicy, fresh and creamy, I mean, it really tastes heavenly. So please swipe down and do yourself a favour, make this pizza for #pizzafriday, any day or even everyday! As you can see, I used a ready made pizza dough because I ran out of time while I was about to shoot this recipe but feel free to make your own pizza dough if you feel like it.",Serves 4 to 6,"3 x pizza dough, (about 220 gr each) - 500 gr tomato sauce (homemade or store-bought)  - 500 gr merguez mince (recipe below) - 2 Romano peppers, finely sliced - 1 fresh chilli pepper, finely sliced (optional) - 300 gr burrata - Rocket leaves to serve","• Preheat the oven to 220 C/ 430 F and prepare the merguez meat. Toast the fennel, cumin and coriander seeds in a pan over medium heat for 3 to 4 minutes until fragrant. Use a mortar and a pestle to roughly grind the seeds. Alternatively, use a food processor.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1500459760075-1IQ5VTJTMRCSEVPKALOI/image-asset.jpeg
31,https://www.mymoroccanfood.com/home/almond-butter-and-rose-popsicles-with-strawberry-jam,Almond butter and rose popsicles with strawberry jam ,"It’s #popsicleweek friends and this year we are not missing it! Last year I didn’t realize I missed it until late July. I don’t really blame myself, I think I was going through this “early motherhood” phase when you sleep 4 hours a day and never wash your hair. Suddenly, remembering this makes me so grateful for time, it really is the best thing, cause it gives you the best perspective. Ok, enough philosophy, let’s go back to popsicles.",Makes 10 popsicles,200 gr crunchy almond butter - 250 gr Greek yogurt - 120ml almond milk - 100 gr clear honey - ½ teaspoon rose water - ¼ teaspoon almond extract,"• In a blender, transfer the almond butter, yogurt, almond milk, honey, rose water and almond extract. Blend until smooth and there are no lumps.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1498519350196-QYQGUB46WNNUWMGQ6Z63/image-asset.jpeg
32,https://www.mymoroccanfood.com/home/lemon-jam-with-preserved-lemon,Lemon Jam with Preserved Lemon,"Hello world! The past weeks haven’t been the happiest, too many, way too many sad things are happening in London and around the world and sometimes it’s just hard… My favourite way to take my mind off sad things is to cook with music in the background. It’s honestly the best way to meditate and I think, any cook will agree. It somehow makes me stop thinking about the rest of the world and enables me to focus on one thing only: cooking. ",Makes about 500g  ,"500g lemons (about 5 lemons) - 500ml water  - 350g caster sugar - 3 small preserved lemons (30g each), finely chopped","• Cut 0,5cm off from the ends of the lemons and cut them into wedges. Thinly slice each lemon wedge to make small triangles. Transfer the lemon pieces and the water into a large saucepan and bring to a boil over high heat. Reduce the heat to medium-low and let simmer, uncovered, for about 30 minutes until the lemon pieces are soft and cooked through. If too much of the water evaporates and the content of the saucepan looks dry, add about half a cup of water into the saucepan.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1497971556344-3OH9QBR70ALX63ZVLLC4/image-asset.jpeg
33,https://www.mymoroccanfood.com/home/chermoula-prawns-and-calamari-with-tomatoes-and-avocado,Chermoula Prawns and Calamari with Tomatoes and Avocado,Friends! It’s been a while since my last post and I am totally aware of that. I would say I am 30% responsible of my recent lack of blog posts. The remaining 70% is due to,Serves 4,"300g cleaned prawns - 300g calamari, sliced into rings - 2 avocados, peeled, and roughly chopped - 2 tomatoes, roughly chopped - 50g feta, crumbled - ","• In large mixing bowl mix all the chermoula ingredients together and stir until smooth. Add in the shrimp and calamari and leave in the fridge to marinate, the longer the better.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1496854912996-M1U9DW6XN5B53VIOH8XX/image-asset.jpeg
34,https://www.mymoroccanfood.com/home/roasted-cauliflower-apricots-and-chickpea-tagine-vegan,"Roasted Cauliflower, Apricots and Chickpea Tagine (Vegan)","This past weekend was the sunniest of all weekends in London, it really felt like summer. We went to the park and had a picnic with Laelia for the first time. She was very intrigued by the ducks and the baby swans but she was also very scared of the grass. Do all babies get scared of the grass?  We ate chocolate chip cookies and stuffed batbouts with chicken, preserved lemons and olive tagine. I can’t wait for the weather to be sunny again and prepare more picnic friendly recipes. It was so much fun.",INGREDIENTS,"1 x 400g can chickpea, rinsed and drained - 150ml vegetable stock - 100g dried apricots - 2 large onions, sliced - 2 garlic cloves, peeled and crushed - 2 tablespoons olive oil and more to roast the cauliflower - ½ teaspoon ground turmeric - ½ teaspoon ground ginger - ½ teaspoon ground cumin - ½ teaspoon ground coriander - ½ teaspoon salt - 1 large cauliflower cut into florets (makes approximately 600g florets) - Cooked couscous or bread to serve - Chopped coriander to serve - Ground roasted almonds or almonds flake, to serve",• Preheat the oven to 200 C.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1495014818362-8S0YDJTB5YMCKQFTKCE9/image-asset.jpeg
35,https://www.mymoroccanfood.com/home/kefta-and-swiss-chard-quiche-goat-cheese-and-harissa-sauce,Kefta and Swiss Chard Quiche + Goat Cheese and Harissa Sauce  ,"Hello from sunny Rabat dear friends! How have you been? I’ve just had the best couple of weeks. It started in Rabat, then I went to Casablanca for work and finally Mexico via London just for fun AND food. As you can guess, I am now back in Rabat for a quick stop to see the family again, eat more food and do some prop shopping at el oulja.",INGREDIENTS,"300g minced beef and/or lamb - 1 medium onion, grated - 2 tablespoons chopped fresh coriander - 2 tablespoons chopped fresh parsley - Leaves of 2 mint sprigs, chopped - 1 ½ teaspoon paprika - 1 teaspoon ground cumin - ½ teaspoon salt - ½ teaspoon ground black pepper - Pinch cayenne pepper - ½ tablespoon unsalted butter - 300g Swiss chard, stalks removed and roughly chopped    - 2 tablespoons milk, any type - 1 ½ tablespoon plain flour - 320g ready-rolled shortcrust pastry sheet - Salad leaves, to serve ",• Preheat the oven to 200 C (400 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1493489164109-SVAS09VXG93ZEX1AISOM/image-asset.jpeg
36,https://www.mymoroccanfood.com/home/chocolate-and-almond-ghriba-gluten-free,Chocolate and Almond Ghriba ,"If everything goes as planned, this recipe should be posted automatically while I am on my way to Morocco in just a few days! I rarely schedule my posts but it’s so convenient to be able to arrange a little post for you so my blog doesn’t go into sleeping mode while I am travelling. Thanks Squarespace and thanks technology! ",INGREDIENTS,"200g chocolate, 70% cocoa - 50g unsalted butter, softened   - 100g caster sugar - 2 eggs - 1 teaspoon vanilla extract - ½ teaspoon almond extract - 150g almond flour - 100g plain flour - 1 heaped teaspoon baking powder - ½ teaspoon salt - 150g icing sugar to coat the cookies","• Place the chocolate and the butter in a microwave-safe bowl stopping and stirring at 15 seconds intervals until melted and smooth. Add in the sugar, the eggs and the vanilla and almond extract. Stir all the ingredients together until smooth and creamy. Add in the almond flour, plain flour, baking powder and salt and mix all the ingredients together until well combined. Cover with cling film and place in the fridge for 2 hours or overnight.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1492462981186-RND9LBF2RA3PLWIBCB6T/image-asset.jpeg
37,https://www.mymoroccanfood.com/home/ras-el-hanout-and-baby-potatoes-chicken-traybake,Ras el hanout and baby potatoes chicken traybake ,"Is it a lazy day? Yes, it’s a traybake kinda day! I have a confession, I love shortcuts, I love saving time when I can, I love finding tricks that make me feel cleverly lazy. Is that possible, does it make sense? Anyway, I am sure you understand me. Traybakes are great because they make me feel particularly cleverly lazy. Mix everything in one bowl/one pan, hop in the oven, sit back, relax, and finally enjoy. ",INGREDIENTS,"200ml vegetable stock - 30g fresh coriander, chopped - 6 garlic cloves peeled and pressed - Zest of a lemon - 1 tablespoon ras el hanout - ¾ teaspoon salt or to taste - 2 tablespoons olive oil - 3 large red onions, sliced (600 g) - 4 large chicken legs - 500g baby potatoes - 5 tablespoons almond flakes - Lemon wedges to serve",• Preheat the oven to 200 C (400F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1491345085578-TXWGFLCONW3VUCJQ0EJJ/image-asset.jpeg
38,https://www.mymoroccanfood.com/home/lamb-potatoes-and-olives-tagine,"Lamb, Potatoes and Olives Tagine","Spring is here, yay! It makes me unreasonably happy. I am so grateful for spring this year because last year, I didn’t really get to make the best out of the “spring” weather and food. This time last year, I was almost 9 months pregnant and pretty much stuck in bed. Then, our w o n d e r f u l Laelia arrived but you know what followed: sleepless nights and no time to cook or shower. Our situation is very different this year and I’ve got so many exciting food related plans for spring. My belly cannot wait.",INGREDIENTS,"2 tablespoons olive oil  - 1 large onion, sliced - 3 garlic cloves, peeled and crushed - 1,2kg lamb neck fillets (or any type of stewing meat) trimmed and cut in 5 cm pieces - 300ml vegetable stock or water - 3 tomatoes, grated - 1 teaspoon turmeric - 1 teaspoon ginger - 1 teaspoon paprika - ½ teaspoon cumin - ½ teaspoon salt, or more to taste - 1kg potatoes, peeled in cut into wedges - 200g green olives drained - Chopped coriander for garnish","• In a large saucepan, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 10 min. This will allow sweating the onions. Once you’ve sweated the onions, add the garlic and the meat. Cook for 7 min turning the meat occasionally to lightly brown it.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1490097663006-CYYU1AWQUV1UPKKMSY5C/image-asset.jpeg
39,https://www.mymoroccanfood.com/home/almond-mhencha,Almond Mhencha,"I have reached new levels of gourmet satisfaction. Seriously. Last week, I made about 3 kg of caramelized onions and ever since, I have been adding them to anything savoury. The majority of them were quickly thrown in a sandwich between melted cheese and occasional pieces of chicken. It might be time to go on a veggie cure!",INGREDIENTS,"250g blanched almonds - 120g caster sugar - Pinch cinnamon - Pinch salt - 3 tablespoons orange blossom water - 10grunsalted butter, softened",• Preheat the oven to 180 C (350 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1489579940370-ET7BU2JWDZUV44UCDCV6/image-asset.jpeg
40,https://www.mymoroccanfood.com/home/loubia-stew-with-sundried-tomatoes-and-kale-vegan-bean-stew,1 Pot Loubia Stew with Sundried Tomatoes and Kale (Vegan Bean Stew),"When you’re hungry on a weeknight, don’t have time to cook and still don’t feel like ordering, what do you do? You make loubia! All you need is one pot, 10 ingredients and less then 1 hour! The result is a creamy and flavourful stew that is packed with earthy Moroccan flavours. My mom used to make loubia and add pieces of khlii in the stew while it was still simmering. Khlii is a kind of Moroccan-ized meat jerky, it’s incredibly tasty. It is not on the blog yet but it should make its appearance at some point!",Serves 4,"2 cans cannellini beans, rinsed and drained - 2 tomatoes, grated - 1 large onion, sliced - 200ml vegetable stock - 100g sundried tomato, roughly chopped - 120g chopped kale  - 3 tablespoons olive oil - 2 garlic gloves, peeled and crushed - 2 teaspoons turmeric - 2 teaspoons paprika - ½ teaspoon salt or more to taste - ½ teaspoon ground black pepper - 3 tablespoons chopped fresh parsley for garnish","• Transfer all the ingredients in a large saucepan over medium high heat and bring to a boil. Reduce the heat to low, cover with a lid and leave to simmer gently for 35 minutes. Stir occasionally. If at any time throughout cooking there is more no more liquid in the pan, stir in a couple tablespoons of water. Serve warm with bread. ",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487690369077-1WT84KNYNPDNOWJ7Q7QZ/image-asset.jpeg
41,https://www.mymoroccanfood.com/home/turmeric-and-honey-granola,Turmeric and Honey Granola ,"Happy belated Valentine’s Day! Do you celebrate it? I never did and I’ll probably never will but I guess wishing it is fine! So yesterday we didn’t go out to a fancy restaurant but I made chipotle chicken quesadillas and a big batch of guacamole! Laelia went to bed on time, we fell asleep watching friends - pretty much like every night - and it was soooo good!",INGREDIENTS,"350g rolled oats - 100g flaked almonds - 3 tablespoons sunflower seeds - 3 tablespoons pumpkin seeds - 200g honey - 150ml orange juice - 1 tablespoon ground turmeric - 1 teaspoon vanilla extract - 1 teaspoon ground cinnamon - ½ teaspoon salt - 50g dried cherries, chopped - 50g dried apricots, chopped","• Preheat oven to 170 C (370 F) In a large bowl mix together the oats, almond flakes and seeds.  ",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487109027102-EEMXOA3HPFVH6I26EJWA/image-asset.jpeg
42,https://www.mymoroccanfood.com/home/chicken-chorba,Chicken Chorba,"Last week, temperatures went seriously down in London and the only way we could fight the cold and warm ourselves up was with a wholesome bowl of chorba.",Serves 6,"1 tablespoon olive oil - 2 onions, finely sliced - 1kg chicken wings - 2 teaspoons turmeric - Generous pinch saffron threads - 1 teaspoon salt or more to taste - ½ teaspoon ground black pepper - 150g dried chickpeas, soaked overnight and drained (or 300 gr canned chickpeas, drained) - 2 medium sized tomatoes, grated - 1 ½ tablespoon tomato paste - 2 large white potatoes (500 gr) diced into 2 cm pieces - 100g spaghetti broken into 3 cm long pieces - 3 tablespoons chopped parsley and more for serving","• In a large casserole, warm the olive oil over medium high heat and add the onions, the chicken, the spices, salt and pepper. Leave for 7 to 10 minutes to lightly brown the chicken and sweat the onions. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485877402650-8G10802AX4JEP3895ND7/image-asset.jpeg
43,https://www.mymoroccanfood.com/home/classic-kefta-briouate,Classic Kefta Briouate,January is almost over! Can you believe this? And how are you feeling about the beginning of the year? I am feeling good but I can’t believe we’re almost done with January. Where did all this time go? Where was I?,INGREDIENTS,"450g prepared kefta - 2 teaspoons ground cinnamon, and more for serving - 4 tablespoons butter - 3 eggs - Salt and pepper   - 200g filo pastry - 1 egg yolk - 1 tablespoon icing sugar - A handful of roughly chopped mint leaves","• Preheat the oven to 180 C (350 F). Warm up a large pan over medium heat and add in ½ tablespoon of butter and leave until melted. Transfer in the kefta and the cinnamon and cook until the meat is brown, breaking up the meat with a wooden spoon. About 7 minutes.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485332681299-3Q5C0ANB5EJD19IEYTFK/image-asset.jpeg
44,https://www.mymoroccanfood.com/home/ras-el-hanout-and-dates-hotdish,Ras El Hanout and Dates Hotdish,"Can you believe I spent the first 20 years of my life in Brussels, Belgium and never stepped a foot in Bruges, Belgium? I know, shocking! To remedy this upsetting situation Z and I spent a few days in Bruges last week and oh my God, we loved it! The heart of the city is entwined with small and super romantic canals and bridges. The whole town has a kind of medieval architectural look that makes you feel like you’re taking a walk in the past, alongside Robin Hood and his friends, the Merry Men. Of course, we loaded up our bellies with chocolate from BbyB aka my new favourite Belgian chocolate, speculoos and moules + frites. I also had the pleasure to reunite with my favourite childhood pastry: carré à la crème. It’s a perfectly laminated square shaped puff pastry filled with crème patissière. A beautiful morning always meant a carré à la crème for breakfast when I was a kid. So yes, it was a great trip.",INGREDIENTS,"150 gr (¾ cup) mixture of jasmine and wild rice - ¾ teaspoon salt - 5 tablespoons olive oil - 1 large onion, finely chopped - 4 large carrots cut into 1 cm (½ inch) pieces - Black pepper - 4 teaspoons Ras el Hanout - 450g minced beef   - 30g plain flour - 1 can full-fat coconut milk (400ml/14 oz.) - 250ml (1 1/3 cups) beef or vegetable broth - 50g pitted dates, cut into 1 cm (½ inch) pieces - 4 flatbreads, cut into 2,5 cm (1 inch) square pieces - 1 small bunch fresh flat-leaf parsley - 1 tablespoon lemon juice",• Preheat the oven to 200 C (375 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1484060227601-NHYIZA81GGGRYL435AAV/image-asset.jpeg
45,https://www.mymoroccanfood.com/home/kalinte,Kalinte,"Kalinte, kalentica, karane, etc., so many ways to call this dish! All these appellations refer to the Spanish word “caliente” - which means warm - for the simple reason that this silky and smooth chickpea pie is meant to be enjoyed warm. In a way, we could all save time and just agree to call it ""caliente"", what do you think? I should petition to make this happen.",INGREDIENTS,"1 egg - 80ml olive oil - 1 teaspoon salt - 620ml water - 200g chickpea flour, divided - 125ml milk, any type - 1 teaspoon baking powder - Moroccan Tomato and Cucumber Salad, if desired ",• Preheat oven to 200 C (400 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1483463983043-L9X2KD7GGITQU57W4XM9/image-asset.jpeg
46,https://www.mymoroccanfood.com/home/turkey-cranberry-and-chestnut-tagine,"Turkey, Cranberry and Chestnut Tagine","This year, I really don’t feel like roasting my turkey. Do you?",INGREDIENTS,"4 tablespoons olive oil - 4 large onions (about 800 gr), chopped - 2,5kg turkey pieces (see notes) - 1 ½ tablespoon finely chopped garlic (about 6 cloves) - 2 teaspoons ground turmeric - 2 teaspoons ground ginger - 1 teaspoon ground cumin - 1 ½ teaspoon salt or more to taste - ¼ ground black pepper - 1 large coriander bouquet, tied - 150g dried cranberries and more for garnish - 400g cooked chestnut (see notes) - 2 tablespoons chopped chives for garnish","• In a large casserole, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 15 min. This will allow sweating the onions.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1481813380844-2BTKIFRWEAHHZW27912T/image-asset.jpeg
47,https://www.mymoroccanfood.com/home/mini-cheesecakes-with-strawberry-and-rose-coulis,Mini Cheesecakes with Strawberry and Rose Coulis,"Whoa. Temperatures are going down in London. But it’s all fine because the holiday season is around the corner and we will soon be able to snuggle up in front of the TV with a warm blanket and our stretchy pants! Because that’s what bank holidays are for, don’t you think?",INGREDIENTS,90g digestive biscuits (approximately 10 biscuits) - 50g unsalted butter - pinch cinnamon - pinch salt - 200g full-fat cream cheese - 150g mascarpone  - 110g (1/2 cup) caster sugar - 1 tablespoon lemon juice - 1 ½  teaspoon vanilla extract - 2 teaspoons powdered gelatin - Chopped strawberries for garnish - Dried rose petals for garnish,• Place the biscuits in a food processor and process until you obtain fine crumbs. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1480435269890-6Y44FI69KPO9MWU6HJFL/image-asset.jpeg
48,https://www.mymoroccanfood.com/home/merguez-walnuts-and-raisins-stuffing,"Merguez, walnuts and raisins stuffing",Merguez is a kind of spicy North African sausage.,INGREDIENTS,"2 tablespoons fennel seeds - 2 tablespoons cumin seeds  - 2 tablespoon coriander seeds - 250g minced lamb, 20% fat  - 250g minced beef, 20% fat - 1 tablespoon finely chopped garlic (about 4 cloves) - 2 tablespoons chopped fresh coriander - 1 to 2 teaspoons cayenne pepper - 4 teaspoons paprika - 1 tablespoon caster sugar - 1 tablespoon dried mint - 1 teaspoon salt or more to taste - ½ teaspoon black pepper","• Prepare the merguez meat. Toast the fennel, cumin and coriander seeds in a pan over medium heat for 3 to 4 minutes until fragrant. Use a mortar and a pestle to roughly grind the seeds. Alternatively, use a food processor.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479995418301-XQU99GRHL6ZOCMEZR6KH/image-asset.jpeg
49,https://www.mymoroccanfood.com/home/quick-fish-tagine-with-chermoula,Quick Fish Tagine with Chermoula + a Video,"We all have a go-to weeknight recipe, rather it’s something simple such as pasta or a quick stir fry, we always go back to it because it’s easy and satisfying. My typical go-to midweek meal is this quick fish tagine served with vegetables and couscous.",INGREDIENTS,½ cup chermoula - 2 finely sliced courgettes - 2 finely sliced or stripped bell peppers (any colour) - 2 fish fillets such as sea bream or sea bass - 80g couscous - 2 tablespoons olive oil - Salt to season - 4 small preserved lemons (or 1 large preserved lemon) roughly chopped - Coriander for garnish,•  Preheat the oven to 180 C (350 F). Make the chermoula and cover the fish fillets with half of chermoula and keep in the fridge until ready to use.  ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479753993824-8WZGEGEWO0ZCYDFKOL3N/image-asset.jpeg
50,https://www.mymoroccanfood.com/home/chocolate-layer-cake-with-ras-el-hanout-buttercream,Chocolate Layer Cake with Ras El Hanout Buttercream + Poached Pears ,It's been a while! A few things have happened since my last post.,Serves 8 to 10,"Unsalted butter, for greasing - 85g (¾ cup) cocoa powder - 180ml (¾ cup) water - 120g chocolate, chopped - 320g plain flour - 1½ teaspoons baking soda - ¼ teaspoon salt - 400g (2 cups) sugar - 180 gr unsalted butter, softened - 5 large eggs - 240ml whole milk, divided",• Preheat oven to 180 C (350 F). Grease two 20 cm (8 inch) cake tins and line their bottoms with baking paper.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1478742507606-CVEFLZGS1DFZWEW4ZHCH/image-asset.jpeg
51,https://www.mymoroccanfood.com/home/lamb-tagine-with-quince,Lamb Tagine with Quince (Lamb Mkalli with Quince),"As a child I used to hate quince, my parents loved it and every time of the year quince would make its appearance, it would magically end up in my mom’s tagine. As a result I never showed any interest in quince and made sure I stayed away from them. Urgh.",Serves 4 to 6,"2 tablespoons olive oil - 4 large onions (about 800g), chopped  - 300ml vegetable stock  - 1 tablespoon finely chopped garlic (about 4 cloves) - 1 teaspoon ground turmeric - 1 teaspoon ground ginger - 1 teaspoon salt or more to taste - Generous pinch saffron  - 1,2kg lamb neck fillets (or any type of stewing meat) trimmed and cut in 5 cm pieces - 1 large coriander bouquet, tied and more for garnish","• In a large casserole, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 15 min. This will allow sweating the onions. Add in the garlic, the spices and the meat. Cook for 5 to 7 min turning the meat occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1477440150393-GJWC5B6S52UONA8CLW70/image-asset.jpeg
52,https://www.mymoroccanfood.com/home/amlou-warm-goats-cheese-salad,Amlou Warm Goats Cheese Salad,"When you have an addiction to a specific food you keep adding it to everything even when it doesn’t make sense, right? Well in my case it always makes sense because my addiction of the moment (aka amlou) is so versatile, it literally works with everything. And it’s not only uber delicious, it’s also super healthy and easy to make because all you need are these 3 ingredients:",INGREDIENTS,120g baby leaf lettuce (or any type of lettuce) - 4 small slices of bread - 4 goats cheese rounds (or 4 thick goats cheese slices cut from a log) - 2 apples (any type except granny smith) - 80ml amlou,• Preheat your grill or your grill’s oven to its highest setting.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476978708366-EZ7Z10FUOGBPAMJ79FRG/image-asset.jpeg
53,https://www.mymoroccanfood.com/home/figs-dates-and-harissa-chutney,"Figs, Dates and Harissa Chutney",I just came back from Marrakech where I had the best time! I was there as a guest chef to launch Salt Marrakech’s autumn menu. How cool is that?,Notes,"200g red onions, sliced - 300g tomatoes, deseeded and roughly chopped - 250g figs, stalks removed and roughly chopped - 140g dates, pitted and finely chopped - 70ml apple cider vinegar - 2 teaspoons harissa or more to taste  - 1 ½ teaspoon finely chopped garlic - 1 teaspoon salt - Generous pinch saffron",• Place all the ingredients in a deep skillet and stir well to combine under medium-low heat. Simmer for 40 minutes until all the liquids have evaporated. Transfer into a clean jar and leave to cool before storing in your fridge. Enjoy with your favourite cheeses or as a spread in a sandiwch. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476273889046-OS95NJUZSWYG1T8T9ZNO/image-asset.jpeg
