name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Pain doré Krachel,120 ml de lait entier - 3 gros œufs - 4 cuillères à soupe de sucre en poudre - 1 cuillère à café d'extrait de vanille - ½ cuillère à café de cannelle moulue - ½ cuillère à café de ras el hanout - Une pincée de sel - 8 krachel - Du sirop d'érable pour servir - Des tranches de fraises et de pêches pour servir,"• Dans un grand plat peu profond (comme une assiette à tarte), battre ensemble le lait, les œufs, le sucre, l'extrait de vanille, la cannelle, le ras el hanout et le sel.",17,53,70,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1501195793989-0W1Q887S1QUAFJT0B27R/image-asset.jpeg,https://www.mymoroccanfood.com/home/krachel-french-toast
"Pizza merguez, poivrons rouges et burrata","3 x pâte à pizza, (environ 220 gr chacune) - 500 gr de sauce tomate (maison ou du commerce)  - 500 gr de merguez hachée (recette ci-dessous) - 2 poivrons Romano finement tranchés - 1 piment frais finement tranché (facultatif) - 300 gr de burrata - Feuilles de roquette pour servir","• Préchauffez le four à 220 C/ 430 F et préparez la viande merguez. Faire griller les graines de fenouil, de cumin et de coriandre dans une poêle à feu moyen pendant 3 à 4 minutes jusqu'à ce qu'elles soient parfumées. Utilisez un mortier et un pilon pour broyer grossièrement les graines. Vous pouvez également utiliser un robot culinaire.",31,65,96,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1500459760075-1IQ5VTJTMRCSEVPKALOI/image-asset.jpeg,https://www.mymoroccanfood.com/home/merguez-red-pepper-and-burrata-pizza
Popsicles au beurre d'amande et à la rose avec confiture de fraises,200 gr de beurre d'amande croquant - 250 gr de yaourt grec - 120 ml de lait d'amande - 100 gr de miel clair - ½ cuillère à café d'eau de rose - ¼ cuillère à café d'extrait d'amande,"• Dans un mixeur, transférez le beurre d'amande, le yaourt, le lait d'amande, le miel, l'eau de rose et l'extrait d'amande. Mélanger jusqu'à consistance lisse et sans grumeaux.",20,31,51,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1498519350196-QYQGUB46WNNUWMGQ6Z63/image-asset.jpeg,https://www.mymoroccanfood.com/home/almond-butter-and-rose-popsicles-with-strawberry-jam
Confiture de citron au citron confit,"500 g de citrons (environ 5 citrons) - 500 ml d'eau  - 350 g de sucre semoule - 3 petits citrons confits (30 g chacun), hachés finement","• Coupez 0,5 cm du bout des citrons et coupez-les en quartiers. Tranchez finement chaque quartier de citron pour former de petits triangles. Transférez les morceaux de citron et l'eau dans une grande casserole et portez à ébullition à feu vif. Réduire le feu à moyen-doux et laisser mijoter à découvert pendant environ 30 minutes jusqu'à ce que les morceaux de citron soient tendres et bien cuits. Si trop d’eau s’évapore et que le contenu de la casserole semble sec, ajoutez environ une demi-tasse d’eau dans la casserole.",24,52,76,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1497971556344-3OH9QBR70ALX63ZVLLC4/image-asset.jpeg,https://www.mymoroccanfood.com/home/lemon-jam-with-preserved-lemon
Crevettes Chermoula et Calamars aux Tomates et Avocat,300 g de crevettes nettoyées - 300 g de calamars coupés en rondelles - 2 avocats pelés et hachés grossièrement - 2 tomates hachées grossièrement - 50 g de feta émiettée -,"• Dans un grand bol, mélanger tous les ingrédients de la chermoula et remuer jusqu'à consistance lisse. Ajoutez les crevettes et les calamars et laissez mariner au réfrigérateur, plus longtemps sera le mieux.",15,44,59,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1496854912996-M1U9DW6XN5B53VIOH8XX/image-asset.jpeg,https://www.mymoroccanfood.com/home/chermoula-prawns-and-calamari-with-tomatoes-and-avocado
"Tajine de chou-fleur rôti, abricots et pois chiches (végétalien)","1 boîte de 400 g de pois chiches rincés et égouttés - 150 ml de bouillon de légumes - 100 g d'abricots secs - 2 gros oignons émincés - 2 gousses d'ail pelées et écrasées - 2 cuillères à soupe d'huile d'olive et plus pour rôtir le chou-fleur - ½ cuillère à café de curcuma moulu - ½ cuillère à café gingembre moulu - ½ cuillère à café de cumin moulu - ½ cuillère à café de coriandre moulue - ½ cuillère à café de sel - 1 gros chou-fleur coupé en fleurons (pour environ 600 g de fleurons) - Couscous ou pain cuit pour servir - Coriandre hachée pour servir - Amandes torréfiées moulues ou en flocons d'amandes, pour servir",• Préchauffer le four à 200 C.,18,33,51,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1495014818362-8S0YDJTB5YMCKQFTKCE9/image-asset.jpeg,https://www.mymoroccanfood.com/home/roasted-cauliflower-apricots-and-chickpea-tagine-vegan
Quiche Kefta et Bettes + Sauce Chèvre et Harissa,"300 g de bœuf et/ou d'agneau hachés - 1 oignon moyen râpé - 2 cuillères à soupe de coriandre fraîche hachée - 2 cuillères à soupe de persil frais haché - Feuilles de 2 brins de menthe hachées - 1 ½ cuillère à café de paprika - 1 cuillère à café de cumin moulu - ½ cuillère à café de sel - ½ cuillère à café poivre noir moulu - Une pincée de poivre de Cayenne - ½ cuillère à soupe de beurre doux - 300 g de bette à carde, tiges enlevées et hachées grossièrement    - 2 cuillères à soupe de lait, tout type - 1 ½ cuillère à soupe de farine nature - 320 g de pâte brisée toute roulée - Feuilles de salade, pour servir",• Préchauffer le four à 200 C (400 F).,25,40,65,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1493489164109-SVAS09VXG93ZEX1AISOM/image-asset.jpeg,https://www.mymoroccanfood.com/home/kefta-and-swiss-chard-quiche-goat-cheese-and-harissa-sauce
Ghriba au chocolat et aux amandes,200 g de chocolat 70 % de cacao - 50 g de beurre doux ramolli - 100 g de sucre semoule - 2 œufs - 1 cuillère à café d'extrait de vanille - ½ cuillère à café d'extrait d'amande - 150 g de farine d'amande - 100 g de farine - 1 cuillère à café bombée de levure chimique - ½ cuillère à café de sel - 150 g de glaçage sucre pour enrober les biscuits,"• Placez le chocolat et le beurre dans un bol allant au micro-ondes en arrêtant et en remuant toutes les 15 secondes jusqu'à ce qu'ils soient fondus et lisses. Ajoutez le sucre, les œufs et l'extrait de vanille et d'amande. Mélanger tous les ingrédients jusqu'à obtenir une consistance lisse et crémeuse. Ajouter la farine d'amande, la farine ordinaire, la levure chimique et le sel et mélanger tous les ingrédients jusqu'à ce que le tout soit bien mélangé. Couvrir d'un film alimentaire et placer au réfrigérateur pendant 2 heures ou toute une nuit.",12,31,43,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1492462981186-RND9LBF2RA3PLWIBCB6T/image-asset.jpeg,https://www.mymoroccanfood.com/home/chocolate-and-almond-ghriba-gluten-free
Plateau de poulet au ras el hanout et pommes de terre grelots,200 ml de bouillon de légumes - 30 g de coriandre fraîche hachée - 6 gousses d'ail pelées et pressées - Le zeste d'un citron - 1 cuillère à soupe de ras el hanout - ¾ cuillère à café de sel ou selon votre goût - 2 cuillères à soupe d'huile d'olive - 3 gros oignons rouges émincés (600 g) - 4 grosses cuisses de poulet - 500 g de pommes de terre grenailles - 5 cuillères à soupe de flocons d'amandes - Des quartiers de citron pour servir,• Préchauffer le four à 200 C (400 F).,dix,31,41,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1491345085578-TXWGFLCONW3VUCJQ0EJJ/image-asset.jpeg,https://www.mymoroccanfood.com/home/ras-el-hanout-and-baby-potatoes-chicken-traybake
"Tajine d'agneau, pommes de terre et olives","2 cuillères à soupe d'huile d'olive - 1 gros oignon émincé - 3 gousses d'ail pelées et écrasées - 1,2 kg de filets de cou d'agneau (ou tout type de viande à ragoût) parés et coupés en morceaux de 5 cm - 300 ml de bouillon de légumes ou d'eau - 3 tomates, râpé - 1 cuillère à café de curcuma - 1 cuillère à café de gingembre - 1 cuillère à café de paprika - ½ cuillère à café de cumin - ½ cuillère à café de sel, ou plus selon goût - 1 kg de pommes de terre pelées et coupées en quartiers - 200 g d'olives vertes égouttées - Coriandre hachée pour la garniture","• Dans une grande casserole, faites chauffer l'huile d'olive et ajoutez les oignons à feu moyen. Couvrir avec un couvercle et laisser les oignons jusqu'à ce qu'ils soient tendres et translucides, environ 10 min. Cela permettra de faire suer les oignons. Une fois les oignons sués, ajoutez l’ail et la viande. Cuire 7 min en retournant la viande de temps en temps pour la dorer légèrement.",11,77,88,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1490097663006-CYYU1AWQUV1UPKKMSY5C/image-asset.jpeg,https://www.mymoroccanfood.com/home/lamb-potatoes-and-olives-tagine
Mhencha aux amandes,250 g d'amandes émondées - 120 g de sucre semoule - Une pincée de cannelle - Une pincée de sel - 3 cuillères à soupe d'eau de fleur d'oranger - 10 g de beurre doux ramolli,• Préchauffer le four à 180 C (350 F),23,56,79,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1489579940370-ET7BU2JWDZUV44UCDCV6/image-asset.jpeg,https://www.mymoroccanfood.com/home/almond-mhencha
1 pot de ragoût de Loubia avec tomates séchées et chou frisé (ragoût de haricots végétaliens),2 boîtes de haricots cannellini rincés et égouttés - 2 tomates râpées - 1 gros oignon émincé - 200 ml de bouillon de légumes - 100 g de tomates séchées grossièrement hachées - 120 g de chou frisé haché - 3 cuillères à soupe d'huile d'olive - 2 gousses d'ail pelées et écrasées - 2 cuillères à café curcuma - 2 cuillères à café de paprika - ½ cuillère à café de sel ou plus au goût - ½ cuillère à café de poivre noir moulu - 3 cuillères à soupe de persil frais haché pour la garniture,"• Transférer tous les ingrédients dans une grande casserole à feu moyen-vif et porter à ébullition. Réduire le feu à doux, couvrir avec un couvercle et laisser mijoter doucement pendant 35 minutes. Remuer de temps en temps. Si à un moment de la cuisson il n’y a plus de liquide dans la casserole, ajoutez quelques cuillères à soupe d’eau. Servir chaud avec du pain.",26,120,146,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487690369077-1WT84KNYNPDNOWJ7Q7QZ/image-asset.jpeg,https://www.mymoroccanfood.com/home/loubia-stew-with-sundried-tomatoes-and-kale-vegan-bean-stew
Granola au curcuma et au miel,350 g de flocons d'avoine - 100 g d'amandes effilées - 3 cuillères à soupe de graines de tournesol - 3 cuillères à soupe de graines de citrouille - 200 g de miel - 150 ml de jus d'orange - 1 cuillère à soupe de curcuma moulu - 1 cuillère à café d'extrait de vanille - 1 cuillère à café de cannelle moulue - ½ cuillère à café de sel - 50 g de cerises séchées hachées - 50 g d'abricots secs hachés,"• Préchauffer le four à 170 C (370 F). Dans un grand bol, mélanger les flocons d'avoine, les flocons d'amandes et les graines.",16,51,67,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487109027102-EEMXOA3HPFVH6I26EJWA/image-asset.jpeg,https://www.mymoroccanfood.com/home/turmeric-and-honey-granola
Chorba de poulet,"1 cuillère à soupe d'huile d'olive - 2 oignons finement émincés - 1 kg d'ailes de poulet - 2 cuillères à café de curcuma - Une généreuse pincée de fils de safran - 1 cuillère à café de sel ou plus au goût - ½ cuillère à café de poivre noir moulu - 150 g de pois chiches secs, trempés une nuit et égouttés (ou 300 gr pois chiches en conserve, égouttés) - 2 tomates moyennes râpées - 1 ½ cuillère à soupe de concentré de tomate - 2 grosses pommes de terre blanches (500 gr) coupées en dés de 2 cm - 100 g de spaghettis cassés en morceaux de 3 cm de long - 3 cuillères à soupe de persil haché et plus pour servir","• Dans une grande cocotte, faites chauffer l'huile d'olive à feu moyen-vif et ajoutez les oignons, le poulet, les épices, le sel et le poivre. Laisser reposer 7 à 10 minutes pour dorer légèrement le poulet et faire suer les oignons. Remuer de temps en temps.",34,34,68,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485877402650-8G10802AX4JEP3895ND7/image-asset.jpeg,https://www.mymoroccanfood.com/home/chicken-chorba
Kefta Briouate Classique,"450 g de kefta préparée - 2 cuillères à café de cannelle moulue, et plus pour le service - 4 cuillères à soupe de beurre - 3 œufs - Sel et poivre  - 200 g de pâte filo - 1 jaune d'œuf - 1 cuillère à soupe de sucre glace - Une poignée de feuilles de menthe hachées grossièrement","• Préchauffer le four à 180 C (350 F). Faites chauffer une grande poêle à feu moyen, ajoutez ½ cuillère à soupe de beurre et laissez fondre. Incorporer le kefta et la cannelle et cuire jusqu'à ce que la viande soit dorée, en la brisant avec une cuillère en bois. Environ 7 minutes.",16,44,60,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485332681299-3Q5C0ANB5EJD19IEYTFK/image-asset.jpeg,https://www.mymoroccanfood.com/home/classic-kefta-briouate
Ras El Hanout et Plat Chaud aux Dattes,"150 gr (¾ tasse) de mélange de jasmin et de riz sauvage - ¾ cuillère à café de sel - 5 cuillères à soupe d'huile d'olive - 1 gros oignon finement haché - 4 grosses carottes coupées en morceaux de 1 cm (½ pouce) - Poivre noir - 4 cuillères à café de Ras el Hanout - 450 g de bœuf haché - 30 g de farine - 1 boîte de lait de coco entier (400 ml/14 oz) - 250 ml (1 1/3 tasse) de bouillon de bœuf ou de légumes - 50 g de dattes dénoyautées, coupées en morceaux de 1 cm (½ pouce) - 4 pains plats coupés en morceaux carrés de 2,5 cm - 1 petit bouquet de persil plat frais - 1 cuillère à soupe de jus de citron",• Préchauffer le four à 200 C (375 F).,22,36,58,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1484060227601-NHYIZA81GGGRYL435AAV/image-asset.jpeg,https://www.mymoroccanfood.com/home/ras-el-hanout-and-dates-hotdish
Kalinte,"1 œuf - 80 ml d'huile d'olive - 1 cuillère à café de sel - 620 ml d'eau - 200 g de farine de pois chiches divisée - 125 ml de lait, n'importe quel type - 1 cuillère à café de levure chimique - Salade marocaine de tomates et de concombres, si désiré",• Préchauffer le four à 200 C (400 F).,28,81,109,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1483463983043-L9X2KD7GGITQU57W4XM9/image-asset.jpeg,https://www.mymoroccanfood.com/home/kalinte
"Tajine de dinde, canneberges et châtaignes","4 cuillères à soupe d'huile d'olive - 4 gros oignons (environ 800 gr), hachés - 2,5 kg de morceaux de dinde (voir notes) - 1 ½ cuillère à soupe d'ail finement haché (environ 6 gousses) - 2 cuillères à café de curcuma moulu - 2 cuillères à café de gingembre moulu - 1 cuillère à café cumin moulu - 1 ½ cuillère à café de sel ou plus au goût - ¼ de poivre noir moulu - 1 gros bouquet de coriandre ficelée - 150 g de canneberges séchées et plus pour la garniture - 400 g de châtaignes cuites (voir notes) - 2 cuillères à soupe de ciboulette hachée pour la garniture","• Dans une grande cocotte, faites chauffer l'huile d'olive et ajoutez les oignons à feu moyen. Couvrir avec un couvercle et laisser les oignons jusqu'à ce qu'ils soient tendres et translucides, environ 15 min. Cela permettra de faire suer les oignons.",24,89,113,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1481813380844-2BTKIFRWEAHHZW27912T/image-asset.jpeg,https://www.mymoroccanfood.com/home/turkey-cranberry-and-chestnut-tagine
Mini Cheesecakes au Coulis de Fraises et Rose,90 g de biscuits digestifs (environ 10 biscuits) - 50 g de beurre doux - une pincée de cannelle - une pincée de sel - 200 g de fromage frais entier - 150 g de mascarpone  - 110 g (1/2 tasse) de sucre en poudre - 1 cuillère à soupe de jus de citron - 1 ½  cuillère à café d'extrait de vanille - 2 cuillères à café de gélatine en poudre - Fraises hachées pour la garniture - Pétales de roses séchées pour la garniture,• Placez les biscuits dans un robot culinaire et mixez jusqu'à obtenir une chapelure fine.,32,90,122,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1480435269890-6Y44FI69KPO9MWU6HJFL/image-asset.jpeg,https://www.mymoroccanfood.com/home/mini-cheesecakes-with-strawberry-and-rose-coulis
"Merguez, farce aux noix et raisins secs","2 cuillères à soupe de graines de fenouil - 2 cuillères à soupe de graines de cumin  - 2 cuillères à soupe de graines de coriandre - 250 g d'agneau haché, 20 % de matière grasse  - 250 g de bœuf haché, 20 % de matière grasse - 1 cuillère à soupe d'ail finement haché (environ 4 gousses) - 2 cuillères à soupe de coriandre fraîche hachée - 1 à 2 cuillères à café de poivre de Cayenne - 4 cuillères à café de paprika - 1 cuillère à soupe de sucre en poudre - 1 cuillère à soupe de menthe séchée - 1 cuillère à café de sel ou plus au goût - ½ cuillère à café de poivre noir","• Préparez la viande de merguez. Faire griller les graines de fenouil, de cumin et de coriandre dans une poêle à feu moyen pendant 3 à 4 minutes jusqu'à ce qu'elles soient parfumées. Utilisez un mortier et un pilon pour broyer grossièrement les graines. Vous pouvez également utiliser un robot culinaire.",30,73,103,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479995418301-XQU99GRHL6ZOCMEZR6KH/image-asset.jpeg,https://www.mymoroccanfood.com/home/merguez-walnuts-and-raisins-stuffing
Tajine de Poisson Rapide à la Chermoula + une Vidéo,½ tasse de chermoula - 2 courgettes finement tranchées - 2 poivrons (n'importe quelle couleur) finement tranchés ou effeuillés - 2 filets de poisson type daurade ou bar - 80 g de couscous - 2 cuillères à soupe d'huile d'olive - Sel pour assaisonner - 4 petits citrons confits (ou 1 gros citron confit) haché grossièrement - Coriandre pour la garniture,•  Préchauffez le four à 180 °C (350 F). Préparez la chermoula et recouvrez les filets de poisson avec la moitié de chermoula et réservez au réfrigérateur jusqu'au moment de l'utiliser.,16,76,92,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479753993824-8WZGEGEWO0ZCYDFKOL3N/image-asset.jpeg,https://www.mymoroccanfood.com/home/quick-fish-tagine-with-chermoula
Gâteau étagé au chocolat avec crème au beurre Ras El Hanout + poires pochées,"Beurre non salé pour graisser - 85 g (¾ tasse) de cacao en poudre - 180 ml (¾ tasse) d'eau - 120 g de chocolat haché - 320 g de farine ordinaire - 1½ cuillère à café de bicarbonate de soude - ¼ cuillère à café de sel - 400 g (2 tasses) de sucre - 180 g de beurre non salé , ramolli - 5 gros œufs - 240 ml de lait entier divisé",• Préchauffer le four à 180 C (350 F). Beurrer deux moules à gâteau de 20 cm (8 pouces) et tapisser leur fond de papier sulfurisé.,13,34,47,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1478742507606-CVEFLZGS1DFZWEW4ZHCH/image-asset.jpeg,https://www.mymoroccanfood.com/home/chocolate-layer-cake-with-ras-el-hanout-buttercream
Tajine d'agneau aux coings (Agneau Mkalli aux coings),"2 cuillères à soupe d'huile d'olive - 4 gros oignons (environ 800 g), hachés  - 300 ml de bouillon de légumes  - 1 cuillère à soupe d'ail finement haché (environ 4 gousses) - 1 cuillère à café de curcuma moulu - 1 cuillère à café de gingembre moulu - 1 cuillère à café de sel ou plus au goût - Une pincée généreuse safran  - 1,2 kg de filets de cou d'agneau (ou tout type de viande à ragoût) parés et coupés en morceaux de 5 cm - 1 gros bouquet de coriandre ficelé et plus pour la garniture","• Dans une grande cocotte, faites chauffer l'huile d'olive et ajoutez les oignons à feu moyen. Couvrir avec un couvercle et laisser les oignons jusqu'à ce qu'ils soient tendres et translucides, environ 15 min. Cela permettra de faire suer les oignons. Ajoutez l'ail, les épices et la viande. Cuire 5 à 7 min en retournant la viande de temps en temps.",19,88,107,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1477440150393-GJWC5B6S52UONA8CLW70/image-asset.jpeg,https://www.mymoroccanfood.com/home/lamb-tagine-with-quince
Salade De Chèvre Chaud Amlou,120 g de laitue frisée (ou tout type de laitue) - 4 petites tranches de pain - 4 rondelles de chèvre (ou 4 grosses tranches de chèvre coupées dans une bûche) - 2 pommes (tout type sauf granny smith) - 80 ml d'amlou,• Préchauffez votre grill ou votre four grill à son réglage le plus élevé.,15,30,45,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476978708366-EZ7Z10FUOGBPAMJ79FRG/image-asset.jpeg,https://www.mymoroccanfood.com/home/amlou-warm-goats-cheese-salad
"Figues, dattes et chutney d'harissa","200 g d'oignons rouges tranchés - 300 g de tomates épépinées et hachées grossièrement - 250 g de figues, tiges enlevées et hachées grossièrement - 140 g de dattes dénoyautées et hachées finement - 70 ml de vinaigre de cidre de pomme - 2 cuillères à café de harissa ou plus au goût  - 1 ½ cuillère à café d'ail finement haché - 1 cuillère à café de sel - Une généreuse pincée de safran",• Placez tous les ingrédients dans une poêle profonde et mélangez bien à feu moyen-doux. Laisser mijoter 40 minutes jusqu'à ce que tous les liquides se soient évaporés. Transférez dans un pot propre et laissez refroidir avant de conserver au réfrigérateur. À déguster avec vos fromages préférés ou en tartinade dans un sandwich.,17,72,89,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476273889046-OS95NJUZSWYG1T8T9ZNO/image-asset.jpeg,https://www.mymoroccanfood.com/home/figs-dates-and-harissa-chutney
Krachel - Petits pains sucrés à l'anis et aux graines de sésame,2 cuillères à café de levure sèche active - 60 g de sucre en poudre - 300 g de farine - 2 cuillères à soupe de graines de sésame grillées et plus pour la garniture - 1 cuillère à café d'anis - 1/2 cuillère à café de sel - 1 œuf - 80 à 120 ml de lait tiède - 50 g de beurre doux fondu - 1 cuillère à soupe eau de fleur d'oranger - 1 jaune d'oeuf pour badigeonner,• Activez la levure sèche en ajoutant ¼ cuillère à café de sucre et une cuillère à soupe d'eau tiède dans un petit bol. Remuer avec une fourchette et laisser reposer 5 à 10 minutes jusqu'à ce qu'il soit mousseux.,16,46,62,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474988058682-54LXUPD5WFNUNDFZHQHU/image-asset.jpeg,https://www.mymoroccanfood.com/home/krachel-aniseed-and-sesame-seed-sweet-buns
Burger de poulet chermoula + salade de chou harissa et orange,grand-mère,• Activez la levure sèche en ajoutant ¼ cuillère à café de sucre et une cuillère à soupe d'eau tiède dans un petit bol. Remuer avec une fourchette et laisser reposer 5 à 10 minutes jusqu'à ce qu'il soit mousseux.,0,0,0,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474477550866-HA0FITEYS3RRXK8KRP0I/image-asset.jpeg,https://www.mymoroccanfood.com/home/chermoula-chicken-burger-harissa-and-orange-coleslaw
Comment on cuisine et ce qu'on a mangé cet été – édition Maroc + 3 non recettes,Huile d'olive - 1 gros poisson - Courgettes tranchées  - Herbes hachées - Ail (finement haché ou pressé) - Sel et poivre,"• Dans une grande casserole (à tajine), faites chauffer l'huile d'olive et réduisez le feu à moyen-doux. Transférer le reste des ingrédients et couvrir jusqu'à ce que le poisson soit cuit. Vérifiez la cuisson de temps en temps. Le moment variera en fonction de la taille du poisson.",17,34,51,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473943864223-IS67YGD9899OCPT0U948/image-asset.jpeg,https://www.mymoroccanfood.com/home/how-we-cook-and-what-we-ate-this-summer-morocco-edition
Basbousa au babeurre et aux amandes avec sirop d'orange et de cardamome,400 g de farine de semoule - 150 g de farine d'amande - 50 g de sucre en poudre - une pincée de sel - 100 g de beurre fondu non salé - 250 ml de babeurre - 2 cuillères à café de bicarbonate de soude,• Préchauffer le four à 200 C (390 F).,15,34,49,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473261470383-JY1T62WAXD63XKHB5VL6/image-asset.jpeg,https://www.mymoroccanfood.com/home/almond-basbousa-orange-and-cardamom-syrup
Salade de betteraves à l'avocat haché,"6 betteraves moyennes cuites et pelées - 2 avocats - 2 petites échalotes - 4 cuillères à soupe d'huile d'olive - 2 cuillères à soupe de persil frais finement haché et un peu plus pour la garniture, si désiré. - 1 cuillère à café de cumin moulu - Sel et poivre au goût - Le jus d'un demi citron - 2 cuillères à soupe de vinaigre de vin blanc",• Hachez grossièrement les betteraves et les avocats en petits morceaux (2 cm x 2 cm). Placer dans un grand bol.,27,29,56,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1471614233303-KTS0WC578E2ZGDHY0Y93/image-asset.jpeg,https://www.mymoroccanfood.com/home/beetroot-salad-chopped-avocado
Tajine De Sardines,"1 kg de sardines fraîches, désossées et nettoyées (têtes enlevées) - 1 tasse de chermoula - 3 cuillères à soupe de chair de citron confit - 3 grosses pommes de terre tranchées finement - 3 poivrons (de n'importe quelle couleur), épépinés et coupés en rondelles - 3 grosses tomates tranchées - 1 grosse courgettes, tranchées   - Tranches de citron (ou citron confit haché) pour la garniture - Coriandre hachée pour la garniture",• Hachez finement la chair des citrons confits et mélangez-la à la chermoula.,17,60,77,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455323393015-8B6NME9WKA9F3TJXUC1L/image-asset.jpeg,https://www.mymoroccanfood.com/home/sardine-tagine-with-charmoula
Tartare de thon chermoula sucré avec nouilles de concombre,"500 g de steaks de thon (qualité sushi), coupés finement en dés (1 cm x 1 cm) - 3 gros concombres - Le zeste d'un citron et 1 cuillère à soupe de graines de sésame grillées pour la garniture","• Pour faire la chermoula, mélangez tous les ingrédients de la chermoula et remuez jusqu'à consistance lisse.",11,81,92,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470917876126-L2KZSB5T6R6HSTDEMF0G/image-asset.jpeg,https://www.mymoroccanfood.com/home/sweet-chermoula-tuna-tartare-with-cucumber-noodles
FroYo Sucettes glacées à la limonade à la fleur d'oranger,"600 g de yaourt grec nature (2 tasses) - 300 g de sucre en poudre - 240 ml de jus de citron (jus de 6 à 8 citrons selon la taille), (1 tasse) - 2 cuillères à soupe de fleur d'oranger - 1 tasse de marmelade ou confiture d'agrumes (tout type ; orange, citron, pamplemousse, etc.) - Topping optionnel : chocolat noir fondu et noix de coco desséchée","• Dans un grand récipient, mélangez tous les ingrédients jusqu'à obtenir une consistance lisse. Utilisez un mixeur ou un tamis pour vous assurer qu'il ne reste plus de grumeaux.",14,64,78,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470321863438-9PUU97Y5J38216QQ1EH8/image-asset.jpeg,https://www.mymoroccanfood.com/home/froyo-orange-blossom-lemonade-popsicles
Harissa,"500 g de poivrons rouges - 1 à 4 piments (tout type), selon le piquant de votre harissa - 5 gousses d'ail - 4 cuillères à soupe d'huile d'olive et plus pour la conservation - ·1 cuillère à café de sel ou plus au goût",• Préchauffer le four à 120 C (250 F),18,36,54,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1468317034438-040ENMIY6LNYFJW13WDH/image-asset.jpeg,https://www.mymoroccanfood.com/home/harissa
Msemen,150 g de farine nature et plus pour pétrir - 150 g de farine de semoule et plus pour fariner  - ½ cuillère à café de sel - 120 à 170 ml d'eau tiède - 4 cuillères à soupe d'huile végétale divisées - 20 g de beurre fondu,"• Dans un grand bol, mélangez toutes les farines, le sel, 120 ml d'eau tiède et 2 cuillères à soupe d'huile végétale pour former une pâte. Si le mélange est trop sec et que vous n’arrivez pas à former une pâte, ajoutez quelques cuillères à soupe d’eau petit à petit. Assurez-vous de ne pas ajouter trop d'eau à la pâte car cela la rendra très collante et vous ne pourrez pas la pétrir. Si cela se produit, ajoutez un peu de farine. Lorsque votre pâte est bien cuite, farinez légèrement un plan de travail et pétrissez pendant 15 minutes jusqu'à ce qu'elle soit légère et molle.",18,23,41,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1457392117913-XIENYPJFTZ6JKE28MUFI/image-asset.jpeg,https://www.mymoroccanfood.com/home/msemen-rghaeif
