,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
97, Couscous with Dried Dates Couscous with Dried Dates ,Deselect All 1 cup water 1 cup chicken stock or broth 1 tablespoon olive oil 1/4 cup finely chopped dried dates 1 cup quick-cooking couscous Salt and freshly ground black pepper,"Bring the water, stock, and oil to a boil in a small saucepan over medium heat. Add the dates followed by the couscous. Cover the pan tightly with a lid, remove from the heat, and allow to sit for 5 minutes. Fluff with a fork and season with salt and pepper, to taste. Transfer to a serving bowl and serve.",44,54,98,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2009/11/24/0/0132673_couscous-with-dates_s4x3.jpg.rend.hgtvcom.476.357.suffix/1388516640999.jpeg,https://www.foodnetwork.com/recipes/melissa-darabian/couscous-with-dried-dates-recipe-1948462
98," Couscous with Currants, Almonds, and Parsley Couscous with Currants, Almonds, and Parsley ","Deselect All 2 cups instant couscous 1/4 cup currants 1/4 cup sliced almonds, toasted 1/4 chopped flat-leaf parsley Salt and freshly ground black pepper","Check couscous package instructions to see how much boiling water you will need. Place couscous and currants in a large bowl. Pour boiling water over top, cover, and let stand for 5 minutes. Remove cover, add toasted almonds and parsley, and fluff with a fork until combined. Season with salt and pepper, to taste. Serve hot or at room temperature.",66,82,148,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2006/9/15/0/sh0611_couscous_final.jpg.rend.hgtvcom.476.357.suffix/1385136927565.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/couscous-with-currants-almonds-and-parsley-recipe-1946469
99, Salted Preserved Lemons Salted Preserved Lemons ,Deselect All Fennel seeds Cinnamon stick Coriander seeds Peppercorns Bay Leaf Sea salt Large fat Lemons (preferably Sicilian ones with the leaves still attached),"In a bowl mix the spices into the sea salt. Cut a cross into the lemons -- almost to the base, but so that the quarters stay together. Push the seasoned salt into the lemon segments and pack the lemons as tightly as possible into an airtight jar. The less space there is between the lemons the more attractive it will look and you won't need to use so much salt. The lemons will be ready after one month of preserving, and will last for about 2 years. Tips:The peel is edible This also works very well with limes You could preserve oranges like this too -- but there are not so many recipes which use them You must use sea salt not table salt -- table salt is too chemical and harsh Uses:For seasoning rice and couscous -- it works like salt and makes the rice and couscous lemon scented Put chicken/fish into a foil bag and bake with the lemon salt Use to season stews and soups ;",60,57,117,,https://www.foodnetwork.com/recipes/jamie-oliver/salted-preserved-lemons-recipe-1955868
100, Grilled Chicken Couscous with Apricots and Pistachio Grilled Chicken Couscous with Apricots and Pistachio ,"Deselect All Couscous: 1 teaspoon kosher salt 1/4 teaspoon ground cumin 1/4 teaspoon ground black pepper 1 1/2 cups instant couscous 1/2 cup chopped pistachios 1/4 cup finely chopped fresh mint 1/4 cup finely chopped fresh flat-leaf parsley Freshly grated lime zest, as needed Apricot-Balsamic Glaze: 2 cups balsamic vinegar 2 tablespoons apricot jam  Chicken and Apricots: 4 boneless, skinless chicken breasts (6 to 8 ounces each) 6 fresh apricots or 3 nectarines, cut in half and pits removed  Canola oil, for brushing Kosher salt and freshly ground black pepper Kosher salt and freshly ground black pepper","For the couscous: Put 1 1/2 cups water, the salt, cumin and pepper in a small saucepan over high heat and bring to a boil. Stir in the couscous, remove from the heat, cover and let sit until the water is absorbed and the couscous is tender, about 5 minutes. Transfer the couscous to a bowl, fluff with a fork and add the pistachios, mint, parsley and lime zest to taste. Set aside. For the apricot-balsamic glaze: Put the vinegar in a small saucepan and cook over medium-high heat until reduced to 1/2 cup. Whisk in the apricot jam and let cool slightly. For the chicken and apricots: Heat a charcoal or gas grill to high for direct grilling. Brush the chicken and apricots with oil and sprinkle with salt and pepper. Grill the chicken until golden brown and slightly charred on both sides and just cooked through, about 9 minutes total. Let rest for 5 minutes before slicing. Grill the apricots cut-side down until golden brown and slightly charred; turn over and grill until just heated through. Slice into wedges. Transfer the couscous to a plate and arrange the chicken and apricots on top. Drizzle with the apricot-balsamic glaze.",84,94,178,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2013/8/7/0/QF0309H_grilled-chicken-couscous-with-apricots-and-pistachio-recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1377803651790.jpeg,https://www.foodnetwork.com/recipes/grilled-chicken-couscous-with-apricots-and-pistachio-2141389
101, Grilled Lamb Chops with Charmoula Grilled Lamb Chops with Charmoula ,"Deselect All 2 teaspoons salt 2 teaspoons ground cumin 1 teaspoon sweet paprika 1/2 teaspoon cayenne 2 racks lamb, frenched and cut into double rib portion Olive oil For the Charmoula: 2 small red onions, chopped 1 bunch parsley, stems removed 1 bunch cilantro, stems removed 2 garlic cloves, minced 1/2 cup olive oil 1 lemon, zested and juiced Salt and freshly ground black pepper","Have the grill preheated to medium-high heat. In a small bowl combine the salt, cumin, paprika, and cayenne. Sprinkle half of the spice mixture over the chops and let sit at room temperature for 30 minutes. For the Charmoula: In a food processor or blender, add the remaining spice mixture, the onions, parsley, cilantro, garlic, olive oil, lemon zest and juice. Blend until smooth and season with salt and pepper, to taste. Set aside. Brush the chops with olive oil and put on the grill. Grill until the lamb is medium-rare, about 4 to 6 minutes on each side. Transfer the chops to a serving platter and serve with the charmoula.",28,48,76,http:////food.fnr.sndimg.com/content/dam/images/food/video/0/01/013/0136/0136019.jpg.rend.hgtvcom.476.357.suffix/1660622353838.jpeg,https://www.foodnetwork.com/recipes/guy-fieri/grilled-lamb-chops-with-charmoula-recipe-1948592
102," Grilled Lamb Chops with a Butternut Squash Ring, Couscous, Asparagus Grilled Lamb Chops with a Butternut Squash Ring, Couscous, Asparagus ","Deselect All For the Lamb:  2 1/2 domestic large eye lamb racks 2 cups olive oil 4 sprigs rosemary, roughly chopped 6 cloves garlic, peeled, roughly chopped Moroccan Spice Rub, recipe follows For the Squash Rings: 12 pieces baby sunburst squash, tops trimmed 2 tablespoons melted butter 1 tablespoon honey 1 tablespoon Moroccan Spice Rub 1 tablespoon fresh lemon juice 1 teaspoon lemon oil For the Asparagus: 20 asparagus, peeled up to the tips 1 bunch chives, blanched for 5 seconds, shocked in ice water Butter For the Couscous: 2 cups vegetable stock 1 teaspoon olive oil 1 teaspoon lemon zest 1 teaspoon salt 1 teaspoon Moroccan Spice Rub 2 cups Moroccan couscous Red Wine Sauce: 2 cups veal stock 1/2 cup port 1/2 cup merlot 2 bay leaves 6 sprigs fresh thyme 8 whole black peppercorns Moroccan Spice Rub: 2 teaspoons coriander seeds 2 teaspoons cumin seeds  1 teaspoon fennel seeds  1 teaspoon turmeric  2 teaspoons kosher salt  2 teaspoons freshly ground black pepper  1 teaspoon ground cinnamon  1 teaspoon paprika  1/2 teaspoon cardamom","For the Lamb: Trim all fat from the lamb racks and cut each lamb rack into 4 pieces. Marinate the lamb in the olive oil, rosemary, and garlic for at least 1 day and up to 7 days, refrigerated. Remove the lamb from the marinade and remove all the rosemary and garlic sticking to the meat. Use 1 tablespoon of the spice rub to coat the racks. Grill the racks over high heat for 3 minutes on both sides. At this point lamb can be finished in a 400-degree oven in about 5 minutes for medium rare. For the Squash Rings: Preheat the oven to 350 degrees F. Peel the squash. Starting at the top of the squash cut horizontally through squash at 1-inch intervals until you have 4 pieces. Using a pastry ring cutter remove inside of each piece so that you have a ring. Place rings in a baking dish. In a bowl combine the butter, honey, 1 tablespoon of the spice rub, lemon juice, and lemon oil. Pour over the squash rings. Cover with foil and bake for about 20 minutes or until the rings are soft. For the Asparagus: In boiling water blanch asparagus for about 2 minutes or until al dente. Shock in an ice bath. Use the chives as string to tie bundles of 5 asparagus together. When ready to serve saute the bundles in butter just until warmed through. For the Couscous: In a small pot bring the vegetable stock, 1 teaspoon olive oil, lemon zest, 1 teaspoon salt, and 1 teaspoon of the spice rub to a boil. Add couscous, stir, cover, and remove from heat. Couscous will be ready in about 5 minutes. For the Red Wine Sauce: Reduce all ingredients to a nice consistency and strain through a chinois. Serve the lamb with the Squash Rings, Asparagus, Couscous and Red Wine Sauce. Moroccan Spice Rub: For the Moroccan Spice Rub: Toast the coriander, cumin, fennel and grind in a spice grinder to a powder and add to the other spices. Mix well.",69,91,160,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/11/6/0/BH0108_Grilled-Lamb-Chops.jpg.rend.hgtvcom.476.357.suffix/1383002735530.jpeg,https://www.foodnetwork.com/recipes/grilled-lamb-chops-with-a-butternut-squash-ring-couscous-asparagus-recipe-2095601
103, Pan-Fried Lamb Chops with Harissa Pan-Fried Lamb Chops with Harissa ,"Deselect All Harissa Sauce: 2 red bell peppers 1 teaspoon cumin seeds 1 tablespoon coriander seeds 1 teaspoon caraway seeds 1 garlic cloves 2 small fresh red chiles, chopped 1 teaspoon kosher salt 3 tablespoons extra-virgin olive oil 1/2 lemon, juiced Bulgur Wheat Salad, recipe follows Extra-virgin olive oil 6 double lamb chops, frenched Kosher salt and freshly ground black pepper Cilantro Bulgur Wheat Salad: 2 1/2 cups boiling water 1 cup medium-grind bulgur wheat 1/2 lemon, juiced Kosher salt 1 cup dried figs 1 tablespoon honey 1 teaspoon lemon juice 1/4 cup hot water 1/2 cup smoked almonds 1/2 cup chopped green onions 1/2 cup chopped cilantro leaves 1/2 cup chopped fresh flat-leaf parsley 1/2 cup chopped fresh mint leaves 2 tablespoons extra-virgin olive oil Ground black pepper Lemon juice, if needed","Over open flame, place 2 red bell peppers. Allow to roast until charred. Wrap in plastic wrap and allow to sit for 10 minutes. Scrape charred skin off peppers. Gather the cumin, coriander and caraway in a small skillet and toast over low heat until fragrant. Then grind to a powder in spice mill or a clean coffee grinder. Put the peppers into a food processor along with the spices, garlic, chiles, salt, olive oil, and lemon juice and pulse to puree. Sprinkle olive oil over lamb chops on both sides and season with salt and pepper. Put chops on grill pan preheated over medium-high heat. Cook for 8 1/2 minutes per side for medium-rare. Serve the chops with the harissa and the Bulgur Wheat Salad. Garnish with cilantro. Bulgur Wheat Salad: Yield: 4 to 6 servings Toast bulgur in dry pan over medium-low heat for 5 minutes and add in the juice of 1/2 lemon. In medium bowl, pour the boiling water over the bulgur. Stir in 1/2 teaspoon salt. Cover with a piece of plastic wrap, and let stand until the bulgur has absorbed all of the liquid and is tender, about 15 to 20 minutes. In small bowl, combine figs, honey, 1 teaspoon lemon juice and 1/4 cup hot water and cover with plastic wrap. Allow to sit for 10 to 20 minutes. Fluff bulgur and stir strained figs and almonds. Add chopped scallions, cilantro, parsley, mint and olive oil. Season with salt, pepper and lemon juice, to taste. Stir to combine.",108,33,141,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/4/27/0/TU0508_Pan-Fried-Lamb-Chops-with-Harissa.jpg.rend.hgtvcom.476.357.suffix/1371585924589.jpeg,https://www.foodnetwork.com/recipes/pan-fried-lamb-chops-with-harissa-recipe-1910632
104, Couscous with Apricots Couscous with Apricots ,"Deselect All 1 1/2 cups couscous 2 cups hot chicken stock 10 dried apricots, chopped 2 scallions, sliced thin, green parts only 1 orange, juiced 2 tablespoons extra-virgin olive oil Kosher salt and freshly ground black pepper 2 tablespoons chopped fresh parsley leaves, for garnish","Put the couscous in a medium bowl; pour the hot stock over it and stir to combine. Cover and let sit for 10 to 15 minutes. Uncover and fluff with a fork. Add the apricots, scallions, and orange juice; drizzle with olive oil and season with salt and pepper. Toss gently to combine. Garnish with chopped parsley.",117,23,140,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2004/6/24/0/fo1e03_couscous_apricots.jpg.rend.hgtvcom.476.357.suffix/1385517704711.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/couscous-with-apricots-recipe-1942845
105, Brick Chicken with Apricot Couscous Brick Chicken with Apricot Couscous ,"Deselect All 2 tablespoons cumin seed 2 tablespoons whole coriander 2 cinnamon sticks 1 teaspoon sweet paprika 1 teaspoon cayenne 1 teaspoon kosher salt 1/4 cup olive oil 1 lemon, juiced 1 whole free-range chicken (3 pounds), split (see directions below or have butcher split chicken for you) Extra-virgin olive oil Mint Yogurt Dressing. recipe follows Apricot Couscous, recipe follows Mint Yogurt Dressing: 1 1/2 cups plain yogurt 1/2 bunch chopped fresh cilantro leaves 1/2 bunch fresh mint leaves 2 green onions, green parts only 2 tablespoons honey 1 lemon, juiced Extra-virgin olive oil Salt and pepper Apricot Couscous: Extra-virgin olive oil 1 small red onion, small dice 1/4 cup dried apricots, coarsely chopped 1/4 cup whole almonds toasted, coarsely chopped 1 cup couscous 1 1/2 cups chicken stock, warm 1/2 teaspoon lemon zest 2 scallions green parts only 1/4 cup fresh mint leaves, roughly chopped 1/2 bunch fresh cilantro leaves, roughly chopped plus leaves for garnish Kosher salt and freshly ground black pepper","Toast cumin, coriander and cinnamon in a medium saucepan over low heat until fragrant. In a clean spice grinder or coffee grinder, blend spices until fine. Add the toasted spices to a bowl with paprika and cayenne. Season with kosher salt. Stir in the olive oil and lemon juice.  Prepare chicken by splitting it down the back and removing the backbone, breast bone and rib cage. Lay the chicken out flat and rub the blended spices all over. Marinate for up to 4 hours or overnight.  Preheat oven to 375 degrees F.  Heat a large cast iron skillet (or other heavy oven-proof pan) over medium-high heat. When hot, add a 2 count of extra-virgin olive oil and place the chicken skin side down in the pan. Cover it with a second cast iron pan (you could also use a more traditional foil-wrapped brick) immediately so the skin doesn't have time to contract. Reduce the heat to medium and cook for 10 to 15 minutes until chicken is golden brown and has a nice crust. Finish cooking in the oven for a further 20 to 25 minutes. Internal temperature between the leg and thigh should register 165 degrees F on an instant-read thermometer, when cooked through. Serve with Mint Yogurt Dressing and Apricot Couscous.  Mint Yogurt Dressing: While chicken is cooking, combine yogurt, cilantro, mint, green onions, honey, lemon juice, extra-virgin olive oil, and salt and pepper, to taste, in a blender. Blend until mixture is fully combined and has a smooth consistency.  Apricot Couscous: Yield: 4 to 6 servings In a medium saucepan add a 2 count of extra-virgin olive oil. Add the red onion, apricots and almonds and saute gently over low heat until translucent and slightly fragrant. Add the couscous then dump in the warm chicken broth. Stir with a fork to combine, add lemon zest and cover. Let sit for 10 minutes, then uncover and add the scallions, mint, and cilantro. Fluff again with a fork. Season, to taste, with salt and pepper. Toss gently to combine.  Serve family-style on a large platter and garnish with fresh cilantro.",63,81,144,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/4/14/0/TU0501_Brick-Chicken-with-Apricot-Couscous.jpg.rend.hgtvcom.476.357.suffix/1371585595316.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/brick-chicken-with-apricot-couscous-recipe-1910330
106, Lamb Loin with Spicy Date Glaze Lamb Loin with Spicy Date Glaze ,"Deselect All 2 tablespoons canola oil, plus more for brushing 1 small Spanish onion, chopped 2 cloves garlic, chopped 3/4 cup low-sodium chicken broth 1/2 cup ketchup 2 tablespoons apple cider vinegar 1/2 teaspoon ground ginger 1/8 teaspoon cayenne powder 12 pitted dates, coarsely chopped 3 whole cloves 1 cinnamon stick Clover honey, as needed 3 tablespoons chopped fresh cilantro, plus whole leaves, for garnish Kosher salt and freshly ground black pepper 1 1/2 pounds lamb loin","Heat the oil in a medium saucepan over medium heat. Add the onions and cook until lightly golden brown. Add the garlic and cook for 30 seconds. Add the chicken broth, 3/4 cup water, the ketchup, vinegar, ginger, cayenne, dates, cloves, cinnamon stick and honey to taste and cook until the dates are very soft and the mixture has reduced slightly. Transfer to a blender and blend until smooth. Add the chopped cilantro and salt and pepper to taste and pulse to incorporate. Transfer to a bowl and let cool. Remove 1/4 cup for garnish. Heat a charcoal or gas grill to medium-high for direct grilling. Brush the lamb with oil on both sides and sprinkle with salt and pepper. Grill, brushing with the glaze and turning once or twice, until cooked to medium-rare, about 10 minutes total. Remove and let rest before slicing. Place the lamb slices on a platter, drizzle with the reserved glaze and garnish with cilantro leaves.",113,45,158,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2013/8/7/0/QF0309H_lamb-loin-with-spicy-date-glaze-recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1377803651798.jpeg,https://www.foodnetwork.com/recipes/lamb-loin-with-spicy-date-glaze-2141391
107," Morrocan Chili and 10,000 Grains of Sand Morrocan Chili and 10,000 Grains of Sand ","Deselect All 2 tablespoons extra-virgin olive oil 2 pounds ground lamb Salt and freshly ground black pepper 2 tablespoons chili powder 1/2 tablespoon ground cumin 1 tablespoon ground coriander 1/4 teaspoon ground cinnamon 1/2 teaspoon paprika 1 bay leaf 1 large onion, chopped 1 green bell pepper, seeded and chopped 2 cloves garlic, finely chopped 1 lemon, zested and juiced 2 tablespoons Worcestershire sauce, eyeball it 1 (14-ounce) can tomato sauce 2 tablespoons butter 1 1/2 cups chicken stock A handful golden raisins 4 apricots, chopped 1 1/2 cups couscous 3 to 4 tablespoons toasted pine nuts A handful fresh parsley leaves, chopped A handful fresh mint leaves, chopped 3 tablespoons finely chopped chives 8 pita breads, cut into wedgesfor scooping","Preheat oven to 400 degrees F. Heat skillet with extra-virgin olive oil, add meat and brown. Season the meat with salt and pepper, to taste, chili powder, cumin, coriander, cinnamon and paprika. Add the bay leaf, onions, bell pepper and garlic to the pan. Cook until onions are soft, 8 minutes. Add lemon juice and zest, Worcestershire sauce and tomato sauce. Stir and reduce heat to simmer. Bring butter and stock to a boil in a pot with tight fitting lid. Add dried fruit and couscous, stir then turn off heat and set lid in place. Let stand 5 minutes. Add nuts and herbs and toss with fork. Toast pita wedges in hot oven or under broiler. Pile chili in bowls, top with ""sand"" and serve with pita wedges for scooping.",79,14,93,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2007/10/1/0/TM1504_Morrocan_Chili_and_chips.jpg.rend.hgtvcom.476.357.suffix/1384957303561.jpeg,https://www.foodnetwork.com/recipes/rachael-ray/morrocan-chili-and-10000-grains-of-sand-recipe-1950447
108," Artichoke, Onion, and Potato Hash Artichoke, Onion, and Potato Hash ","Deselect All Salt 8 medium fingerling potatoes, halved lengthwise 3 tablespoons olive oil 6 cipollini onions, peeled, sliced in half along equator 1 (15-ounce) jar artichokes, (not marinated), with stems, drained, roughly chopped Freshly ground black pepper 5 garlic cloves, smashed 2 sprigs thymes, leaves chopped 1/2 cup chicken stock 1 tablespoon apple cider vinegar Chopped parsley leaves, for garnish","Bring a large pot of salted water to a boil over medium heat. Add the potatoes and cook until just tender. Drain and turn out onto a cutting board. Smash the potatoes with the side of a large knife or spatula. Heat a large cast iron skillet over medium-high heat and add the olive oil. When the pan is very hot, but not smoking, add the cipollini onions, and cook until starting to caramelize, about 4 to 5 minutes Add in the drained artichokes and season with salt and pepper, to taste. Cook for 2 to 3 minutes before turning them so that they will caramelize. Add the potatoes and cook until the potatoes are starting to brown, then stir in the garlic and the thyme. Slowly pour in the chicken stock, scraping up the bits from the bottom of the pan. Sprinkle with the vinegar and adjust seasoning with salt and pepper, if necessary. Transfer to a platter and garnish with chopped parsley.",104,78,182,,https://www.foodnetwork.com/recipes/guy-fieri/artichoke-onion-and-potato-hash-recipe-1948725
109," Pistachio, Garlic and Mint Couscous Pistachio, Garlic and Mint Couscous ","Deselect All 1/3 cup shelled pistachio nuts 2 tablespoons EVOO 2 cloves garlic, grated or finely chopped 1 1/2 cups chicken stock 1 1/2 cups couscous Salt and pepper 1 cup loosely packed fresh mint leaves","Toast the nuts in a saucepot suitable for rice. Remove to a food processor and finely chop. Reserve. Add the EVOO and garlic to the pot and stir 1 to 2 minutes. Add the stock and bring to a boil. Stir in the couscous, cover the pot, turn off the heat and let stand 5 minutes. Meanwhile, pulse-chop the mint in food processor very fine. Stir the mint and reserved ground nuts into the couscous as you fluff with a fork.",23,58,81,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2011/6/27/0/TM2521_pistachio-garlic-and-mint-couscous_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371597546240.jpeg,https://www.foodnetwork.com/recipes/rachael-ray/pistachio-garlic-and-mint-couscous-recipe-1924988
110, Curry Hummus Flat Bread with Tomato Chutney Curry Hummus Flat Bread with Tomato Chutney ,"Deselect All Tomato Chutney: 2 tablespoons canola oil 1/2 yellow onion, thinly sliced 3 cloves garlic, minced 2 pints grape tomatoes 1/4 cup apple cider vinegar 3 tablespoons light brown sugar Pinch of allspice Pinch of cinnamon Salt and freshly ground pepper 2 tablespoons chopped fresh cilantro Hummus: 2 tablespoons canola oil 1/2 small yellow onion, finely diced 2 teaspoons mild curry powder 1/8 teaspoon cayenne powder Two 15-ounce cans chickpeas, drained, rinsed and drained again 1/3 cup tahini 2 tablespoons olive oil 1 to 2 teaspoons honey Salt and freshly ground pepper 1/4 cup chopped fresh parsley Lemon juice, as needed 6 pieces naan Canola oil, for brushing","For the tomato chutney: Heat the oil in a large saute pan over medium heat. Add the onions and cook until very soft and slightly caramelized. Add the garlic and cook 30 seconds. Add the tomatoes, 1/4 cup water, the vinegar, sugar, allspice, cinnamon and salt and pepper to taste and cook until the tomatoes soften and the mixture thickens, about 15 minutes. Remove from the heat and stir in the cilantro. Let cool to room temperature. For the hummus: Heat the oil in a medium saute pan over medium heat. Add the onions and cook until soft. Stir in the curry powder and cook for 1 minute. Add 1 cup water and cook, stirring constantly, until the water has almost completely evaporated. Stir in the cayenne and cool briefly. Put the chickpeas, curried onions, tahini, olive oil, honey and some salt and pepper in a food processor and process until smooth. Add the parsley and pulse to incorporate. Season with the lemon juice and more salt and pepper if needed. Heat a charcoal or gas grill to high for direct grilling. Brush the naan with some of the canola oil and season with salt and pepper. Grill until golden brown on both sides and slightly charred. Spread each piece of naan with some of the hummus and top with some of the chutney.",92,113,205,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2013/8/7/0/QF0309H_curry-hummus-flat-bread-with-tomato-chutney-recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1377803651781.jpeg,https://www.foodnetwork.com/recipes/curry-hummus-flat-bread-with-tomato-chutney-2141390
111, Road to Morocco Lamb with Pine Nut Couscous Road to Morocco Lamb with Pine Nut Couscous ,"Deselect All 2 1/2 pounds boneless leg of lamb, cut into bite size pieces 1 rounded tablespoon grill seasoning (recommended: Montreal Steak Seasoning by McCormick) 2 teaspoons turmeric, 2/3 palm full 2 teaspoons cumin, 2/3 palm full 1 1/2 teaspoons coriander, 1/2 palm full 1 teaspoon paprika, 1/3 palm full 1/2 teaspoon cinnamon, eyeball it in your palm 1/4 teaspoon ground cloves, eyeball it in your palm 3 tablespoons extra-virgin olive oil, 3 turns of the pan 2 medium onions, thinly sliced 3 cloves garlic, chopped 20 to 24 pitted dates, halved, about 1 cup 1 quart chicken stock 2 tablespoons butter 3 tablespoons pine nuts, a generous palm full 2 cups couscous 4 scallions, chopped","Place lamb in a food storage bag. Combine the 7 spices in a small bowl. Sprinkle into the bag and seal bag. Shake and evenly coat the lamb pieces in the spices. Heat a large, deep skillet over medium-high to high heat. Add 3 tablespoons extra-virgin olive oil, 3 turns of the pan, then the lamb. Sear the lamb and caramelize the meat all over, 5 to 7 minutes. Add the onions and garlic and cook 5 minutes more. Add the dates and 2 cups of chicken stock to the pan and cover. Cook 7 to 8 minutes more to plump the dates and soften the onions. Remove cover and adjust seasonings. During the last 5 minutes the lamb has to cook, melt butter and toast pine nuts. Add 2 cups stock and bring to a boil. Remove pan from heat, add couscous and cover pan. Let stand 5 minutes. Remove lid and fluff with fork. Serve lamb over couscous in shallow dishes and garnish with chopped scallions.",27,108,135,,https://www.foodnetwork.com/recipes/rachael-ray/road-to-morocco-lamb-with-pine-nut-couscous-recipe-1945611
112, Toasted Couscous Salad Toasted Couscous Salad ,"Deselect All Vinaigrette: 2 tablespoons red wine vinegar 1 tablespoon honey 1/4 teaspoon Dijon mustard 1 clove garlic, minced 1/3 cup extra-virgin olive oil Kosher salt and freshly ground black pepper Couscous: 4 cups low-sodium chicken broth 2 cups couscous Kosher salt 1 1/2 cups cherry tomatoes, quartered 3/4 cup crumbled feta 1/4 cup rough chopped fresh Italian parsley 4 scallions, finely sliced 1 hothouse cucumber, seeded and chopped 1 small red onion, diced","For the vinaigrette: Combine the vinegar, honey, mustard and garlic in a large bowl. While whisking, drizzle in the olive oil so it lightly emulsifies. Season with salt and pepper and set aside. For the couscous: Heat the chicken broth in a pot over medium-high heat. Set another large pot over high heat and add the couscous. Allow the couscous to brown while you toss and stir it, about 5 minutes. When it is done it will be lightly browned and fragrant. Season the couscous with salt. Add the heated chicken broth to the couscous and shut off the heat. Cover and allow to stand for 5 to 7 minutes. Remove the lid and fluff the couscous with a fork. Add the chopped vegetables to the vinaigrette and toss to coat everything evenly. Fold in the couscous and serve.",47,89,136,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2012/2/13/0/GI1107H_toasted-couscous-salad_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371603131079.jpeg,https://www.foodnetwork.com/recipes/guy-fieri/toasted-couscous-salad-recipe-2041681
113, Ras el Hanout Ras el Hanout ,Deselect All 1 1/2 teaspoons ground ginger 1 teaspoon ground allspice 1 teaspoon ground coriander 1 teaspoon ground cumin 1 teaspoon paprika 1 teaspoon ground turmeric 1/2 teaspoon cinnamon 1/2 teaspoon ground cloves 1/2 teaspoon freshly ground black pepper,"Using a small spoon, stir to combine the ginger, allspice, coriander, cumin, paprika, turmeric, cinnamon, cloves and pepper in a small bowl. Transfer to a glass jar with a tight lid and store in a cool, dry place for up to 6 months.",25,90,115,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2022/09/19/080827_FNK_ras-el-hanout-4x3_H.jpg.rend.hgtvcom.476.357.suffix/1663603733655.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/ras-el-hanout-13176087
114, Elaine's Orange Rolls (Bitty Buns) Elaine's Orange Rolls (Bitty Buns) ,"Deselect All Biscuits: 2 1/2 cups flour 1 tablespoon baking powder 1 teaspoons salt 1/2 teaspoon baking soda 1/3 cup shortening 1 cup buttermilk Filling: 1/4 cup butter, softened (1 teaspoon per biscuit) 1 cup and 2 tablespoons orange marmalade (1 1/2 tablespoons per biscuit) 1/4 cup brown sugar (1 teaspoon brown sugar) Icing: 2 1/2 cups powdered sugar 1/4 cup orange juice 1 teaspoon butter, softened 2 tablespoons cream cheese Dash salt 1/4 teaspoon vanilla 2 tablespoons orange zest","Preheat oven to 425 degrees F.  For Biscuits: Combine dry ingredients for biscuit. Cut shortening into dry mixture. Add buttermilk and blend. Roll out biscuit dough on floured waxed paper until about 3/4 of an inch thick. Cut with a round biscuit cutter as if you were making biscuits. You'll get approximately 10 to 12 biscuits. Roll out each individual biscuit until it is 5 inches in diameter and 1/4-inch thick.  On each biscuit, layer butter, marmalade and brown sugar. Roll up each biscuit and slice into 3 pinwheels of equal size. Place rolls in 2 (7 by 7-inch) baking pans. (You can also use other dimensions of pans. The key is to keep the rolls close together). Bake for 10 to 12 minutes or until golden brown. Let cool for 5 to 10 minutes before icing.  For Icing: Mix powdered sugar, orange juice, margarine, cream cheese, salt, vanilla, and orange zest until smooth. Drizzle over rolls.",12,85,97,,https://www.foodnetwork.com/recipes/elaines-orange-rolls-bitty-buns-recipe-2011426
