name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Beghrir (crepes marocaines),"'1 tasse d'eau tiede (115 degres F/46 degres C) ½ cuillere a cafe de levure seche active ½ cuillere a cafe de sucre blanc 1 tasse de lait 1 tasse de farine tout usage 1 tasse de farine de semoule 2 oeufs 2 cuilleres a cafe de levure chimique 1 cuillere a cafe de sel 6 cuilleres a soupe de beurre ¾ tasse miel 1 cuillere a cafe d'eau de fleur d'oranger', 'ou au gout (facultatif)'","placez l'eau, la levure et le sucre dans un mixeur et laissez reposer sans melanger pendant 5 minutes, jusqu'a ce que la levure ramollisse et commence a former une mousse cremeuse. ajoutez le lait, la farine, la farine de semoule, les oeufs, la levure chimique et le sel. melanger jusqu'a ce que le melange soit lisse, environ 1 minute. laissez reposer le melange dans le mixeur pendant environ 30 minutes. chauffer une poele antiadhesive de 5 pouces a feu moyen-doux. melanger le melange a crepes pendant environ 10 secondes, pour remelanger, et verser 1/4 a 1/3 tasse de pate dans la poele chauffee. faites cuire le beghrir jusqu'a ce que des bulles se forment et eclatent et que le dessus de la crepe ne brille plus, environ 3 minutes. ne retournez pas. ajustez la chaleur si necessaire pour que le dessous des crepes commence tout juste a dorer lorsque le dessus est sec. mixez la pate pendant environ 10 secondes apres avoir cuit 3 ou 4 crepes, pour garder la pate mousseuse. pour preparer la sauce, placez le beurre, le miel et l'arome d'eau florale dans un bol allant au micro-ondes et passez au micro-ondes a puissance elevee jusqu'a ce que le beurre soit fondu et que le miel soit chaud, environ 1 1/2 minutes. remuez la sauce et versez environ 1 cuillere a soupe sur chaque crepe chaude pour servir.",49,53,102,https://www.allrecipes.com/thmb/RtY8nzVk41uUA87QkO5BTnzJwYI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2183850-8877c09ec4e24c009ad4e01089fdab78.jpg,https://www.allrecipes.com/recipe/206740/beghrir-moroccan-pancakes/
Ragout de crevettes marocain,"'2 cuilleres a soupe d'huile de pepins de raisin', 'ou plus si necessaire 1 oignon jaune moyen', '2 carottes moyennes hachees', 'tranche 1 poivron rouge moyen', 'coupe en bouchees 1 poivron vert moyen', 'coupe en bouchees 4 gousses d'ail', 'hachees 2 cuilleres a soupe de pate de harissa 1 boite (14,5 onces) de tomates en des roties au feu', 'non egouttees 1 boite (6 onces) de pate de tomate 2 tasses de bouillon de crevettes', 'ou plus si necessaire 1 boite (15 onces) de pois chiches », « rincees et egouttees 1 livre de crevettes moyennes non cuites », « pelees et deveinees 2 cuilleres a cafe de sel marin »","chauffer l'huile dans une cocotte a feu moyen. ajouter l'oignon et cuire en remuant pendant 1 minute. ajouter les carottes et les poivrons; cuire et remuer pendant 1 minute. incorporer l'ail et 1 cuillere a soupe d'harissa; bien melanger. verser les tomates roties sur le feu avec le liquide et remuer pour combiner. incorporer la pate de tomate et 1 cuillere a soupe de harissa restante jusqu'a ce que le tout soit bien melange. verser le bouillon lentement, en remuant constamment, pour vous assurer que tous les ingredients sont bien melanges. ajouter les pois chiches. reduire le feu et laisser mijoter, en remuant de temps en temps, 15 a 20 minutes. si le ragout semble trop sec, ajoutez quelques cuilleres a soupe supplementaires de bouillon si necessaire. ajouter les crevettes et le sel. bien melanger. couvrir et cuire jusqu'a ce que les crevettes soient rose vif a l'exterieur et que la viande soit opaque, environ 10 minutes. veillez a ne pas trop cuire les crevettes. note du cuisinier : vous pouvez utiliser du bouillon de poulet a la place du bouillon de crevettes.",61,104,165,https://www.allrecipes.com/thmb/Eoh8YDIIHjSZtz7uL59nYLgP6Ng=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9406065-d4615a6d410f490b9106c1bad0c14e93.jpg,https://www.allrecipes.com/recipe/285649/moroccan-shrimp-stew/
Ras el Hanout,'1 cuillere a cafe de sel 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de gingembre moulu 1 cuillere a cafe de curcuma moulu ¾ cuillere a cafe de cannelle moulue ¾ cuillere a cafe de poivre noir fraichement moulu ½ cuillere a cafe de poivre blanc moulu ½ cuillere a cafe de graines de coriandre moulues ½ cuillere a cafe de poivre de Cayenne moulu ½ cuillere a cafe de piment de la Jamaique moulu ½ cuillere a cafe de muscade moulue ¼ a cafe de clous de girofle moulus,"melanger le sel, le cumin, le gingembre, le curcuma, la cannelle, le poivre noir, le poivre blanc, la coriandre, le poivre de Cayenne, le piment de la Jamaique, la muscade et les clous de girofle dans un petit bol jusqu'a homogeneite. conserver dans un contenant hermetique jusqu’a 1 mois.",9,59,68,https://www.allrecipes.com/thmb/jLkfIf1Xi-qLaF-w8xqqkOkYEGk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3603124-ae808e74f8c84c8a836921d54fb39c90.jpg,https://www.allrecipes.com/recipe/150574/ras-el-hanout/
Poulet Marrakech a la mijoteuse,"« 2 livres sans peau », « moities de poitrine de poulet desossees », « coupees en morceaux de 2 pouces 2 grosses patates douces », « pelees et coupees en des 1 boite (15 onces) de pois chiches », « egouttes et rinces 1 oignon », « tranches » 2 grosses carottes, pelees et coupees en des 2 gousses d'ail hachees (facultatif) 1 cuillere a cafe de persil seche 1 cuillere a cafe de sel ½ cuillere a cafe de cumin moulu ½ cuillere a cafe de curcuma moulu ½ cuillere a cafe de poivre noir moulu ¼ cuillere a cafe de cannelle moulue 1 boite (14,5 onces) coupee en des tomates'","placer le poulet, les patates douces, les pois chiches, les carottes, l'oignon et l'ail dans une mijoteuse. melanger le persil, le sel, le cumin, le curcuma, la cannelle et le poivre dans un petit bol. saupoudrer sur le poulet et les legumes, puis verser les tomates et melanger. couvrir et cuire a feu vif jusqu'a ce que les patates douces soient tendres et que la sauce ait epaissi, 4 a 5 heures. conseils de recettes, vous pouvez utiliser des cuisses de poulet a la place des poitrines et vous pouvez augmenter la quantite de sel si la saveur est trop fade. Cette recette est polyvalente : vous pouvez remplacer les autres legumes par des poivrons rouges, des courgettes, etc.",118,66,184,https://www.allrecipes.com/thmb/5CMLX-A5jmwCQ-mvAwnz2uewF1w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1129611-09734b255f5b471ead20ae3892140f98.jpg,https://www.allrecipes.com/recipe/218769/slow-cooker-chicken-marrakesh/
Poisson de Shabbat marocain,"'1 poivron rouge', 'coupe en fines lanieres 3 tomates', 'tranchees 6 filets de tilapia (6 onces) 2 cuilleres a soupe de paprika 1 cuillere a soupe de granules de bouillon de poulet 1 cuillere a cafe de poivre de Cayenne sel et poivre au gout ¼ tasse d'huile d'olive 1 tasse d'eau ¼ tasse de persil frais hache","prechauffer un four a 200 degres F (95 degres C). Disposez les poivrons rouges tranches et les tomates tranchees au fond d'un plat allant au four. disposer les filets de tilapia sur les legumes. melanger le paprika, le bouillon de poulet, le poivre de Cayenne, le sel, le poivre, l'huile d'olive et l'eau et bien melanger. verser le melange d'assaisonnement sur le poisson. saupoudrer de persil. couvrir le plat de cuisson de papier d'aluminium et cuire au four prechauffe jusqu'a ce que le poisson se defasse facilement a la fourchette et que les legumes soient tendres, environ 1 heure.",47,19,66,https://www.allrecipes.com/thmb/35nRDp0Th17lox0I04JY2WxJFr0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2154853-1a828e66b6884a3faa4f35e63778e2bb.jpg,https://www.allrecipes.com/recipe/213243/moroccan-shabbat-fish/
Salade marocaine de poivrons cuits,"« 2 poivrons verts 3 cuilleres a soupe d'huile d'olive 4 tomates fraiches », « pelees et hachees » 2 cuilleres a cafe de sucre 1 ½ cuilleres a cafe de paprika 1 cuillere a cafe de persil frais ½ cuillere a cafe de cumin ½ cuillere a cafe de sel ¼ cuillere a cafe de poudre d'ail poivre noir moulu au gout 1 boite (2,25 onces) olives vertes tranchees","prechauffer le gril du four. placer les poivrons verts sur une plaque a patisserie et les faire griller, en les retournant de temps en temps, 5 minutes, ou jusqu'a ce qu'ils soient tendres et brules de tous les cotes. retirer du feu, peler et hacher. faites chauffer l'huile d'olive dans une poele et ajoutez les poivrons et les tomates. incorporer le sucre. assaisonner avec du paprika, du persil, du cumin, du sel, de la poudre d'ail et du poivre. poursuivre la cuisson jusqu'a ce que les tomates soient bien chaudes. servir garni d'olives.",43,72,115,https://www.allrecipes.com/thmb/qwmsCvX-9FHAtsR0JJQLMtsuaCE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1112594-ea781f5fffc74afa97af7e976a0b2ba5.jpg,https://www.allrecipes.com/recipe/77364/moroccan-cooked-pepper-salad/
Ragout marocain vegetalien,"1 cuillere a soupe de graines de cumin 1 cuillere a soupe de graines de coriandre 3 cuilleres a soupe d'huile d'olive 1 tasse d'oignon hache 3 gousses d'ail', 'tranche finement 3 cuilleres a soupe de gingembre tranche en allumette 1 citron', 'zeste et jus', 'divise 2 cuilleres a cafe de sel 1 cuillere a cafe de noir moulu poivre 1 cuillere a cafe de curcuma moulu ½ cuillere a cafe de cannelle moulue ½ cuillere a cafe de piment de la Jamaique moulu 2 tasses de bouillon de legumes 1 boite (28 onces) de tomates entieres pelees, legerement ecrasees a la main 2 tasses de carottes pelees en cubes 1 grosse courge musquee, pelees et coupees en 1 1 pouce de cubes 1 grosse patate douce, « pelee et coupee en cubes de 1 pouce »","faire griller les graines de cumin et de coriandre dans une poele seche a feu moyen jusqu'a ce qu'elles soient parfumees, environ 1 minute. transferer dans un mortier et ecraser avec un pilon pour casser quelques graines mais en laisser beaucoup entieres. mettre de cote. chauffer l'huile dans une grande casserole a feu moyen. ajouter l'oignon et cuire jusqu'a ce qu'il soit ramolli, environ 5 minutes. ajouter l'ail, le gingembre et le zeste de citron; cuire et remuer pendant 1 minute. ajouter le sel, le poivre, le curcuma, la cannelle, le piment de la Jamaique et le melange d'epices grillees. remuer jusqu'a ce qu'il soit uniformement enrobe, en prenant soin de ne pas bruler les epices, environ 1 minute. verser le bouillon dans la casserole et porter a ebullition environ 5 minutes en raclant le fond de la casserole. ajouter les tomates et le jus de citron. ajouter les carottes, la courge musquee et la patate douce. melanger pour combiner et reduire le feu a moyen-doux. couvrir et laisser mijoter jusqu'a ce que les legumes soient tendres, environ 45 minutes. Goutez le ragout et assaisonnez avec plus de sel, si vous le souhaitez. notes du cuisinier : vous pouvez saupoudrer un peu de persil fraichement hache sur le ragout pour lui donner egalement un peu de couleur verte. si vous souhaitez que vos legumes soient plus tendres, laissez mijoter le ragout jusqu'a 2 heures.",41,55,96,https://www.allrecipes.com/thmb/9c7bho1gVMaAzWqopA0UVCVof0s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1118040-d3407f2dff6548f3aab0d00cb4091ba4.jpg,https://www.allrecipes.com/recipe/274739/vegan-moroccan-stew/
Ragout marocain au poulet et oignons perles,"« 1 ½ cuilleres a soupe d'huile d'olive 2 branches de celeri », « ½ tasse d'oignon hache en des ½ tasse de poivron vert hache 1 gousse d'ail », « hachees 2 boites (14 onces) de bouillon de legumes 1 boite (14,5 onces) de tomates cuites 2 carottes », « 4 pommes de terre hachees », « 12 oignons perles coupes en des ½ cuillere a cafe de feuilles de thym sechees sel et poivre noir moulu au gout 2 poitrines de poulet cuites », « coupees en des ¾ cuillere a cafe de flocons de piment rouge », « ou plus au gout 2 cuilleres a soupe de vinaigre de vin rouge »","faire chauffer l'huile d'olive dans une marmite a feu moyen. cuire et remuer le celeri, l'oignon hache et le poivron dans l'huile chaude jusqu'a ce qu'ils ramollissent, environ 5 minutes. incorporer l'ail au melange de celeri; cuire et remuer jusqu'a ce qu'il soit parfume, environ 1 minute de plus. versez le bouillon de legumes dans la casserole; ajouter les tomates, les carottes, les pommes de terre, les oignons perles, le thym, le sel et le poivre. porter le bouillon a ebullition, reduire le feu a moyen-doux et laisser mijoter jusqu'a ce que les legumes soient tendres, environ 20 minutes. incorporer le poulet et les flocons de piment rouge dans la casserole; cuire jusqu'a ce que le poulet soit chaud, 5 a 10 minutes. incorporer le vinaigre a la soupe juste avant de servir.",36,52,88,https://www.allrecipes.com/thmb/LNm3lWqPgAx7upK6iEQaCxNyL8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2135123-5472207e06104ac0aae7784d8ce365b0.jpg,https://www.allrecipes.com/recipe/236126/moroccan-stew-with-chicken-and-pearl-onions/
Tajine de poulet instantane avec courge musquee et epinards,"'4 cuilleres a soupe d'huile d'olive extra vierge', 'divise 3 ½ cuilleres a cafe de sel casher', 'divise 2 cuilleres a cafe de cannelle moulue 2 cuilleres a cafe de cumin moulu 2 cuilleres a cafe de paprika doux 1 cuillere a cafe de coriandre moulue ½ cuillere a cafe de poivre noir moulu 1 ½ livre sans peau', 'desosse cuisses de poulet », « parees et coupees en morceaux de 1 1/2 pouce 1 gros oignon jaune », « tranche finement dans le sens de la longueur 4 gousses d'ail », « ecrasees 4 cuilleres a cafe de gingembre frais finement rape 2 ½ tasses d'eau 2 tasses pelees et coupees en cubes (3 /4 pouces) de courge musquee 1 boite (14,5 onces) de tomates coupees en des dans le jus 1 paquet (5 onces) de feuilles d'epinards 3 cuilleres a soupe de jus de citron 2 cuilleres a cafe de zeste de citron sel et poivre noir moulu au gout'","melanger 2 cuilleres a soupe d'huile d'olive extra vierge, 2 1/2 cuilleres a cafe de sel casher, la cannelle, le cumin, le paprika, la coriandre et le poivre noir dans un petit bol pour former une pate. melanger 1 cuillere a soupe de pate d'epices avec les cuisses de poulet dans un bol moyen et reserver. allumez un autocuiseur multifonctionnel (comme un pot instantane) et selectionnez la fonction saute. faire chauffer les 2 cuilleres a soupe d'huile d'olive extra vierge restantes dans la casserole jusqu'a ce qu'elles brillent, environ 1 minute. cuire et remuer l'oignon et 1 cuillere a cafe de sel casher restant jusqu'a ce que l'oignon soit ramolli, environ 6 minutes. incorporer le reste de la pate d'epices, l'ail et le gingembre. cuire, en remuant constamment, jusqu'a ce qu'il soit parfume, 30 a 60 secondes. incorporer l'eau en grattant les morceaux dores du fond de la casserole a l'aide d'une cuillere en bois. ajouter le poulet, la courge musquee et les tomates avec leur jus ; remuer pour combiner, puis etaler le melange en une couche uniforme. fermez et verrouillez le couvercle ; deplacer la soupape de pression vers l'etancheite. selectionner la haute pression selon les instructions du fabricant ; reglez la minuterie sur 3 minutes. attendez 10 a 15 minutes pour que la pression monte. relachez la pression en utilisant la methode de liberation naturelle selon les instructions du fabricant pendant 10 minutes. relachez soigneusement la pression restante en utilisant la methode de degagement rapide conformement aux instructions du fabricant, environ 5 minutes. deverrouillez et retirez le couvercle. incorporer les epinards dans la casserole et couvrir sans verrouiller le couvercle en place. laisser reposer jusqu'a ce que les epinards se fanent, environ 3 minutes. incorporer le jus et le zeste de citron; Assaisonner avec du sel et du poivre noir.",6,85,91,https://www.allrecipes.com/thmb/zH1tuO6UbcMeLLbseTsLFM9JUPg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ChickenTagineButternutSquashSpinach_018-2000-8ee4004c98784441bdd1d6bde176512f .jpg,https://www.allrecipes.com/recipe/276469/instant-pot-chicken-tagine-with-butternut-squash-and-spinach/
Tajine de poulet aux abricots Instant Pot®,"'1 cuillere a soupe d'huile vegetale 1 gros oignon', '1 gousse d'ail finement tranchee', '1 morceau (1 pouce) de gingembre frais emince', '1 cuillere a soupe de beurre rape 1 ½ cuillere a cafe de cannelle moulue 1 cuillere a cafe de cumin moulu 1 livre sans peau', ' cuisses de poulet desossees », « coupees en gros morceaux 1 tasse de bouillon de poulet 1 tasse de tomates hachees 6 abricots frais », « denoyautes et coupes en deux 1 cuillere a soupe de miel 3 ½ onces de couscous israelien cuit (facultatif) »","allumez un autocuiseur multifonctionnel (tel qu'Instant Pot®) et selectionnez la fonction faire sauter. faire chauffer l'huile vegetale dans la cuisiniere chaude. ajouter l'oignon et faire revenir pendant 3 minutes. incorporer l'ail et le gingembre et faire sauter jusqu'a ce qu'ils soient parfumes, environ 30 secondes. incorporer le beurre. melanger la cannelle et le cumin dans un petit bol. reserver 1 cuillere a cafe du melange; mettre de cote. assaisonner les cuisses de poulet avec le reste du melange de cannelle et de cumin. placer le poulet dans l'Instant Pot® et saisir environ 5 minutes de chaque cote. verser le bouillon de poulet et les tomates. fermez et verrouillez le couvercle. selectionner la haute pression selon les instructions du fabricant ; regler la minuterie sur 10 minutes. attendez 10 a 15 minutes pour que la pression monte. relachez la pression en utilisant la methode de liberation naturelle selon les instructions du fabricant pendant 15 minutes. relachez soigneusement la pression restante en utilisant la methode de degagement rapide conformement aux instructions du fabricant, environ 5 minutes. deverrouillez et retirez le couvercle. placez les abricots dans le liquide. saupoudrer les cuisses de poulet avec 1 cuillere a cafe du melange de cannelle et de cumin reserve. verser un filet de miel sur les cuisses de poulet. servir avec le melange de tomates sur le couscous. note du cuisinier : vous pouvez egalement laisser les cuisses de poulet entieres si vous le souhaitez.",108,114,222,https://www.allrecipes.com/thmb/ADrL9gK5xYe9qZRmvg0g0KbIFl4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6742915_Instant-PotR-Apricot-Chicken-Tagine-4x3-1-2000-87b28b82081 34e5282025027fe5304dc. jpg,https://www.allrecipes.com/recipe/274339/instant-pot-apricot-chicken-tagine/
Tajine de poulet instantane aux abricots et pois chiches,"'1 cuillere a soupe d'huile d'olive 4 cuisses de poulet avec la peau', '1 gros oignon', '3 gousses d'ail emincees', 'emincees 1 cuillere a cafe de cannelle moulue 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de gingembre moulu 1 cuillere a cafe de curcuma moulu 1 cuillere a cafe de rouge flocons de piment 1 pincee de safran 1 boite de 15 onces de tomates en des 1 tasse de bouillon de poulet ⅓ tasse d'abricots secs coupes en deux sel et poivre noir moulu au gout 1 boite de 15 onces de pois chiches, rinces et egouttes 2 cuilleres a soupe de menthe fraiche hachee","allumez un autocuiseur multifonctionnel (comme un pot instantane) et selectionnez la fonction faire sauter. mettre l'huile d'olive dans la cuisiniere chaude et faire frire les cuisses de poulet jusqu'a ce qu'elles soient dorees, 2 a 3 minutes de chaque cote. retirer le poulet du pot interieur et reserver. ajoutez l'oignon et l'ail dans la casserole, suivis de la cannelle, du cumin, du gingembre, du curcuma, des flocons de piment rouge et du safran. cuire et remuer jusqu'a ce que l'oignon soit tendre, environ 5 minutes. appuyez sur Annuler pour quitter le mode saute. remettre le poulet dans la casserole sur le melange d'oignons. verser les tomates et le bouillon de poulet. saupoudrer d'abricots sur le dessus. Assaisonnez avec du sel et du poivre. fermez et verrouillez le couvercle. selectionner la haute pression selon les instructions du fabricant ; regler la minuterie sur 15 minutes. attendez 10 a 15 minutes pour que la pression monte. relacher la pression en utilisant la methode de liberation naturelle selon les instructions du fabricant, 10 a 40 minutes. deverrouillez et retirez le couvercle. incorporer les pois chiches et les feuilles de menthe. note du cuisinier : vous pouvez egalement laisser les abricots secs entiers si vous le souhaitez. si vous souhaitez une sauce plus epaisse, retirez le poulet apres avoir relache la pression et ajoutez une bouillie composee de 1 cuillere a soupe de fecule de mais et de 2 cuilleres a soupe d'eau froide. appuyez sur le mode saute et remettez la sauce a ebullition. appuyez sur Annuler et la sauce epaissira rapidement.",17,22,39,https://www.allrecipes.com/thmb/MENG72UI7lOCxmOG0VlIiOqMe8o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748315-instant-pot-chicken-tagine-with-apricots-and-chickpeas- Diana71-4x3-1-385e0e311a6a49e6aa65a117f4b83cd1.jpg,https://www.allrecipes.com/recipe/274397/instant-pot-chicken-tagine-with-apricots-and-chickpeas/
Tajine de dinde bin Youssef,"""2 cuilleres a cafe de paprika 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de sel 1 cuillere a cafe de poivre noir moulu 1 gros oignon"", ""coupee en tranches de 1/8 de pouce 1 grosse pomme de terre"", ""pelees et tranchees de 1/8 de pouce d'epaisseur 2 carottes moyennes"", 'pelees et coupees en tranches de 1/8 de pouce 2 petites courgettes', 'coupees en tranches de 1/8 de pouce 1 gros poivron vert', 'coupees en tranches de 1/8 de pouce 3 tomates moyennes', 'hachees 3 clous de girofle ail », « ¾ livre de poitrine de dinde hachee », « coupe en morceaux de 3/4 de pouce 2 cuilleres a soupe d'huile vegetale 1 cuillere a soupe d'huile d'olive »","melanger le paprika, le cumin, le sel et le poivre dans un petit bol pour obtenir un melange d'epices. etaler la moitie des tranches d'oignon au fond d'une poele de 10 pouces. disposer les tranches de pommes de terre en une seule couche sur le dessus, en les chevauchant si necessaire. repeter avec les carottes, les courgettes, les poivrons et les tomates. saupoudrer d'ail sur les tomates. deposer dessus les morceaux de dinde en prenant soin de les espacer uniformement sur l'ensemble du plat. saupoudrer le melange d'epices sur la dinde, garnir du reste des tranches d'oignon et arroser d'un filet d'huile vegetale. couvrir la poele et cuire a feu moyen-doux jusqu'a ce que la dinde ne soit plus rose au centre et que la couche superieure de tranches d'oignon soit molle et translucide, environ 40 minutes. retirer le couvercle et laisser reposer 10 minutes. arroser d'huile d'olive juste avant de servir. notes du cuisinier : remplacez la dinde par du poulet si vous le souhaitez. utilisez 1 tasse de tomates en conserve au lieu de tomates crues, si vous preferez.",33,30,63,https://www.allrecipes.com/thmb/HIu6Mlr4YtwEuYj9iq-2GN-PIsg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2401671-ecd3ad33773043eb8d4c96ef1cb99aaa.jpg,https://www.allrecipes.com/recipe/268191/turkey-tagine-bin-youssef/
Poulet marocain en une seule casserole,"'1 cuillere a soupe d'huile d'olive 1 oignon moyen', '2 gousses d'ail hachees 1 livre sans peau', 'poitrine de poulet desossee', 'coupee en cubes de 1 pouce 1 tasse de tomates concassees', 'avec liquide 2 carottes moyennes', 'hachees 2 branches de celeri"", ""tranches ½ tasse d'eau ¼ tasse d'olives"", ""ou au gout 2 cuilleres a soupe de raisins secs"", ""ou au gout 1 cuillere a soupe de racine de gingembre frais emince 2 cuilleres a cafe de sel 1 cuillere a cafe de paprika 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de curcuma moulu ½ cuillere a cafe sechee origan ½ cuillere a cafe de cannelle moulue ¼ cuillere a cafe de poivre de Cayenne 1 cuillere a soupe de jus de citron 1 cuillere a soupe de coriandre finement hachee', 'ou au gout'","Chauffer l'huile d'olive dans une grande casserole a feu moyen et cuire l'oignon jusqu'a ce qu'il soit tendre et translucide, environ 5 minutes. ajouter l'ail et cuire jusqu'a ce qu'il soit parfume, environ 30 secondes. ajouter le poulet, les tomates, les carottes, le celeri, l'eau, les olives, les raisins secs, le gingembre, le sel, le paprika, le cumin, le curcuma, l'origan, la cannelle et le poivre de Cayenne ; melanger pour combiner. porter a ebullition, reduire le feu et laisser mijoter jusqu'a ce que le poulet soit bien cuit et que les saveurs se melangent, 25 a 35 minutes. incorporer le jus de citron et garnir de coriandre. note du cuisinier : servir avec une genereuse quantite de harissa pour que vos amis puissent en utiliser autant ou aussi peu qu'ils le souhaitent. vous pouvez acheter de la harissa dans un magasin specialise ou en preparer dans votre robot culinaire.",111,35,146,https://www.allrecipes.com/thmb/WaZjs3mSr6MW7UG8jVTQVwn4t3A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9004405-97a59c4c8d1b4c228a438fb4d39db042.jpg,https://www.allrecipes.com/recipe/278483/one-pot-moroccan-chicken/
tajine d'agneau marocain,"'1 cuillere a soupe d'huile d'olive 2 gros oignons', 'peles et tranches en rondelles 2 livres de viande d'agneau', 'coupee en cubes de 1 1/2 pouce 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de graines de coriandre moulues 1 cuillere a cafe de gingembre moulu 1 cuillere a cafe de cannelle moulue sel pour gouter 1 cuillere a cafe de poivre noir moulu 4 poires pelees, evidees et coupees en morceaux de 1 1/2 pouce ½ tasse de raisins secs dores ½ tasse d'amandes effilees blanchies","faire chauffer l'huile dans une grande casserole ou une cocotte a feu moyen. ajouter l'oignon; cuire et incorporer l'huile jusqu'a ce qu'elle soit tendre. ajouter la viande d'agneau dans la poele; faire frire jusqu'a ce qu'ils soient juste dores a l'exterieur. assaisonner avec du cumin, de la coriandre, du gingembre, de la cannelle, du sel et du poivre. versez juste assez d'eau dans la casserole pour couvrir l'agneau. couvrir le pot; laisser mijoter a feu doux jusqu'a ce que l'agneau soit tendre et que le melange ressemble a un ragout, environ 1 ½ a 2 heures. retirez le couvercle un peu apres une heure s'il semble y avoir trop de liquide. ajoutez les poires, les raisins secs dores et les amandes au ragout; cuire encore 5 minutes environ, jusqu'a ce que les poires soient tendres. note du cuisinier les tajines sont traditionnellement prepares avec du mouton. utiliser de l'agneau reduit le temps de cuisson, mais si vous pouvez trouver du bon porc (plus vieux que l'agneau, plus jeune que le mouton, communement appele « cuisses de cuisson » et vendu a bas prix), cela fera tres bien l'affaire.",66,90,156,https://www.allrecipes.com/thmb/J1rN6TZnvYxphTV2c7dcVLBglS8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4289818-d7cf2002e41d43b4ba8b51c1fc2f98c2.jpg,https://www.allrecipes.com/recipe/70424/moroccan-tagine/
Pois aux yeux noirs marocains (niebe),"« 1 ½ tasse de pois a yeux noirs seches (niebe) 1 oignon », « hache 1 boite de sauce tomate (8 onces) ½ tasse d'huile d'olive ¼ tasse de coriandre fraiche hachee 3 gousses d'ail », « finement hachee 1 ½ cuilleres a cafe de sel 1 ½ cuilleres a cafe cumin moulu 1 ½ cuilleres a cafe de paprika doux 1 cuillere a cafe de gingembre moulu ¼ cuillere a cafe de poivre de Cayenne 3 ½ tasses d'eau', 'ou plus si necessaire'","placez les pois aux yeux noirs dans un grand recipient et couvrez-les de plusieurs centimetres d'eau fraiche; laisser reposer 8 heures voire toute la nuit. egoutter et rincer les pois. melanger les pois, l'oignon, la sauce tomate, l'huile d'olive, la coriandre, l'ail, le sel, le cumin, le paprika, le gingembre et le poivre de Cayenne dans une grande marmite ; verser de l'eau sur le melange de pois. porter a ebullition. reduire le feu a doux, couvrir la casserole et laisser mijoter, en remuant de temps en temps et en ajoutant de l'eau si la sauce devient trop epaisse, jusqu'a ce que les pois soient tendres, environ 1 heure 30 minutes. conseils de recettes : le persil frais peut etre remplace par de la coriandre fraiche et le paprika hongrois peut etre remplace par du paprika doux. Si vous utilisez des pois fraichement cueillis, omettez le processus de trempage et reduisez le temps de cuisson de moitie. Pour utiliser la methode de trempage rapide pour les pois secs , ajoutez les petits pois laves dans une casserole d'eau bouillante. puis retirez immediatement du feu et laissez tremper pendant 60 a 90 minutes.",57,60,117,https://www.allrecipes.com/thmb/uzliRnSyfVK_wEdTVEjOkWtA7Xc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2890282-7681691862cc487e993597f7789a1ee4.jpg,https://www.allrecipes.com/recipe/237350/moroccan-black-eyed-peas-cowpeas/
