name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Kefta and Swiss Chard Quiche + Goat Cheese and Harissa Sauce  ,"300g minced beef and/or lamb - 1 medium onion, grated - 2 tablespoons chopped fresh coriander - 2 tablespoons chopped fresh parsley - Leaves of 2 mint sprigs, chopped - 1 ½ teaspoon paprika - 1 teaspoon ground cumin - ½ teaspoon salt - ½ teaspoon ground black pepper - Pinch cayenne pepper - ½ tablespoon unsalted butter - 300g Swiss chard, stalks removed and roughly chopped    - 2 tablespoons milk, any type - 1 ½ tablespoon plain flour - 320g ready-rolled shortcrust pastry sheet - Salad leaves, to serve ",• Preheat the oven to 200 C (400 F).,25,40,65,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1493489164109-SVAS09VXG93ZEX1AISOM/image-asset.jpeg,https://www.mymoroccanfood.com/home/kefta-and-swiss-chard-quiche-goat-cheese-and-harissa-sauce
Chocolate and Almond Ghriba ,"200g chocolate, 70% cocoa - 50g unsalted butter, softened   - 100g caster sugar - 2 eggs - 1 teaspoon vanilla extract - ½ teaspoon almond extract - 150g almond flour - 100g plain flour - 1 heaped teaspoon baking powder - ½ teaspoon salt - 150g icing sugar to coat the cookies","• Place the chocolate and the butter in a microwave-safe bowl stopping and stirring at 15 seconds intervals until melted and smooth. Add in the sugar, the eggs and the vanilla and almond extract. Stir all the ingredients together until smooth and creamy. Add in the almond flour, plain flour, baking powder and salt and mix all the ingredients together until well combined. Cover with cling film and place in the fridge for 2 hours or overnight.",12,31,43,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1492462981186-RND9LBF2RA3PLWIBCB6T/image-asset.jpeg,https://www.mymoroccanfood.com/home/chocolate-and-almond-ghriba-gluten-free
Ras el hanout and baby potatoes chicken traybake ,"200ml vegetable stock - 30g fresh coriander, chopped - 6 garlic cloves peeled and pressed - Zest of a lemon - 1 tablespoon ras el hanout - ¾ teaspoon salt or to taste - 2 tablespoons olive oil - 3 large red onions, sliced (600 g) - 4 large chicken legs - 500g baby potatoes - 5 tablespoons almond flakes - Lemon wedges to serve",• Preheat the oven to 200 C (400F).,10,31,41,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1491345085578-TXWGFLCONW3VUCJQ0EJJ/image-asset.jpeg,https://www.mymoroccanfood.com/home/ras-el-hanout-and-baby-potatoes-chicken-traybake
"Lamb, Potatoes and Olives Tagine","2 tablespoons olive oil  - 1 large onion, sliced - 3 garlic cloves, peeled and crushed - 1,2kg lamb neck fillets (or any type of stewing meat) trimmed and cut in 5 cm pieces - 300ml vegetable stock or water - 3 tomatoes, grated - 1 teaspoon turmeric - 1 teaspoon ginger - 1 teaspoon paprika - ½ teaspoon cumin - ½ teaspoon salt, or more to taste - 1kg potatoes, peeled in cut into wedges - 200g green olives drained - Chopped coriander for garnish","• In a large saucepan, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 10 min. This will allow sweating the onions. Once you’ve sweated the onions, add the garlic and the meat. Cook for 7 min turning the meat occasionally to lightly brown it.",11,77,88,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1490097663006-CYYU1AWQUV1UPKKMSY5C/image-asset.jpeg,https://www.mymoroccanfood.com/home/lamb-potatoes-and-olives-tagine
Almond Mhencha,"250g blanched almonds - 120g caster sugar - Pinch cinnamon - Pinch salt - 3 tablespoons orange blossom water - 10grunsalted butter, softened",• Preheat the oven to 180 C (350 F),23,56,79,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1489579940370-ET7BU2JWDZUV44UCDCV6/image-asset.jpeg,https://www.mymoroccanfood.com/home/almond-mhencha
1 Pot Loubia Stew with Sundried Tomatoes and Kale (Vegan Bean Stew),"2 cans cannellini beans, rinsed and drained - 2 tomatoes, grated - 1 large onion, sliced - 200ml vegetable stock - 100g sundried tomato, roughly chopped - 120g chopped kale  - 3 tablespoons olive oil - 2 garlic gloves, peeled and crushed - 2 teaspoons turmeric - 2 teaspoons paprika - ½ teaspoon salt or more to taste - ½ teaspoon ground black pepper - 3 tablespoons chopped fresh parsley for garnish","• Transfer all the ingredients in a large saucepan over medium high heat and bring to a boil. Reduce the heat to low, cover with a lid and leave to simmer gently for 35 minutes. Stir occasionally. If at any time throughout cooking there is more no more liquid in the pan, stir in a couple tablespoons of water. Serve warm with bread. ",26,120,146,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487690369077-1WT84KNYNPDNOWJ7Q7QZ/image-asset.jpeg,https://www.mymoroccanfood.com/home/loubia-stew-with-sundried-tomatoes-and-kale-vegan-bean-stew
Turmeric and Honey Granola ,"350g rolled oats - 100g flaked almonds - 3 tablespoons sunflower seeds - 3 tablespoons pumpkin seeds - 200g honey - 150ml orange juice - 1 tablespoon ground turmeric - 1 teaspoon vanilla extract - 1 teaspoon ground cinnamon - ½ teaspoon salt - 50g dried cherries, chopped - 50g dried apricots, chopped","• Preheat oven to 170 C (370 F) In a large bowl mix together the oats, almond flakes and seeds.  ",16,51,67,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1487109027102-EEMXOA3HPFVH6I26EJWA/image-asset.jpeg,https://www.mymoroccanfood.com/home/turmeric-and-honey-granola
Chicken Chorba,"1 tablespoon olive oil - 2 onions, finely sliced - 1kg chicken wings - 2 teaspoons turmeric - Generous pinch saffron threads - 1 teaspoon salt or more to taste - ½ teaspoon ground black pepper - 150g dried chickpeas, soaked overnight and drained (or 300 gr canned chickpeas, drained) - 2 medium sized tomatoes, grated - 1 ½ tablespoon tomato paste - 2 large white potatoes (500 gr) diced into 2 cm pieces - 100g spaghetti broken into 3 cm long pieces - 3 tablespoons chopped parsley and more for serving","• In a large casserole, warm the olive oil over medium high heat and add the onions, the chicken, the spices, salt and pepper. Leave for 7 to 10 minutes to lightly brown the chicken and sweat the onions. Stir occasionally.",34,34,68,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485877402650-8G10802AX4JEP3895ND7/image-asset.jpeg,https://www.mymoroccanfood.com/home/chicken-chorba
Classic Kefta Briouate,"450g prepared kefta - 2 teaspoons ground cinnamon, and more for serving - 4 tablespoons butter - 3 eggs - Salt and pepper   - 200g filo pastry - 1 egg yolk - 1 tablespoon icing sugar - A handful of roughly chopped mint leaves","• Preheat the oven to 180 C (350 F). Warm up a large pan over medium heat and add in ½ tablespoon of butter and leave until melted. Transfer in the kefta and the cinnamon and cook until the meat is brown, breaking up the meat with a wooden spoon. About 7 minutes.",16,44,60,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1485332681299-3Q5C0ANB5EJD19IEYTFK/image-asset.jpeg,https://www.mymoroccanfood.com/home/classic-kefta-briouate
Ras El Hanout and Dates Hotdish,"150 gr (¾ cup) mixture of jasmine and wild rice - ¾ teaspoon salt - 5 tablespoons olive oil - 1 large onion, finely chopped - 4 large carrots cut into 1 cm (½ inch) pieces - Black pepper - 4 teaspoons Ras el Hanout - 450g minced beef   - 30g plain flour - 1 can full-fat coconut milk (400ml/14 oz.) - 250ml (1 1/3 cups) beef or vegetable broth - 50g pitted dates, cut into 1 cm (½ inch) pieces - 4 flatbreads, cut into 2,5 cm (1 inch) square pieces - 1 small bunch fresh flat-leaf parsley - 1 tablespoon lemon juice",• Preheat the oven to 200 C (375 F).,22,36,58,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1484060227601-NHYIZA81GGGRYL435AAV/image-asset.jpeg,https://www.mymoroccanfood.com/home/ras-el-hanout-and-dates-hotdish
Kalinte,"1 egg - 80ml olive oil - 1 teaspoon salt - 620ml water - 200g chickpea flour, divided - 125ml milk, any type - 1 teaspoon baking powder - Moroccan Tomato and Cucumber Salad, if desired ",• Preheat oven to 200 C (400 F),28,81,109,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1483463983043-L9X2KD7GGITQU57W4XM9/image-asset.jpeg,https://www.mymoroccanfood.com/home/kalinte
"Turkey, Cranberry and Chestnut Tagine","4 tablespoons olive oil - 4 large onions (about 800 gr), chopped - 2,5kg turkey pieces (see notes) - 1 ½ tablespoon finely chopped garlic (about 6 cloves) - 2 teaspoons ground turmeric - 2 teaspoons ground ginger - 1 teaspoon ground cumin - 1 ½ teaspoon salt or more to taste - ¼ ground black pepper - 1 large coriander bouquet, tied - 150g dried cranberries and more for garnish - 400g cooked chestnut (see notes) - 2 tablespoons chopped chives for garnish","• In a large casserole, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 15 min. This will allow sweating the onions.",24,89,113,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1481813380844-2BTKIFRWEAHHZW27912T/image-asset.jpeg,https://www.mymoroccanfood.com/home/turkey-cranberry-and-chestnut-tagine
Mini Cheesecakes with Strawberry and Rose Coulis,90g digestive biscuits (approximately 10 biscuits) - 50g unsalted butter - pinch cinnamon - pinch salt - 200g full-fat cream cheese - 150g mascarpone  - 110g (1/2 cup) caster sugar - 1 tablespoon lemon juice - 1 ½  teaspoon vanilla extract - 2 teaspoons powdered gelatin - Chopped strawberries for garnish - Dried rose petals for garnish,• Place the biscuits in a food processor and process until you obtain fine crumbs. ,32,90,122,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1480435269890-6Y44FI69KPO9MWU6HJFL/image-asset.jpeg,https://www.mymoroccanfood.com/home/mini-cheesecakes-with-strawberry-and-rose-coulis
"Merguez, walnuts and raisins stuffing","2 tablespoons fennel seeds - 2 tablespoons cumin seeds  - 2 tablespoon coriander seeds - 250g minced lamb, 20% fat  - 250g minced beef, 20% fat - 1 tablespoon finely chopped garlic (about 4 cloves) - 2 tablespoons chopped fresh coriander - 1 to 2 teaspoons cayenne pepper - 4 teaspoons paprika - 1 tablespoon caster sugar - 1 tablespoon dried mint - 1 teaspoon salt or more to taste - ½ teaspoon black pepper","• Prepare the merguez meat. Toast the fennel, cumin and coriander seeds in a pan over medium heat for 3 to 4 minutes until fragrant. Use a mortar and a pestle to roughly grind the seeds. Alternatively, use a food processor.",30,73,103,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479995418301-XQU99GRHL6ZOCMEZR6KH/image-asset.jpeg,https://www.mymoroccanfood.com/home/merguez-walnuts-and-raisins-stuffing
Quick Fish Tagine with Chermoula + a Video,½ cup chermoula - 2 finely sliced courgettes - 2 finely sliced or stripped bell peppers (any colour) - 2 fish fillets such as sea bream or sea bass - 80g couscous - 2 tablespoons olive oil - Salt to season - 4 small preserved lemons (or 1 large preserved lemon) roughly chopped - Coriander for garnish,•  Preheat the oven to 180 C (350 F). Make the chermoula and cover the fish fillets with half of chermoula and keep in the fridge until ready to use.  ,16,76,92,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1479753993824-8WZGEGEWO0ZCYDFKOL3N/image-asset.jpeg,https://www.mymoroccanfood.com/home/quick-fish-tagine-with-chermoula
Chocolate Layer Cake with Ras El Hanout Buttercream + Poached Pears ,"Unsalted butter, for greasing - 85g (¾ cup) cocoa powder - 180ml (¾ cup) water - 120g chocolate, chopped - 320g plain flour - 1½ teaspoons baking soda - ¼ teaspoon salt - 400g (2 cups) sugar - 180 gr unsalted butter, softened - 5 large eggs - 240ml whole milk, divided",• Preheat oven to 180 C (350 F). Grease two 20 cm (8 inch) cake tins and line their bottoms with baking paper.,13,34,47,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1478742507606-CVEFLZGS1DFZWEW4ZHCH/image-asset.jpeg,https://www.mymoroccanfood.com/home/chocolate-layer-cake-with-ras-el-hanout-buttercream
Lamb Tagine with Quince (Lamb Mkalli with Quince),"2 tablespoons olive oil - 4 large onions (about 800g), chopped  - 300ml vegetable stock  - 1 tablespoon finely chopped garlic (about 4 cloves) - 1 teaspoon ground turmeric - 1 teaspoon ground ginger - 1 teaspoon salt or more to taste - Generous pinch saffron  - 1,2kg lamb neck fillets (or any type of stewing meat) trimmed and cut in 5 cm pieces - 1 large coriander bouquet, tied and more for garnish","• In a large casserole, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 15 min. This will allow sweating the onions. Add in the garlic, the spices and the meat. Cook for 5 to 7 min turning the meat occasionally.",19,88,107,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1477440150393-GJWC5B6S52UONA8CLW70/image-asset.jpeg,https://www.mymoroccanfood.com/home/lamb-tagine-with-quince
Amlou Warm Goats Cheese Salad,120g baby leaf lettuce (or any type of lettuce) - 4 small slices of bread - 4 goats cheese rounds (or 4 thick goats cheese slices cut from a log) - 2 apples (any type except granny smith) - 80ml amlou,• Preheat your grill or your grill’s oven to its highest setting.,15,30,45,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476978708366-EZ7Z10FUOGBPAMJ79FRG/image-asset.jpeg,https://www.mymoroccanfood.com/home/amlou-warm-goats-cheese-salad
"Figs, Dates and Harissa Chutney","200g red onions, sliced - 300g tomatoes, deseeded and roughly chopped - 250g figs, stalks removed and roughly chopped - 140g dates, pitted and finely chopped - 70ml apple cider vinegar - 2 teaspoons harissa or more to taste  - 1 ½ teaspoon finely chopped garlic - 1 teaspoon salt - Generous pinch saffron",• Place all the ingredients in a deep skillet and stir well to combine under medium-low heat. Simmer for 40 minutes until all the liquids have evaporated. Transfer into a clean jar and leave to cool before storing in your fridge. Enjoy with your favourite cheeses or as a spread in a sandiwch. ,17,72,89,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1476273889046-OS95NJUZSWYG1T8T9ZNO/image-asset.jpeg,https://www.mymoroccanfood.com/home/figs-dates-and-harissa-chutney
Krachel - Aniseed and Sesame Seed Sweet Buns,"2 teaspoons dry active yeast - 60g caster sugar - 300g flour - 2 tablespoons toasted sesame seeds and more for garnish - 1 teaspoon aniseed - 1/2 teaspoon salt - 1 egg - 80 to 120ml warm milk - 50g unsalted butter, melted - 1 tablespoon orange blossom water - 1 egg yolk for brushing",• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy. ,16,46,62,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474988058682-54LXUPD5WFNUNDFZHQHU/image-asset.jpeg,https://www.mymoroccanfood.com/home/krachel-aniseed-and-sesame-seed-sweet-buns
Chermoula Chicken Burger + Harissa and Orange Coleslaw,,• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy. ,0,0,0,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474477550866-HA0FITEYS3RRXK8KRP0I/image-asset.jpeg,https://www.mymoroccanfood.com/home/chermoula-chicken-burger-harissa-and-orange-coleslaw
How we cook and what we ate this summer – Morocco edition + 3 non recipes,Olive oil - 1 large fish - Sliced zucchinis   - Chopped herbs - Garlic (finely chopped or pressed) - Salt and pepper,• In a large (tagine) pot warm up the olive oil and reduce the heat to medium-low. Transfer the rest of the ingredients and cover until the fish is cooked. Check for doneness occasionally. Timing will vary depending on the size of the fish.,17,34,51,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473943864223-IS67YGD9899OCPT0U948/image-asset.jpeg,https://www.mymoroccanfood.com/home/how-we-cook-and-what-we-ate-this-summer-morocco-edition
Buttermilk and Almond Basbousa with Orange and Cardamom Syrup ,400g semolina flour - 150g almond flour - 50g caster sugar - pinch of salt - 100g unsalted melted butter - 250ml (1 cup) buttermilk - 2 teaspoons baking soda,• Preheat oven to 200 C (390 F).,15,34,49,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1473261470383-JY1T62WAXD63XKHB5VL6/image-asset.jpeg,https://www.mymoroccanfood.com/home/almond-basbousa-orange-and-cardamom-syrup
Beetroot Salad with Chopped Avocado ,"6 medium sized cooked and peeled beetroots - 2 avocados - 2 small shallots - 4 tablespoons olive oil - 2 tablespoons finely chopped fresh parsley and more for garnish, if desired. - 1 teaspoon ground cumin - Salt and pepper to taste - Juice of half a lemon - 2 tablespoons white wine vinegar",• Roughly chop the beetroots and the avocados into small pieces (2 cm x 2 cm). Place in a large bowl.,27,29,56,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1471614233303-KTS0WC578E2ZGDHY0Y93/image-asset.jpeg,https://www.mymoroccanfood.com/home/beetroot-salad-chopped-avocado
Sardine Tagine ,"1kg fresh sardines, deboned and cleaned (heads removed) - 1 cup chermoula - 3 tablespoons preserved lemon flesh - 3 large potatoes, thinly sliced  - 3 bell peppers (any colour), seeded and sliced into rings - 3 large tomatoes sliced - 1 large zucchini, sliced   - Lemon slices (or chopped preserved lemon) for garnish  - Chopped coriander for garnish",• Finely chop the preserved lemon flesh and mix with the chermoula.,17,60,77,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455323393015-8B6NME9WKA9F3TJXUC1L/image-asset.jpeg,https://www.mymoroccanfood.com/home/sardine-tagine-with-charmoula
Sweet Chermoula Tuna Tartare with Cucumber Noodles ,"500g (sushi grade) tuna steaks, finely diced (1 cm x 1 cm) - 3 large cucumbers - Zest of a lemon and 1 tablespoon toasted sesame seeds for garnish","• To make the chermoula, mix all the chermoula ingredients together and stir until smooth. ",11,81,92,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470917876126-L2KZSB5T6R6HSTDEMF0G/image-asset.jpeg,https://www.mymoroccanfood.com/home/sweet-chermoula-tuna-tartare-with-cucumber-noodles
FroYo Orange Blossom Lemonade Popsicles,"600g plain greek yogurt (2 cups) - 300g caster sugar - 240ml lemon juice (juice of 6 to 8 lemons depending on size), (1 cup ) - 2 tablespoons orange blossom - 1 cup citrus marmalade or jam (any type; orange, lemon, grapefruit, etc.) - Optional topping: melted dark chocolate and desiccated coconut","• In a large container, mix together all the ingredients until you obtain a smooth consistency. Use a blender or a sieve to make sure there are no lumps left.",14,64,78,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1470321863438-9PUU97Y5J38216QQ1EH8/image-asset.jpeg,https://www.mymoroccanfood.com/home/froyo-orange-blossom-lemonade-popsicles
Harissa ,"500g red bell peppers - 1 to 4 chili peppers (any type), depending on how spicy you want your harissa - 5 garlic cloves - 4 tablespoons olive oil and more for preservation - ·1 teaspoon salt or more to taste",• Preheat oven to 120 C (250 F),18,36,54,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1468317034438-040ENMIY6LNYFJW13WDH/image-asset.jpeg,https://www.mymoroccanfood.com/home/harissa
Msemen,"150g plain flour and more for kneading - 150g semolina flour and more for flouring  - ½ teaspoon salt - 120 to 170ml lukewarm water - 4 tablespoons vegetable oil, divided - 20g melted butter","• In a large bowl mix all the flours, salt, 120 ml lukewarm water and 2 tablespoons vegetable oil to form a dough. If the mixture is too dry and you can’t form a dough, add a couple tablespoons of water bit by bit. Make sure you don’t add too much water to the dough because it will make your dough very sticky and you won't be able to knead it. If that happens, add a bit of flour. When your dough is nicely done, lightly flour a worktop and knead for 15 minutes until light and soft.",18,23,41,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1457392117913-XIENYPJFTZ6JKE28MUFI/image-asset.jpeg,https://www.mymoroccanfood.com/home/msemen-rghaeif
Taktouka ,"2 large sweet green peppers such as bell peppers - 3 tablespoons olive oil - 4 large tomatoes - 1 teaspoon finely chopped garlic, about 2 cloves - 4 tablespoons mixture of fresh chopped parsley and coriander - 1 teaspoon paprika - ½ teaspoon cumin - Pinch cayenne pepper - ½ teaspoon salt or more to taste - ½ teaspoon caster sugar",• Preheat your grill or chargrilled pan to high.,13,44,57,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1457548273433-Z1JY80F64D45V4XWDT9H/image-asset.jpeg,https://www.mymoroccanfood.com/home/taktouka
Pistachio and Hazelnut Briouate,"150g blanched hazelnuts - 150g unsalted shelled pistachios - 80g caster sugar - 3 tablespoons orange blossom water, divided - ½ teaspoon ground cinnamon - ½ teaspoon ground dried ginger  - 1 teaspoon salt - 30g unsalted butter, softened - 20g unsalted butter melted - 200g filo pastry - 300g honey - Ground nuts or chopped dried fruits for decoration",• Preheat oven to 180 C (350 F).,23,74,97,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1454017905001-G5YWU0G8RNZJAQMOWJS0/image-asset.jpeg,https://www.mymoroccanfood.com/home/pistachio-and-hazelnut-briouates
Sfenj - Moroccan Donuts,"1 tablespoon dry active yeast - ¼ teaspoon caster sugar to activate the yeast - 500g plain flour - 1 teaspoon salt - 240ml lukewarm water - vegetable oil, for frying - 250g icing sugar sifted for the glaze (glaze is optional) - 2 tablespoon milk for the glaze (glaze is optional)",• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy.,19,77,96,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456429349763-URY1RMML3TEYDQA3DVQH/image-asset.jpeg,https://www.mymoroccanfood.com/home/sfenj-moroccan-donuts
Chebakia - La Rose des Sables ,"1 teaspoon dry active yeast - ½ teaspoon caster sugar - 500g plain flour, plus more for dusting - 250g sesame seeds, very finely ground - 250g almond flour - 1 large egg - ¼ cup white vinegar - ¼ cup orange blossom water - 80ml melted butter   - 80ml cup olive oil - ¼ teaspoon ground turmeric - ½  teaspoon ground cinnamon - ½ teaspoon ground anise - Generous pinch of saffron - Pinch of salt",• Activate the dry yeast by adding ½ teaspoon of sugar and 3 tablespoons of lukewarm water in a small bowl. Stir with a fork and leave for 5 minutes until foamy.,11,47,58,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1464710490469-N7O2XXKAJ2V2S45LHWOD/image-asset.png,https://www.mymoroccanfood.com/home/chebakia
Batbout + Quick Chicken Tagine Filling ,1 teaspoon dry active yeast - 1 teaspoon caster sugar - 100g plain flour and more for dusting - 100g semolina flour and more for dusting - 1 tablespoon vegetable oil and more for cooking the batbouts - 1 teaspoon salt - 120 to 170ml lukewarm water,• Activate the dry yeast by adding ½ teaspoon of sugar and one tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 minutes until foamy.,43,50,93,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456251154763-VAX6O987YQYAPZYIKC61/image-asset.jpeg,https://www.mymoroccanfood.com/home/batbout-quick-chicken-tagine-filling
Ras El Hanout Pulled Beef Sandwich ,"2 teaspoons finely chopped garlic - 2 teaspoons ras el hanout - Zest of 2 lemons - 1 teaspoon salt - 1 teaspoon brown sugar - ¼  teaspoon cayenne pepper - ¼ teaspoon ground black pepper - 1kg slow cooking beef cut such as brisket, chuck or rump - 1 onion, finely sliced - 500ml chicken stock",• Preheat oven to 150 C (300 F).,11,18,29,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1458226214933-VIW2OK9GXIONGOFEWOTD/image-asset.jpeg,https://www.mymoroccanfood.com/home/ras-el-hanout-pulled-beef-sandwich
Walnut and Matcha Ghriba - Gluten free ,"150g walnut powder (check to notes to see how to make your own walnut flour) - 100g almond powder - 80g caster sugar - ½ tablespoon unsalted butter, softened   - ½ tablespoon apricot jam - 1 tablespoon matcha green tea powder - 1 large egg - 1 heaped teaspoon baking powder - 150g icing sugar to coat the cookies",• Preheat oven to 180 C (350 F).,12,60,72,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456853444777-DM7VVE1B1UKJ1H0BT34G/image-asset.jpeg,https://www.mymoroccanfood.com/home/walnut-and-matcha-ghriba-gluten-free
Bakoula Salad with Spinach and Kale,"3 tablespoons olive oil - 150g finely chopped kale leaves (stalks discarded) - 150g finely chopped spinach - 3 tablespoons finely chopped parsley - 3 tablespoons finely chopped cilantro - 2 tablespoons lemon juice - ¾ tablespoons finely chopped garlic, about 3 cloves - 1 teaspoon paprika - ½ teaspoons cumin - ½ teaspoons salt, or more to taste - 1 preserved lemon, flesh removed then chopped, for garnish - 1 handful of red olives, such as Kalamatas, pitted and sliced, for garnish  ","• In a large casserole or a deep skillet, heat the olive oil and add the kale and spinach over medium heat. Stir the rest of the ingredients in (except the preserved lemon and olives) and cover with a lid for 10 to 15 minutes until the kale and the spinach are cooked and soft. Stir occasionally. Uncover and cook for 5 minutes until all liquids have evaporated.",12,39,51,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1456417212089-5Z696TSXJLAJ980LWE8J/image-asset.png,https://www.mymoroccanfood.com/home/bakoula-with-spinach-and-kale
Plain Harcha + Zaatar and Black Olive Harcha ,"250g semolina - 3 tablespoons caster sugar - 1 teaspoon baking powder - ¼ teaspoon salt - 75g unsalted butter at room temperature (softened) - 100ml milk, any type","• In a medium sized bowl mix together the dry ingredients; semolina, sugar, baking powder and salt.",19,37,56,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1449149122028-US685M24YT7S4C17VGHC/image-asset.jpeg,https://www.mymoroccanfood.com/home/plain-harcha-zaatar-and-black-olive-harcha
Aubergine and pumpkin tagine with caramelised onions (Vegan),"3 tablespoons olive oil - 800g onions, chopped - 200g shallots, chopped - 4 garlic cloves, finely chopped, about 1 tablespoon chopped garlic - 600g aubergine (2 large aubergine), quartered and chopped into 4 cm (1.5 inch) chunks - 600g pumpkin or squash, peeled, deseeded and cut into large chunks - 1 teaspoon ground turmeric - ½ teaspoon ground ginger - 1 teaspoon salt or more to taste - ¼ teaspoon ground black pepper - 2 cups water (500 ml) - 100gr raisins - Chopped coriander for garnish","• In a large casserole warm the olive oil over medium-high heat. Once the oil is warm, transfer the onions and the shallots. Lower the heat to medium and cover with a lid. Leave until the onions are soft and translucent, about 25 minutes. Stir occasionally.",13,60,73,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1446033996894-3APZP3MN6NE4LHJSSCLG/image-asset.jpeg,https://www.mymoroccanfood.com/home/aubergine-and-pumpkin-tagine-with-caramelised-onions
Moroccan Chicken Kebabs + Fennel and Orange Herb Salad,"500g boneless chicken breast - Juice of a lemon - 2 tablespoons olive oil - ½ teaspoon finely chopped garlic, about 2 cloves - ½  teaspoon ground turmeric - ½  teaspoon ground ginger - ½ teaspoon salt or more to taste - ½ teaspoon ground cumin - ¼  ground black pepper",• Slice the chicken breasts into bite-sized chunks and transfer in a large bowl.,14,36,50,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1474583941316-YVRKOJIK5UT0LUP0N0U4/image-asset.jpeg,https://www.mymoroccanfood.com/home/moroccan-chicken-kebabs-fennel-and-orange-herb-salad
Bissara - Split Peas and Fava Beans Dip ,"400g dried split peas or fava beans (or a mix of both), soaked overnight - 4 garlic cloves - 2 teaspoons baking soda - 3 tablespoons olive oil and more for garnish - 1 teaspoon paprika and more for garnish - 1 teaspoon ground cumin and more for garnish - Salt to taste - 3 tablespoons fresh chopped onions for garnish, if desired","• Drain the peas and/or fava beans, run them through water and drain them again.",12,51,63,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1455731273740-7CSWUB7I4ESYZ4NYJTXD/image-asset.jpeg,https://www.mymoroccanfood.com/home/bissara-split-peas-and-fava-beans-dip
